Gradient Profiler Text Data File: 20160617_exp26_26f6.csv
Version: 2.02
Date: 2016-06-17
Time: 19:39:32

User: subramaniam_lab
Experiment name: 
UV Unit: EM-1
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 35000 rpm
Gradient: sucrose 10.0% to 50.0% w/v
Time: 2:30
w2t: 200000 x 10^0
Sample Volume: 400 ml
Number of Tubes: 2
Volume per mm: 0.143 ml/mm
Temperature: 25.0 deg C

Absorbance Units Full Scale (AUFS): 2.00
Event Mark-triggered gradient; (with distance; auto start and stop)
Delay: Event with Delay
UV Wavelength: 254 nm
Samples / sec: 10 Hz
EM1 Speed: 0.30 mm/sec
Distance: 5.03 mm
Number: 16
Dead Volume: 0.217300 ml; Distance due to Dead Volume: 1.52 mm
Length of Tubing: 330 mm
Total Distance: 80.48 mm

Data Columns:
Distance(mm), Absorbance, Fraction Number, Fraction Volume(ml)
8.61, 0.307535, , 
8.64, 0.306193, , 
8.67, 0.304626, , 
8.70, 0.303326, , 
8.73, 0.302063, , 
8.76, 0.300766, , 
8.79, 0.299209, , 
8.82, 0.297841, , 
8.85, 0.296459, , 
8.88, 0.295063, , 
8.91, 0.293452, , 
8.94, 0.292072, , 
8.97, 0.290705, , 
9.00, 0.289376, , 
9.03, 0.287878, , 
9.06, 0.286594, , 
9.09, 0.285274, , 
9.12, 0.283923, , 
9.15, 0.282388, , 
9.18, 0.281110, , 
9.21, 0.279841, , 
9.24, 0.278537, , 
9.27, 0.276992, , 
9.30, 0.275673, , 
9.33, 0.274391, , 
9.36, 0.273161, , 
9.39, 0.271778, , 
9.42, 0.270563, , 
9.45, 0.269310, , 
9.48, 0.268076, , 
9.51, 0.266623, , 
9.54, 0.265345, , 
9.57, 0.264095, , 
9.60, 0.262899, , 
9.63, 0.261513, , 
9.66, 0.260330, , 
9.69, 0.259093, , 
9.72, 0.257628, , 
9.75, 0.256429, , 
9.78, 0.255255, , 
9.81, 0.254072, , 
9.84, 0.252648, , 
9.87, 0.251449, , 
9.90, 0.250272, , 
9.93, 0.249165, , 
9.96, 0.247915, , 
9.99, 0.246777, , 
10.02, 0.245590, , 
10.05, 0.244429, 2, 0.719
10.08, 0.243119, , 
10.11, 0.242057, , 
10.14, 0.240950, , 
10.17, 0.239767, , 
10.20, 0.238403, , 
10.23, 0.237280, , 
10.26, 0.236198, , 
10.29, 0.235123, , 
10.32, 0.233835, , 
10.35, 0.232706, , 
10.38, 0.231605, , 
10.41, 0.230562, , 
10.44, 0.229328, , 
10.47, 0.228237, , 
10.50, 0.227120, , 
10.53, 0.226061, , 
10.56, 0.224909, , 
10.59, 0.223904, , 
10.62, 0.222863, , 
10.65, 0.221826, , 
10.68, 0.220608, , 
10.71, 0.219599, , 
10.74, 0.218626, , 
10.77, 0.217674, , 
10.80, 0.216523, , 
10.83, 0.215489, , 
10.86, 0.214515, , 
10.89, 0.213589, , 
10.92, 0.212520, , 
10.95, 0.211603, , 
10.98, 0.210693, , 
11.01, 0.209814, , 
11.04, 0.208745, , 
11.07, 0.207749, , 
11.10, 0.206740, , 
11.13, 0.205770, , 
11.16, 0.204726, , 
11.19, 0.203860, , 
11.22, 0.202985, , 
11.25, 0.202087, , 
11.28, 0.201037, , 
11.31, 0.200171, , 
11.34, 0.199321, , 
11.37, 0.198474, , 
11.40, 0.197443, , 
11.43, 0.196549, , 
11.46, 0.195680, , 
11.49, 0.194842, , 
11.52, 0.193856, , 
11.55, 0.192965, , 
11.58, 0.192061, , 
11.58, 0.191915, , 
11.61, 0.191182, , 
11.64, 0.190183, , 
11.67, 0.189336, , 
11.70, 0.188470, , 
11.73, 0.187572, , 
11.76, 0.186548, , 
11.79, 0.185704, , 
11.82, 0.184867, , 
11.85, 0.183998, , 
11.88, 0.182951, , 
11.91, 0.182063, , 
11.94, 0.181219, , 
11.97, 0.180397, , 
12.00, 0.179395, , 
12.03, 0.178494, , 
12.06, 0.177606, , 
12.09, 0.176750, , 
12.12, 0.175766, , 
12.15, 0.174897, , 
12.18, 0.173993, , 
12.21, 0.173099, , 
12.24, 0.172163, , 
12.27, 0.171434, , 
12.30, 0.170698, , 
12.33, 0.169886, , 
12.36, 0.168883, , 
12.39, 0.168062, , 
12.42, 0.167253, , 
12.45, 0.166400, , 
12.48, 0.165369, , 
12.51, 0.164528, , 
12.54, 0.163796, , 
12.57, 0.163079, , 
12.60, 0.162175, , 
12.63, 0.161331, , 
12.66, 0.160455, , 
12.69, 0.159615, , 
12.72, 0.158762, , 
12.75, 0.158048, , 
12.78, 0.157258, , 
12.81, 0.156418, , 
12.84, 0.155444, , 
12.87, 0.154679, , 
12.90, 0.153969, , 
12.93, 0.153214, , 
12.96, 0.152256, , 
12.99, 0.151441, , 
13.02, 0.150727, , 
13.05, 0.150042, , 
13.08, 0.149144, , 
13.11, 0.148313, , 
13.14, 0.147543, , 
13.17, 0.146835, , 
13.20, 0.145995, , 
13.23, 0.145195, , 
13.26, 0.144374, , 
13.29, 0.143625, , 
13.32, 0.142775, , 
13.35, 0.142068, , 
13.38, 0.141360, , 
13.41, 0.140615, , 
13.44, 0.139714, , 
13.47, 0.138994, , 
13.50, 0.138331, , 
13.53, 0.137668, , 
13.56, 0.136856, , 
13.59, 0.136174, , 
13.62, 0.135530, , 
13.65, 0.134912, , 
13.68, 0.134170, , 
13.71, 0.133494, , 
13.74, 0.132847, , 
13.77, 0.132273, , 
13.80, 0.131613, , 
13.83, 0.131029, , 
13.86, 0.130459, , 
13.89, 0.129916, , 
13.92, 0.129364, , 
13.95, 0.128933, , 
13.98, 0.128517, , 
14.01, 0.128073, , 
14.04, 0.127518, , 
14.07, 0.127077, , 
14.10, 0.126655, , 
14.13, 0.126259, , 
14.16, 0.125853, , 
14.19, 0.125539, , 
14.22, 0.125260, , 
14.25, 0.125047, , 
14.28, 0.124828, , 
14.31, 0.124657, , 
14.34, 0.124533, , 
14.37, 0.124425, , 
14.40, 0.124283, , 
14.43, 0.124172, , 
14.46, 0.124077, , 
14.49, 0.124007, , 
14.52, 0.123940, , 
14.55, 0.123934, , 
14.58, 0.123972, , 
14.61, 0.123981, , 
14.64, 0.123937, , 
14.67, 0.123912, , 
14.70, 0.123966, , 
14.73, 0.124108, , 
14.76, 0.124264, , 
14.79, 0.124305, , 
14.82, 0.124321, , 
14.85, 0.124356, , 
14.88, 0.124425, , 
14.91, 0.124530, , 
14.94, 0.124635, , 
14.97, 0.124711, , 
15.00, 0.124800, , 
15.03, 0.124860, , 
15.06, 0.124892, 3, 0.714
15.09, 0.124882, , 
15.12, 0.124844, , 
15.15, 0.124809, , 
15.18, 0.124740, , 
15.21, 0.124622, , 
15.24, 0.124508, , 
15.27, 0.124410, , 
15.30, 0.124302, , 
15.33, 0.124175, , 
15.36, 0.124000, , 
15.39, 0.123775, , 
15.42, 0.123534, , 
15.45, 0.123271, , 
15.48, 0.122916, , 
15.51, 0.122570, , 
15.54, 0.122183, , 
15.57, 0.121812, , 
15.60, 0.121425, , 
15.63, 0.121035, , 
15.66, 0.120556, , 
15.69, 0.120045, , 
15.72, 0.119439, , 
15.75, 0.118960, , 
15.78, 0.118488, , 
15.81, 0.117967, , 
15.84, 0.117324, , 
15.87, 0.116759, , 
15.90, 0.116144, , 
15.93, 0.115550, , 
15.96, 0.114862, , 
15.99, 0.114237, , 
16.02, 0.113558, , 
16.05, 0.112769, , 
16.08, 0.112185, , 
16.11, 0.111652, , 
16.14, 0.111072, , 
16.17, 0.110326, , 
16.20, 0.109651, , 
16.23, 0.109010, , 
16.26, 0.108385, , 
16.29, 0.107668, , 
16.32, 0.106993, , 
16.35, 0.106301, , 
16.38, 0.105651, , 
16.41, 0.104924, , 
16.44, 0.104363, , 
16.47, 0.103767, , 
16.50, 0.103123, , 
16.53, 0.102393, , 
16.56, 0.101787, , 
16.59, 0.101201, , 
16.59, 0.101109, , 
16.62, 0.100636, , 
16.65, 0.099891, , 
16.68, 0.099256, , 
16.71, 0.098730, , 
16.74, 0.098197, , 
16.77, 0.097496, , 
16.80, 0.096912, , 
16.83, 0.096373, , 
16.86, 0.095913, , 
16.89, 0.095424, , 
16.92, 0.094974, , 
16.95, 0.094476, , 
16.98, 0.093915, , 
17.01, 0.093268, , 
17.04, 0.092770, , 
17.07, 0.092287, , 
17.10, 0.091796, , 
17.13, 0.091244, , 
17.16, 0.090825, , 
17.19, 0.090473, , 
17.22, 0.090172, , 
17.25, 0.089766, , 
17.28, 0.089382, , 
17.31, 0.089001, , 
17.34, 0.088621, , 
17.37, 0.088139, , 
17.40, 0.087688, , 
17.43, 0.087241, , 
17.46, 0.086870, , 
17.49, 0.086565, , 
17.52, 0.086270, , 
17.55, 0.085928, , 
17.58, 0.085617, , 
17.61, 0.085277, , 
17.64, 0.085002, , 
17.67, 0.084754, , 
17.70, 0.084465, , 
17.73, 0.084059, , 
17.76, 0.083764, , 
17.79, 0.083533, , 
17.82, 0.083330, , 
17.85, 0.083051, , 
17.88, 0.082787, , 
17.91, 0.082559, , 
17.94, 0.082356, , 
17.97, 0.082128, , 
18.00, 0.081906, , 
18.03, 0.081652, , 
18.06, 0.081420, , 
18.09, 0.081195, , 
18.12, 0.081005, , 
18.15, 0.080805, , 
18.18, 0.080605, , 
18.21, 0.080405, , 
18.24, 0.080250, , 
18.27, 0.080095, , 
18.30, 0.079901, , 
18.33, 0.079669, , 
18.36, 0.079495, , 
18.39, 0.079355, , 
18.42, 0.079216, , 
18.45, 0.078981, , 
18.48, 0.078750, , 
18.51, 0.078499, , 
18.54, 0.078290, , 
18.57, 0.078077, , 
18.60, 0.077865, , 
18.63, 0.077617, , 
18.66, 0.077370, , 
18.69, 0.077126, , 
18.72, 0.076942, , 
18.75, 0.076761, , 
18.78, 0.076517, , 
18.81, 0.076225, , 
18.84, 0.076000, , 
18.87, 0.075806, , 
18.90, 0.075622, , 
18.93, 0.075352, , 
18.96, 0.075153, , 
18.99, 0.075000, , 
19.02, 0.074861, , 
19.05, 0.074690, , 
19.08, 0.074461, , 
19.11, 0.074217, , 
19.14, 0.073982, , 
19.17, 0.073789, , 
19.20, 0.073678, , 
19.23, 0.073522, , 
19.26, 0.073313, , 
19.29, 0.073119, , 
19.32, 0.073012, , 
19.35, 0.072878, , 
19.38, 0.072704, , 
19.41, 0.072412, , 
19.44, 0.072222, , 
19.47, 0.072098, , 
19.50, 0.071974, , 
19.53, 0.071781, , 
19.56, 0.071629, , 
19.59, 0.071464, , 
19.62, 0.071308, , 
19.65, 0.071200, , 
19.68, 0.071074, , 
19.71, 0.070877, , 
19.74, 0.070702, , 
19.77, 0.070560, , 
19.80, 0.070430, , 
19.83, 0.070293, , 
19.86, 0.070170, , 
19.89, 0.070033, , 
19.92, 0.069922, , 
19.95, 0.069808, , 
19.98, 0.069719, , 
20.01, 0.069551, , 
20.04, 0.069332, , 
20.07, 0.069199, , 
20.10, 0.069148, 4, 0.719
20.13, 0.069082, , 
20.16, 0.068929, , 
20.19, 0.068761, , 
20.22, 0.068653, , 
20.25, 0.068612, , 
20.28, 0.068615, , 
20.31, 0.068593, , 
20.34, 0.068488, , 
20.37, 0.068298, , 
20.40, 0.068216, , 
20.43, 0.068178, , 
20.46, 0.068130, , 
20.49, 0.068057, , 
20.52, 0.068025, , 
20.55, 0.068041, , 
20.58, 0.068076, , 
20.61, 0.068086, , 
20.64, 0.068048, , 
20.67, 0.068025, , 
20.70, 0.068105, , 
20.73, 0.068282, , 
20.76, 0.068412, , 
20.79, 0.068466, , 
20.82, 0.068504, , 
20.85, 0.068669, , 
20.88, 0.068869, , 
20.91, 0.069075, , 
20.94, 0.069243, , 
20.97, 0.069469, , 
21.00, 0.069757, , 
21.03, 0.070071, , 
21.06, 0.070357, , 
21.09, 0.070674, , 
21.12, 0.070994, , 
21.15, 0.071391, , 
21.18, 0.071832, , 
21.21, 0.072390, , 
21.24, 0.072904, , 
21.27, 0.073440, , 
21.30, 0.073966, , 
21.33, 0.074594, , 
21.36, 0.075149, , 
21.39, 0.075714, , 
21.42, 0.076225, , 
21.45, 0.076869, , 
21.48, 0.077500, , 
21.51, 0.078141, , 
21.54, 0.078785, , 
21.57, 0.079505, , 
21.60, 0.080136, , 
21.63, 0.080818, , 
21.63, 0.080935, , 
21.66, 0.081519, , 
21.69, 0.082251, , 
21.72, 0.082848, , 
21.75, 0.083479, , 
21.78, 0.084091, , 
21.81, 0.084751, , 
21.84, 0.085274, , 
21.87, 0.085814, , 
21.90, 0.086362, , 
21.93, 0.087000, , 
21.96, 0.087523, , 
21.99, 0.087989, , 
22.02, 0.088411, , 
22.05, 0.088871, , 
22.08, 0.089239, , 
22.11, 0.089579, , 
22.14, 0.089962, , 
22.17, 0.090238, , 
22.20, 0.090448, , 
22.23, 0.090619, , 
22.26, 0.090870, , 
22.29, 0.091047, , 
22.32, 0.091117, , 
22.35, 0.091139, , 
22.38, 0.091187, , 
22.41, 0.091241, , 
22.44, 0.091266, , 
22.47, 0.091184, , 
22.50, 0.091003, , 
22.53, 0.090832, , 
22.56, 0.090654, , 
22.59, 0.090486, , 
22.62, 0.090213, , 
22.65, 0.089972, , 
22.68, 0.089721, , 
22.71, 0.089439, , 
22.74, 0.089055, , 
22.77, 0.088729, , 
22.80, 0.088408, , 
22.83, 0.088081, , 
22.86, 0.087688, , 
22.89, 0.087320, , 
22.92, 0.086905, , 
22.95, 0.086451, , 
22.98, 0.085925, , 
23.01, 0.085515, , 
23.04, 0.085132, , 
23.07, 0.084713, , 
23.10, 0.084262, , 
23.13, 0.083945, , 
23.16, 0.083647, , 
23.19, 0.083311, , 
23.22, 0.082860, , 
23.25, 0.082401, , 
23.28, 0.081944, , 
23.31, 0.081522, , 
23.34, 0.081059, , 
23.37, 0.080640, , 
23.40, 0.080183, , 
23.43, 0.079714, , 
23.46, 0.079222, , 
23.49, 0.078816, , 
23.52, 0.078404, , 
23.55, 0.077938, , 
23.58, 0.077386, , 
23.61, 0.077005, , 
23.64, 0.076732, , 
23.67, 0.076450, , 
23.70, 0.076031, , 
23.73, 0.075603, , 
23.76, 0.075207, , 
23.79, 0.074905, , 
23.82, 0.074588, , 
23.85, 0.074255, , 
23.88, 0.073916, , 
23.91, 0.073636, , 
23.94, 0.073322, , 
23.97, 0.073037, , 
24.00, 0.072758, , 
24.03, 0.072463, , 
24.06, 0.072181, , 
24.09, 0.071978, , 
24.12, 0.071787, , 
24.15, 0.071562, , 
24.18, 0.071185, , 
24.21, 0.070877, , 
24.24, 0.070639, , 
24.27, 0.070420, , 
24.30, 0.070166, , 
24.33, 0.069903, , 
24.36, 0.069706, , 
24.39, 0.069583, , 
24.42, 0.069430, , 
24.45, 0.069262, , 
24.48, 0.069028, , 
24.51, 0.068802, , 
24.54, 0.068663, , 
24.57, 0.068546, , 
24.60, 0.068381, , 
24.63, 0.068225, , 
24.66, 0.068098, , 
24.69, 0.068060, , 
24.72, 0.068079, , 
24.75, 0.068063, , 
24.78, 0.067898, , 
24.81, 0.067730, , 
24.84, 0.067645, , 
24.87, 0.067613, , 
24.90, 0.067499, , 
24.93, 0.067324, , 
24.96, 0.067178, , 
24.99, 0.067102, , 
25.02, 0.067090, , 
25.05, 0.067102, , 
25.08, 0.067086, , 
25.11, 0.067032, , 
25.14, 0.066982, 5, 0.718
25.17, 0.066909, , 
25.20, 0.066801, , 
25.23, 0.066699, , 
25.26, 0.066601, , 
25.29, 0.066550, , 
25.32, 0.066566, , 
25.35, 0.066604, , 
25.38, 0.066592, , 
25.41, 0.066512, , 
25.44, 0.066351, , 
25.47, 0.066227, , 
25.50, 0.066179, , 
25.53, 0.066125, , 
25.56, 0.066071, , 
25.59, 0.066027, , 
25.62, 0.066046, , 
25.65, 0.066075, , 
25.68, 0.066081, , 
25.71, 0.066049, , 
25.74, 0.066014, , 
25.77, 0.066027, , 
25.80, 0.066068, , 
25.83, 0.066084, , 
25.86, 0.066062, , 
25.89, 0.066021, , 
25.92, 0.066024, , 
25.95, 0.066065, , 
25.98, 0.066090, , 
26.01, 0.066075, , 
26.04, 0.066049, , 
26.07, 0.066084, , 
26.10, 0.066271, , 
26.13, 0.066414, , 
26.16, 0.066474, , 
26.19, 0.066490, , 
26.22, 0.066519, , 
26.25, 0.066576, , 
26.28, 0.066687, , 
26.31, 0.066810, , 
26.34, 0.066998, , 
26.37, 0.067188, , 
26.40, 0.067413, , 
26.43, 0.067661, , 
26.46, 0.067898, , 
26.49, 0.068127, , 
26.52, 0.068415, , 
26.55, 0.068704, , 
26.58, 0.069056, , 
26.61, 0.069399, , 
26.64, 0.069830, , 
26.67, 0.070347, , 
26.67, 0.070442, , 
26.70, 0.071080, , 
26.73, 0.071794, , 
26.76, 0.072548, , 
26.79, 0.073345, , 
26.82, 0.074306, , 
26.85, 0.075219, , 
26.88, 0.076266, , 
26.91, 0.077405, , 
26.94, 0.078816, , 
26.97, 0.080155, , 
27.00, 0.081680, , 
27.03, 0.083336, , 
27.06, 0.085385, , 
27.09, 0.087263, , 
27.12, 0.089252, , 
27.15, 0.091402, , 
27.18, 0.094118, , 
27.21, 0.096601, , 
27.24, 0.099231, , 
27.27, 0.102035, , 
27.30, 0.105568, , 
27.33, 0.108829, , 
27.36, 0.112274, , 
27.39, 0.115861, , 
27.42, 0.120194, , 
27.45, 0.124064, , 
27.48, 0.128127, , 
27.51, 0.132365, , 
27.54, 0.137446, , 
27.57, 0.141871, , 
27.60, 0.146391, , 
27.63, 0.151127, , 
27.66, 0.156767, , 
27.69, 0.161591, , 
27.72, 0.166422, , 
27.75, 0.171392, , 
27.78, 0.177311, , 
27.81, 0.182405, , 
27.84, 0.187388, , 
27.87, 0.192248, , 
27.90, 0.197856, , 
27.93, 0.202664, , 
27.96, 0.207464, , 
27.99, 0.212206, , 
28.02, 0.217601, , 
28.05, 0.222112, , 
28.08, 0.226457, , 
28.11, 0.230666, , 
28.14, 0.235405, , 
28.17, 0.239281, , 
28.20, 0.242973, , 
28.23, 0.246466, , 
28.26, 0.250272, , 
28.29, 0.253323, , 
28.32, 0.256137, , 
28.35, 0.258719, , 
28.38, 0.261510, , 
28.41, 0.263724, , 
28.44, 0.265684, , 
28.47, 0.267645, , 
28.50, 0.269139, , 
28.53, 0.270493, , 
28.56, 0.271711, , 
28.59, 0.272913, , 
28.62, 0.273665, , 
28.65, 0.274176, , 
28.68, 0.274547, , 
28.71, 0.274791, , 
28.74, 0.274845, , 
28.77, 0.274756, , 
28.80, 0.274502, , 
28.83, 0.274036, , 
28.86, 0.273487, , 
28.89, 0.272818, , 
28.92, 0.271993, , 
28.95, 0.270861, , 
28.98, 0.269840, , 
29.01, 0.268771, , 
29.04, 0.267616, , 
29.07, 0.266065, , 
29.10, 0.264625, , 
29.13, 0.263141, , 
29.16, 0.261593, , 
29.19, 0.259734, , 
29.22, 0.258084, , 
29.25, 0.256330, , 
29.28, 0.254548, , 
29.31, 0.252404, , 
29.34, 0.250545, , 
29.37, 0.248635, , 
29.40, 0.246685, , 
29.43, 0.244398, , 
29.46, 0.242466, , 
29.49, 0.240544, , 
29.52, 0.238542, , 
29.55, 0.236074, , 
29.58, 0.233908, , 
29.61, 0.231764, , 
29.64, 0.229689, , 
29.67, 0.227326, , 
29.70, 0.225271, , 
29.73, 0.223168, , 
29.76, 0.221039, , 
29.79, 0.218569, , 
29.82, 0.216421, , 
29.85, 0.214264, , 
29.88, 0.212069, , 
29.91, 0.209532, , 
