Gradient Profiler Text Data File: 20160617_exp26_26f3.csv
Version: 2.02
Date: 2016-06-17
Time: 19:06:46

User: subramaniam_lab
Experiment name: 
UV Unit: EM-1
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 35000 rpm
Gradient: sucrose 10.0% to 50.0% w/v
Time: 2:30
w2t: 200000 x 10^0
Sample Volume: 400 ml
Number of Tubes: 2
Volume per mm: 0.143 ml/mm
Temperature: 25.0 deg C

Absorbance Units Full Scale (AUFS): 2.00
Event Mark-triggered gradient; (with distance; auto start and stop)
Delay: Event with Delay
UV Wavelength: 254 nm
Samples / sec: 10 Hz
EM1 Speed: 0.30 mm/sec
Distance: 5.03 mm
Number: 16
Dead Volume: 0.217300 ml; Distance due to Dead Volume: 1.52 mm
Length of Tubing: 330 mm
Total Distance: 80.48 mm

Data Columns:
Distance(mm), Absorbance, Fraction Number, Fraction Volume(ml)
29.94, 0.115937, , 
29.97, 0.115179, , 
30.00, 0.114469, , 
30.03, 0.113746, , 
30.06, 0.112918, , 
30.09, 0.112182, , 
30.12, 0.111474, , 
30.15, 0.110824, 6, 0.714
30.18, 0.110085, , 
30.21, 0.109444, , 
30.24, 0.108756, , 
30.27, 0.108074, , 
30.30, 0.107316, , 
30.33, 0.106710, , 
30.36, 0.106066, , 
30.39, 0.105403, , 
30.42, 0.104677, , 
30.45, 0.104081, , 
30.48, 0.103516, , 
30.51, 0.102967, , 
30.54, 0.102285, , 
30.57, 0.101651, , 
30.60, 0.101071, , 
30.63, 0.100566, , 
30.66, 0.100027, , 
30.69, 0.099538, , 
30.72, 0.098958, , 
30.75, 0.098365, , 
30.78, 0.097769, , 
30.81, 0.097309, , 
30.84, 0.096842, , 
30.87, 0.096351, , 
30.90, 0.095815, , 
30.93, 0.095402, , 
30.96, 0.094993, , 
30.99, 0.094552, , 
31.02, 0.093991, , 
31.05, 0.093537, , 
31.08, 0.093131, , 
31.11, 0.092732, , 
31.14, 0.092224, , 
31.17, 0.091758, , 
31.20, 0.091310, , 
31.23, 0.090882, , 
31.26, 0.090406, , 
31.29, 0.090023, , 
31.32, 0.089674, , 
31.35, 0.089341, , 
31.38, 0.088954, , 
31.41, 0.088621, , 
31.44, 0.088303, , 
31.47, 0.088005, , 
31.50, 0.087679, , 
31.53, 0.087444, , 
31.56, 0.087196, , 
31.59, 0.086914, , 
31.62, 0.086581, , 
31.65, 0.086308, , 
31.68, 0.086093, , 
31.68, 0.086067, , 
31.71, 0.085988, , 
31.74, 0.085823, , 
31.77, 0.085611, , 
31.80, 0.085382, , 
31.83, 0.085189, , 
31.86, 0.085049, , 
31.89, 0.084989, , 
31.92, 0.084900, , 
31.95, 0.084719, , 
31.98, 0.084532, , 
32.01, 0.084481, , 
32.04, 0.084491, , 
32.07, 0.084570, , 
32.10, 0.084678, , 
32.13, 0.084751, , 
32.16, 0.084833, , 
32.19, 0.084967, , 
32.22, 0.085138, , 
32.25, 0.085284, , 
32.28, 0.085515, , 
32.31, 0.085934, , 
32.34, 0.086305, , 
32.37, 0.086762, , 
32.40, 0.087177, , 
32.43, 0.087767, , 
32.46, 0.088376, , 
32.49, 0.089062, , 
32.52, 0.089782, , 
32.55, 0.090676, , 
32.58, 0.091545, , 
32.61, 0.092548, , 
32.64, 0.093613, , 
32.67, 0.094936, , 
32.70, 0.096106, , 
32.73, 0.097353, , 
32.76, 0.098736, , 
32.79, 0.100452, , 
32.82, 0.101981, , 
32.85, 0.103545, , 
32.88, 0.105175, , 
32.91, 0.107253, , 
32.94, 0.109222, , 
32.97, 0.111107, , 
33.00, 0.113359, , 
33.03, 0.115811, , 
33.06, 0.117958, , 
33.09, 0.120172, , 
33.12, 0.122506, , 
33.15, 0.125301, , 
33.18, 0.127664, , 
33.21, 0.130068, , 
33.24, 0.132571, , 
33.27, 0.135537, , 
33.30, 0.138033, , 
33.33, 0.140447, , 
33.36, 0.142889, , 
33.39, 0.145855, , 
33.42, 0.148453, , 
33.45, 0.151000, , 
33.48, 0.153455, , 
33.51, 0.156281, , 
33.54, 0.158682, , 
33.57, 0.161033, , 
33.60, 0.163282, , 
33.63, 0.165829, , 
33.66, 0.167963, , 
33.69, 0.170082, , 
33.72, 0.172166, , 
33.75, 0.174510, , 
33.78, 0.176417, , 
33.81, 0.178212, , 
33.84, 0.179915, , 
33.87, 0.181822, , 
33.90, 0.183366, , 
33.93, 0.184806, , 
33.96, 0.186151, , 
33.99, 0.187636, , 
34.02, 0.188854, , 
34.05, 0.190008, , 
34.08, 0.191052, , 
34.11, 0.192115, , 
34.14, 0.192911, , 
34.17, 0.193675, , 
34.20, 0.194379, , 
34.23, 0.195039, , 
34.26, 0.195521, , 
34.29, 0.195978, , 
34.32, 0.196447, , 
34.35, 0.196901, , 
34.38, 0.197126, , 
34.41, 0.197225, , 
34.44, 0.197291, , 
34.47, 0.197364, , 
34.50, 0.197412, , 
34.53, 0.197393, , 
34.56, 0.197256, , 
34.59, 0.197069, , 
34.62, 0.196882, , 
34.65, 0.196635, , 
34.68, 0.196295, , 
34.71, 0.195807, , 
34.74, 0.195369, , 
34.77, 0.194963, , 
34.80, 0.194570, , 
34.83, 0.194030, , 
34.86, 0.193409, , 
34.89, 0.192711, , 
34.92, 0.192054, , 
34.95, 0.191274, , 
34.98, 0.190525, , 
35.01, 0.189701, , 
35.04, 0.188847, , 
35.07, 0.187861, , 
35.10, 0.187046, , 
35.13, 0.186148, , 
35.16, 0.185133, , 
35.19, 0.183899, 7, 0.718
35.22, 0.182846, , 
35.25, 0.181831, , 
35.28, 0.180769, , 
35.31, 0.179487, , 
35.34, 0.178352, , 
35.37, 0.177184, , 
35.40, 0.176004, , 
35.43, 0.174631, , 
35.46, 0.173457, , 
35.49, 0.172255, , 
35.52, 0.171028, , 
35.55, 0.169572, , 
35.58, 0.168322, , 
35.61, 0.167025, , 
35.64, 0.165715, , 
35.67, 0.164303, , 
35.70, 0.163158, , 
35.73, 0.162000, , 
35.76, 0.160763, , 
35.79, 0.159234, , 
35.82, 0.157997, , 
35.85, 0.156855, , 
35.88, 0.155713, , 
35.91, 0.154280, , 
35.94, 0.153008, , 
35.97, 0.151815, , 
36.00, 0.150673, , 
36.03, 0.149335, , 
36.06, 0.148193, , 
36.09, 0.147045, , 
36.12, 0.145912, , 
36.15, 0.144647, , 
36.18, 0.143574, , 
36.21, 0.142499, , 
36.24, 0.141376, , 
36.27, 0.140082, , 
36.30, 0.138997, , 
36.33, 0.137963, , 
36.36, 0.136970, , 
36.39, 0.135730, , 
36.42, 0.134664, , 
36.45, 0.133694, , 
36.48, 0.132799, , 
36.51, 0.131759, , 
36.54, 0.130795, , 
36.57, 0.129751, , 
36.60, 0.128749, , 
36.63, 0.127677, , 
36.66, 0.126776, , 
36.69, 0.125866, , 
36.72, 0.124958, , 
36.72, 0.124809, , 
36.75, 0.123934, , 
36.78, 0.123100, , 
36.81, 0.122329, , 
36.84, 0.121580, , 
36.87, 0.120667, , 
36.90, 0.119858, , 
36.93, 0.119052, , 
36.96, 0.118247, , 
36.99, 0.117244, , 
37.02, 0.116381, , 
37.05, 0.115601, , 
37.08, 0.114900, , 
37.11, 0.114053, , 
37.14, 0.113317, , 
37.17, 0.112575, , 
37.20, 0.111811, , 
37.23, 0.110967, , 
37.26, 0.110304, , 
37.29, 0.109616, , 
37.32, 0.108921, , 
37.35, 0.108119, , 
37.38, 0.107491, , 
37.41, 0.106885, , 
37.44, 0.106253, , 
37.47, 0.105435, , 
37.50, 0.104756, , 
37.53, 0.104185, , 
37.56, 0.103640, , 
37.59, 0.102955, , 
37.62, 0.102346, , 
37.65, 0.101797, , 
37.68, 0.101299, , 
37.71, 0.100668, , 
37.74, 0.100116, , 
37.77, 0.099567, , 
37.80, 0.099044, , 
37.83, 0.098492, , 
37.86, 0.098083, , 
37.89, 0.097677, , 
37.92, 0.097229, , 
37.95, 0.096687, , 
37.98, 0.096243, , 
38.01, 0.095837, , 
38.04, 0.095434, , 
38.07, 0.094914, , 
38.10, 0.094432, , 
38.13, 0.093981, , 
38.16, 0.093578, , 
38.19, 0.093214, , 
38.22, 0.092909, , 
38.25, 0.092551, , 
38.28, 0.092164, , 
38.31, 0.091729, , 
38.34, 0.091349, , 
38.37, 0.090955, , 
38.40, 0.090552, , 
38.43, 0.090223, , 
38.46, 0.089899, , 
38.49, 0.089553, , 
38.52, 0.089071, , 
38.55, 0.088633, , 
38.58, 0.088253, , 
38.61, 0.087964, , 
38.64, 0.087650, , 
38.67, 0.087352, , 
38.70, 0.087054, , 
38.73, 0.086730, , 
38.76, 0.086365, , 
38.79, 0.086131, , 
38.82, 0.085896, , 
38.85, 0.085636, , 
38.88, 0.085344, , 
38.91, 0.085147, , 
38.94, 0.085030, , 
38.97, 0.084976, , 
39.00, 0.084849, , 
39.03, 0.084668, , 
39.06, 0.084567, , 
39.09, 0.084643, , 
39.12, 0.084776, , 
39.15, 0.084821, , 
39.18, 0.084849, , 
39.21, 0.084967, , 
39.24, 0.085274, , 
39.27, 0.085541, , 
39.30, 0.085779, , 
39.33, 0.086105, , 
39.36, 0.086660, , 
39.39, 0.087206, , 
39.42, 0.087783, , 
39.45, 0.088402, , 
39.48, 0.089217, , 
39.51, 0.090000, , 
39.54, 0.090870, , 
39.57, 0.091859, , 
39.60, 0.093042, , 
39.63, 0.094064, , 
39.66, 0.095199, , 
39.69, 0.096509, , 
39.72, 0.098241, , 
39.75, 0.099757, , 
39.78, 0.101251, , 
39.81, 0.102802, , 
39.84, 0.104769, , 
39.87, 0.106612, , 
39.90, 0.108464, , 
39.93, 0.110380, , 
39.96, 0.112702, , 
39.99, 0.114799, , 
40.02, 0.116965, , 
40.05, 0.119173, , 
40.08, 0.121824, , 
40.11, 0.124124, , 
40.14, 0.126490, , 
40.17, 0.128857, , 
40.20, 0.131569, , 
40.23, 0.133881, 8, 0.719
40.26, 0.136168, , 
40.29, 0.138461, , 
40.32, 0.141199, , 
40.35, 0.143562, , 
40.38, 0.145817, , 
40.41, 0.148015, , 
40.44, 0.150499, , 
40.47, 0.152580, , 
40.50, 0.154457, , 
40.53, 0.156598, , 
40.56, 0.158857, , 
40.59, 0.160744, , 
40.62, 0.162505, , 
40.65, 0.164189, , 
40.68, 0.166025, , 
40.71, 0.167450, , 
40.74, 0.168814, , 
40.77, 0.170177, , 
40.80, 0.171713, , 
40.83, 0.172896, , 
40.86, 0.174012, , 
40.89, 0.175059, , 
40.92, 0.176201, , 
40.95, 0.177029, , 
40.98, 0.177708, , 
41.01, 0.178301, , 
41.04, 0.178894, , 
41.07, 0.179335, , 
41.10, 0.179706, , 
41.13, 0.179982, , 
41.16, 0.180229, , 
41.19, 0.180331, , 
41.22, 0.180318, , 
41.25, 0.180242, , 
41.28, 0.180074, , 
41.31, 0.179865, , 
41.34, 0.179604, , 
41.37, 0.179309, , 
41.40, 0.178919, , 
41.43, 0.178469, , 
41.46, 0.177888, , 
41.49, 0.177264, , 
41.52, 0.176528, , 
41.55, 0.175919, , 
41.58, 0.175249, , 
41.61, 0.174479, , 
41.64, 0.173489, , 
41.67, 0.172623, , 
41.70, 0.171697, , 
41.73, 0.170717, , 
41.76, 0.169562, , 
41.76, 0.169394, , 
41.79, 0.168633, , 
41.82, 0.167402, , 
41.85, 0.166289, , 
41.88, 0.165029, , 
41.91, 0.163872, , 
41.94, 0.162676, , 
41.97, 0.161528, , 
42.00, 0.160221, , 
42.03, 0.159050, , 
42.06, 0.157797, , 
42.09, 0.156500, , 
42.12, 0.155066, , 
42.15, 0.153924, , 
42.18, 0.152773, , 
42.21, 0.151555, , 
42.24, 0.150045, , 
42.27, 0.148735, , 
42.30, 0.147504, , 
42.33, 0.146347, , 
42.36, 0.144986, , 
42.39, 0.143762, , 
42.42, 0.142578, , 
42.45, 0.141443, , 
42.48, 0.140104, , 
42.51, 0.138966, , 
42.54, 0.137789, , 
42.57, 0.136587, , 
42.60, 0.135229, , 
42.63, 0.134128, , 
42.66, 0.133037, , 
42.69, 0.131943, , 
42.72, 0.130715, , 
42.75, 0.129681, , 
42.78, 0.128685, , 
42.81, 0.127718, , 
42.84, 0.126595, , 
42.87, 0.125583, , 
42.90, 0.124562, , 
42.93, 0.123607, , 
42.96, 0.122541, , 
42.99, 0.121618, , 
43.02, 0.120689, , 
43.05, 0.119807, , 
43.08, 0.118827, , 
43.11, 0.117980, , 
43.14, 0.117108, , 
43.17, 0.116207, , 
43.20, 0.115179, , 
43.23, 0.114339, , 
43.26, 0.113571, , 
43.29, 0.112826, , 
43.32, 0.111969, , 
43.35, 0.111284, , 
43.38, 0.110605, , 
43.41, 0.109901, , 
43.44, 0.109083, , 
43.47, 0.108360, , 
43.50, 0.107678, , 
43.53, 0.107110, , 
43.56, 0.106453, , 
43.59, 0.105854, , 
43.62, 0.105264, , 
43.65, 0.104718, , 
43.68, 0.104163, , 
43.71, 0.103735, , 
43.74, 0.103323, , 
43.77, 0.102863, , 
43.80, 0.102314, , 
43.83, 0.101892, , 
43.86, 0.101492, , 
43.89, 0.101093, , 
43.92, 0.100652, , 
43.95, 0.100328, , 
43.98, 0.100062, , 
44.01, 0.099853, , 
44.04, 0.099621, , 
44.07, 0.099437, , 
44.10, 0.099278, , 
44.13, 0.099202, , 
44.16, 0.099199, , 
44.19, 0.099221, , 
44.22, 0.099218, , 
44.25, 0.099253, , 
44.28, 0.099412, , 
44.31, 0.099624, , 
44.34, 0.099913, , 
44.37, 0.100182, , 
44.40, 0.100455, , 
44.43, 0.100728, , 
44.46, 0.101109, , 
44.49, 0.101632, , 
44.52, 0.102289, , 
44.55, 0.102872, , 
44.58, 0.103475, , 
44.61, 0.104252, , 
44.64, 0.105010, , 
44.67, 0.105740, , 
44.70, 0.106406, , 
44.73, 0.107230, , 
44.76, 0.108071, , 
44.79, 0.109067, , 
44.82, 0.110050, , 
44.85, 0.111119, , 
44.88, 0.112017, , 
44.91, 0.113010, , 
44.94, 0.114079, , 
44.97, 0.115319, , 
45.00, 0.116356, , 
45.03, 0.117396, , 
45.06, 0.118481, , 
45.09, 0.119772, , 
45.12, 0.120889, , 
45.15, 0.121948, , 
45.18, 0.122995, , 
45.21, 0.124254, , 
45.24, 0.125383, 9, 0.715
45.27, 0.126478, , 
45.30, 0.127553, , 
45.33, 0.128768, , 
45.36, 0.129783, , 
45.39, 0.130757, , 
45.42, 0.131696, , 
45.45, 0.132711, , 
45.48, 0.133557, , 
45.51, 0.134408, , 
45.54, 0.135312, , 
45.57, 0.136349, , 
45.60, 0.137183, , 
45.63, 0.137938, , 
45.66, 0.138645, , 
45.69, 0.139464, , 
45.72, 0.140168, , 
45.75, 0.140815, , 
45.78, 0.141392, , 
45.81, 0.142042, , 
45.84, 0.142664, , 
45.87, 0.143257, , 
45.90, 0.143679, , 
45.93, 0.144066, , 
45.96, 0.144399, , 
45.99, 0.144796, , 
46.02, 0.145170, , 
46.05, 0.145503, , 
46.08, 0.145731, , 
46.11, 0.145842, , 
46.14, 0.146014, , 
46.17, 0.146267, , 
46.20, 0.146423, , 
46.23, 0.146489, , 
46.26, 0.146512, , 
46.29, 0.146537, , 
46.32, 0.146569, , 
46.35, 0.146496, , 
46.38, 0.146353, , 
46.41, 0.146185, , 
46.44, 0.146068, , 
46.47, 0.145903, , 
46.50, 0.145747, , 
46.53, 0.145430, , 
46.56, 0.145097, , 
46.59, 0.144837, , 
46.62, 0.144593, , 
46.65, 0.144237, , 
46.68, 0.143850, , 
46.71, 0.143403, , 
46.74, 0.142972, , 
46.77, 0.142515, , 
46.77, 0.142436, , 
46.80, 0.142027, , 
46.83, 0.141452, , 
46.86, 0.140840, , 
46.89, 0.140161, , 
46.92, 0.139594, , 
46.95, 0.139026, , 
46.98, 0.138388, , 
47.01, 0.137595, , 
47.04, 0.136926, , 
47.07, 0.136301, , 
47.10, 0.135686, , 
47.13, 0.134934, , 
47.16, 0.134246, , 
47.19, 0.133513, , 
47.22, 0.132803, , 
47.25, 0.132035, , 
47.28, 0.131324, , 
47.31, 0.130554, , 
47.34, 0.129808, , 
47.37, 0.128984, , 
47.40, 0.128264, , 
47.43, 0.127566, , 
47.46, 0.126839, , 
47.49, 0.125938, , 
47.52, 0.125215, , 
47.55, 0.124537, , 
47.58, 0.124077, , 
47.61, 0.122960, , 
47.64, 0.122218, , 
47.67, 0.121498, , 
47.70, 0.120664, , 
47.73, 0.120115, , 
47.76, 0.119281, , 
47.79, 0.118570, , 
47.82, 0.117796, , 
47.85, 0.117181, , 
47.88, 0.116775, , 
47.91, 0.115928, , 
47.94, 0.115110, , 
47.97, 0.114447, , 
48.00, 0.113850, , 
48.03, 0.113314, , 
48.06, 0.112613, , 
48.09, 0.111988, , 
48.12, 0.111424, , 
48.15, 0.110964, , 
48.18, 0.110551, , 
48.21, 0.110231, , 
48.24, 0.109876, , 
48.27, 0.109533, , 
48.30, 0.109241, , 
48.33, 0.109023, , 
48.36, 0.108899, , 
48.39, 0.108693, , 
48.42, 0.108585, , 
48.45, 0.108572, , 
48.48, 0.108617, , 
48.51, 0.108705, , 
48.54, 0.108810, , 
48.57, 0.108978, , 
48.60, 0.109200, , 
48.63, 0.109438, , 
48.66, 0.109768, , 
48.69, 0.110022, , 
48.72, 0.110440, , 
48.75, 0.110872, , 
48.78, 0.111528, , 
48.81, 0.112131, , 
48.84, 0.112734, , 
48.87, 0.113340, , 
48.90, 0.114094, , 
48.93, 0.114843, , 
48.96, 0.115588, , 
48.99, 0.116261, , 
49.02, 0.117063, , 
49.05, 0.117841, , 
49.08, 0.118694, , 
49.11, 0.119560, , 
49.14, 0.120540, , 
49.17, 0.121193, , 
49.20, 0.122116, , 
49.23, 0.122859, , 
49.26, 0.123769, , 
49.29, 0.124571, , 
49.32, 0.125222, , 
49.35, 0.126218, , 
49.38, 0.127239, , 
49.41, 0.128086, , 
49.44, 0.128834, , 
49.47, 0.129542, , 
49.50, 0.130183, , 
49.53, 0.131147, , 
49.56, 0.131880, , 
49.59, 0.132631, , 
49.62, 0.133434, , 
49.65, 0.134030, , 
49.68, 0.134642, , 
49.71, 0.135289, , 
49.74, 0.135974, , 
49.77, 0.136479, , 
49.80, 0.136939, , 
49.83, 0.137392, , 
49.86, 0.137960, , 
49.89, 0.138407, , 
49.92, 0.138718, , 
49.95, 0.138991, , 
49.98, 0.139280, , 
50.01, 0.139702, , 
50.04, 0.139924, , 
50.07, 0.140076, , 
50.10, 0.140250, , 
50.13, 0.140371, , 
50.16, 0.140533, , 
50.19, 0.140606, , 
50.22, 0.140615, , 
50.25, 0.140586, , 
50.28, 0.140586, 10, 0.719
50.31, 0.140634, , 
50.34, 0.140672, , 
50.37, 0.140653, , 
50.40, 0.140555, , 
50.43, 0.140409, , 
50.46, 0.140250, , 
50.49, 0.140082, , 
50.52, 0.139879, , 
50.55, 0.139635, , 
50.58, 0.139362, , 
50.61, 0.139216, , 
50.64, 0.138896, , 
50.67, 0.138525, , 
50.70, 0.138020, , 
50.73, 0.137576, , 
50.76, 0.137348, , 
50.79, 0.136932, , 
50.82, 0.136428, , 
50.85, 0.135908, , 
50.88, 0.135407, , 
50.91, 0.134953, , 
50.94, 0.134592, , 
50.97, 0.134049, , 
51.00, 0.133577, , 
51.03, 0.133028, , 
51.06, 0.132374, , 
51.09, 0.132048, , 
51.12, 0.131416, , 
51.15, 0.130896, , 
51.18, 0.130338, , 
51.21, 0.129903, , 
51.24, 0.129574, , 
51.27, 0.129085, , 
51.30, 0.128552, , 
51.33, 0.128095, , 
51.36, 0.127734, , 
51.39, 0.127474, , 
51.42, 0.127226, , 
51.45, 0.126808, , 
51.48, 0.126503, , 
51.51, 0.126243, , 
51.54, 0.126059, , 
51.57, 0.125973, , 
51.60, 0.125904, , 
51.63, 0.125843, , 
51.66, 0.125812, , 
51.69, 0.125827, , 
51.72, 0.125853, , 
51.75, 0.125945, , 
51.78, 0.126065, , 
51.81, 0.126214, , 
51.81, 0.126253, , 
51.84, 0.126494, , 
51.87, 0.126846, , 
51.90, 0.127274, , 
51.93, 0.127658, , 
51.96, 0.128067, , 
51.99, 0.128514, , 
52.02, 0.129079, , 
52.05, 0.129431, , 
52.08, 0.130148, , 
52.11, 0.130760, , 
52.14, 0.131518, , 
52.17, 0.132190, , 
52.20, 0.132622, , 
52.23, 0.133434, , 
52.26, 0.134236, , 
52.29, 0.134966, , 
52.32, 0.135699, , 
52.35, 0.136396, , 
52.38, 0.137043, , 
52.41, 0.137779, , 
52.44, 0.138445, , 
52.47, 0.139137, , 
52.50, 0.139920, , 
52.53, 0.140323, , 
52.56, 0.141135, , 
52.59, 0.141770, , 
52.62, 0.142436, , 
52.65, 0.142946, , 
52.68, 0.143390, , 
52.71, 0.143809, , 
52.74, 0.144304, , 
52.77, 0.144758, , 
52.80, 0.145230, , 
52.83, 0.145658, , 
52.86, 0.145953, , 
52.89, 0.146337, , 
52.92, 0.146620, , 
52.95, 0.146889, , 
52.98, 0.147165, , 
53.01, 0.147270, , 
53.04, 0.147416, , 
53.07, 0.147606, , 
53.10, 0.147847, , 
53.13, 0.147952, , 
53.16, 0.147974, , 
53.19, 0.147920, , 
53.22, 0.147819, , 
53.25, 0.147749, , 
53.28, 0.147679, , 
53.31, 0.147615, , 
53.34, 0.147511, , 
53.37, 0.147409, , 
53.40, 0.147324, , 
53.43, 0.147216, , 
53.46, 0.147013, , 
53.49, 0.146829, , 
53.52, 0.146715, , 
53.55, 0.146613, , 
53.58, 0.146442, , 
53.61, 0.146277, , 
53.64, 0.146153, , 
53.67, 0.146112, , 
53.70, 0.146134, , 
53.73, 0.146144, , 
53.76, 0.146118, , 
53.79, 0.146077, , 
53.82, 0.146074, , 
53.85, 0.146115, , 
53.88, 0.146217, , 
53.91, 0.146359, , 
53.94, 0.146423, , 
53.97, 0.146534, , 
54.00, 0.146788, , 
54.03, 0.147124, , 
54.06, 0.147365, , 
54.09, 0.147596, , 
54.12, 0.147907, , 
54.15, 0.148380, , 
54.18, 0.148811, , 
54.21, 0.149220, , 
54.24, 0.149614, , 
54.27, 0.150099, , 
54.30, 0.150527, , 
54.33, 0.151025, , 
54.36, 0.151466, , 
54.39, 0.151936, , 
54.42, 0.152329, , 
54.45, 0.152770, , 
54.48, 0.153252, , 
54.51, 0.153769, , 
54.54, 0.154175, , 
54.57, 0.154581, , 
54.60, 0.155022, , 
54.63, 0.155422, , 
54.66, 0.156005, , 
54.69, 0.156367, , 
54.72, 0.156640, , 
54.75, 0.157017, , 
54.78, 0.157245, , 
54.81, 0.157655, , 
54.84, 0.157918, , 
54.87, 0.158130, , 
54.90, 0.158280, , 
54.93, 0.158473, , 
54.96, 0.158676, , 
54.99, 0.158816, , 
55.02, 0.158908, , 
55.05, 0.159063, , 
55.08, 0.159237, , 
55.11, 0.159342, , 
55.14, 0.159406, , 
55.17, 0.159415, , 
55.20, 0.159520, , 
55.23, 0.159704, , 
55.26, 0.159840, , 
55.29, 0.159904, , 
55.32, 0.159973, , 
55.35, 0.160116, 11, 0.720
55.38, 0.160268, , 
55.41, 0.160402, , 
55.44, 0.160589, , 
55.47, 0.160754, , 
55.50, 0.160938, , 
55.53, 0.161150, , 
55.56, 0.161410, , 
55.59, 0.161670, , 
55.62, 0.161873, , 
55.65, 0.162149, , 
55.68, 0.162498, , 
55.71, 0.162923, , 
55.74, 0.163161, , 
55.77, 0.163494, , 
55.80, 0.163811, , 
55.83, 0.164236, , 
55.86, 0.164560, , 
55.89, 0.164801, , 
55.92, 0.165172, , 
55.95, 0.165569, , 
55.98, 0.165902, , 
56.01, 0.166219, , 
56.04, 0.166539, , 
56.07, 0.166780, , 
56.10, 0.167101, , 
56.13, 0.167354, , 
56.16, 0.167611, , 
56.19, 0.167903, , 
56.22, 0.168078, , 
56.25, 0.168182, , 
56.28, 0.168325, , 
56.31, 0.168553, , 
56.34, 0.168687, , 
56.37, 0.168722, , 
56.40, 0.168722, , 
56.43, 0.168817, , 
56.46, 0.168998, , 
56.49, 0.169153, , 
56.52, 0.169220, , 
56.55, 0.169223, , 
56.58, 0.169232, , 
56.61, 0.169267, , 
56.64, 0.169321, , 
56.67, 0.169426, , 
56.70, 0.169530, , 
56.73, 0.169632, , 
56.76, 0.169711, , 
56.79, 0.169771, , 
56.82, 0.169794, , 
56.85, 0.169822, , 
56.86, 0.169841, , 
56.88, 0.169905, , 
56.91, 0.170092, , 
56.94, 0.170197, , 
56.97, 0.170260, , 
57.00, 0.170377, , 
57.03, 0.170466, , 
57.06, 0.170641, , 
57.09, 0.170739, , 
57.12, 0.170786, , 
57.15, 0.170771, , 
57.18, 0.170793, , 
57.21, 0.170932, , 
57.24, 0.171132, , 
57.27, 0.171227, , 
57.30, 0.171253, , 
57.33, 0.171243, , 
57.36, 0.171243, , 
57.39, 0.171278, , 
57.42, 0.171304, , 
57.45, 0.171275, , 
57.48, 0.171173, , 
57.51, 0.171066, , 
57.54, 0.170945, , 
57.57, 0.170891, , 
57.60, 0.170825, , 
57.63, 0.170755, , 
57.66, 0.170679, , 
57.69, 0.170523, , 
57.72, 0.170425, , 
57.75, 0.170339, , 
57.78, 0.170203, , 
57.81, 0.170047, , 
57.84, 0.169949, , 
57.87, 0.169889, , 
57.90, 0.169854, , 
57.93, 0.169762, , 
57.96, 0.169594, , 
57.99, 0.169480, , 
58.02, 0.169423, , 
58.05, 0.169356, , 
58.08, 0.169188, , 
58.11, 0.169023, , 
58.14, 0.168956, , 
58.17, 0.168893, , 
58.20, 0.168779, , 
58.23, 0.168604, , 
58.26, 0.168446, , 
58.29, 0.168338, , 
58.32, 0.168201, , 
58.35, 0.168071, , 
58.38, 0.167916, , 
58.41, 0.167732, , 
58.44, 0.167535, , 
58.47, 0.167418, , 
58.50, 0.167202, , 
58.53, 0.167021, , 
58.56, 0.166809, , 
58.59, 0.166650, , 
58.62, 0.166523, , 
58.65, 0.166301, , 
58.68, 0.166044, , 
58.71, 0.165784, , 
58.74, 0.165569, , 
58.77, 0.165375, , 
58.80, 0.165207, , 
58.83, 0.164909, , 
58.86, 0.164589, , 
58.89, 0.164290, , 
58.92, 0.164024, , 
58.95, 0.163853, , 
58.98, 0.163409, , 
59.01, 0.162999, , 
59.04, 0.162650, , 
59.07, 0.162387, , 
59.10, 0.162083, , 
59.13, 0.161693, , 
59.16, 0.161176, , 
59.19, 0.160731, , 
59.22, 0.160329, , 
59.25, 0.159932, , 
59.28, 0.159431, , 
59.31, 0.158971, , 
59.34, 0.158514, , 
59.37, 0.158086, , 
59.40, 0.157575, , 
59.43, 0.157217, , 
59.46, 0.156433, , 
59.49, 0.155764, , 
59.52, 0.155041, , 
59.55, 0.154419, , 
59.58, 0.153769, , 
59.61, 0.153097, , 
59.64, 0.152237, , 
59.67, 0.151473, , 
59.70, 0.150689, , 
59.73, 0.149864, , 
59.76, 0.149097, , 
59.79, 0.147939, , 
59.82, 0.147079, , 
59.85, 0.146248, , 
59.88, 0.145259, , 
59.91, 0.144685, , 
59.94, 0.143517, , 
59.97, 0.142604, , 
60.00, 0.141614, , 
60.03, 0.140707, , 
60.06, 0.140060, , 
60.09, 0.138731, , 
60.12, 0.137554, , 
60.15, 0.136666, , 
60.18, 0.135787, , 
60.21, 0.134807, , 
60.24, 0.133910, , 
60.27, 0.132609, , 
60.30, 0.131696, , 
60.33, 0.130760, 12, 0.713
60.36, 0.129577, , 
60.39, 0.128911, , 
60.42, 0.127632, , 
60.45, 0.126687, , 
60.48, 0.125650, , 
60.51, 0.124663, , 
60.54, 0.123994, , 
60.57, 0.122690, , 
60.60, 0.121590, , 
60.63, 0.120717, , 
60.66, 0.119852, , 
60.69, 0.118944, , 
60.72, 0.118044, , 
60.75, 0.117048, , 
60.78, 0.116223, , 
60.81, 0.115392, , 
60.84, 0.114472, , 
60.87, 0.113866, , 
