Gradient Profiler Text Data File: 20160617_exp26_26f3.csv
Version: 2.02
Date: 2016-06-17
Time: 19:06:46

User: subramaniam_lab
Experiment name: 
UV Unit: EM-1
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 35000 rpm
Gradient: sucrose 10.0% to 50.0% w/v
Time: 2:30
w2t: 200000 x 10^0
Sample Volume: 400 ml
Number of Tubes: 2
Volume per mm: 0.143 ml/mm
Temperature: 25.0 deg C

Absorbance Units Full Scale (AUFS): 2.00
Event Mark-triggered gradient; (with distance; auto start and stop)
Delay: Event with Delay
UV Wavelength: 254 nm
Samples / sec: 10 Hz
EM1 Speed: 0.30 mm/sec
Distance: 5.03 mm
Number: 16
Dead Volume: 0.217300 ml; Distance due to Dead Volume: 1.52 mm
Length of Tubing: 330 mm
Total Distance: 80.48 mm

Data Columns:
Distance(mm), Absorbance, Fraction Number, Fraction Volume(ml)
6.93, 0.144542, , 
6.96, 0.143311, , 
6.99, 0.142106, , 
7.02, 0.140869, , 
7.05, 0.139368, , 
7.08, 0.138128, , 
7.11, 0.136974, , 
7.14, 0.135819, , 
7.17, 0.134414, , 
7.20, 0.133266, , 
7.23, 0.132235, , 
7.26, 0.131134, , 
7.29, 0.130154, , 
7.32, 0.129098, , 
7.35, 0.128010, , 
7.38, 0.126738, , 
7.41, 0.125748, , 
7.44, 0.124816, , 
7.47, 0.123874, , 
7.50, 0.122824, , 
7.53, 0.121761, , 
7.56, 0.120762, , 
7.59, 0.119826, , 
7.62, 0.118738, , 
7.65, 0.117812, , 
7.68, 0.116921, , 
7.71, 0.116058, , 
7.74, 0.115084, , 
7.77, 0.114278, , 
7.80, 0.113501, , 
7.83, 0.112721, , 
7.86, 0.111855, , 
7.89, 0.111186, , 
7.92, 0.110494, , 
7.95, 0.109793, , 
7.98, 0.108981, , 
8.01, 0.108347, , 
8.04, 0.107719, , 
8.07, 0.107065, , 
8.10, 0.106339, , 
8.13, 0.105740, , 
8.16, 0.105131, , 
8.19, 0.104579, , 
8.22, 0.103979, , 
8.25, 0.103469, , 
8.28, 0.102974, , 
8.31, 0.102520, , 
8.34, 0.102063, , 
8.37, 0.101727, , 
8.40, 0.101413, , 
8.43, 0.101061, , 
8.46, 0.100633, , 
8.49, 0.100316, , 
8.52, 0.100040, , 
8.55, 0.099751, , 
8.58, 0.099443, , 
8.61, 0.099202, , 
8.64, 0.098999, , 
8.67, 0.098806, , 
8.70, 0.098562, , 
8.73, 0.098381, , 
8.76, 0.098279, , 
8.79, 0.098276, , 
8.82, 0.098298, , 
8.85, 0.098276, , 
8.88, 0.098228, , 
8.91, 0.098206, , 
8.94, 0.098270, , 
8.97, 0.098412, , 
9.00, 0.098549, , 
9.03, 0.098619, , 
9.06, 0.098761, , 
9.09, 0.099047, , 
9.12, 0.099412, , 
9.15, 0.099789, , 
9.18, 0.100236, , 
9.21, 0.100642, , 
9.24, 0.101115, , 
9.27, 0.101683, , 
9.30, 0.102377, , 
9.33, 0.102999, , 
9.36, 0.103700, , 
9.39, 0.104512, , 
9.42, 0.105622, , 
9.45, 0.106631, , 
9.48, 0.107655, , 
9.51, 0.108743, , 
9.54, 0.110209, , 
9.57, 0.111624, , 
9.60, 0.113076, , 
9.63, 0.114589, , 
9.66, 0.116454, , 
9.69, 0.118243, , 
9.72, 0.120210, , 
9.75, 0.122294, , 
9.78, 0.124762, , 
9.81, 0.126950, , 
9.84, 0.129301, , 
9.87, 0.131784, , 
9.90, 0.134779, , 
9.93, 0.137376, , 
9.96, 0.140098, , 
9.99, 0.142972, , 
10.02, 0.146585, , 
10.05, 0.149845, 2, 0.719
10.08, 0.153090, , 
10.11, 0.156319, , 
10.14, 0.160072, , 
10.17, 0.163177, , 
10.20, 0.166114, , 
10.23, 0.168871, , 
10.26, 0.171973, , 
10.29, 0.174593, , 
10.32, 0.177159, , 
10.35, 0.179557, , 
10.38, 0.182297, , 
10.41, 0.184699, , 
10.44, 0.187252, , 
10.47, 0.189935, , 
10.50, 0.193104, , 
10.53, 0.195832, , 
10.56, 0.198550, , 
10.59, 0.201300, , 
10.62, 0.204587, , 
10.65, 0.207429, , 
10.68, 0.210337, , 
10.71, 0.213335, , 
10.74, 0.216944, , 
10.77, 0.220132, , 
10.80, 0.223285, , 
10.83, 0.226394, , 
10.86, 0.230026, , 
10.89, 0.233080, , 
10.92, 0.236090, , 
10.95, 0.238964, , 
10.98, 0.242009, , 
11.01, 0.244363, , 
11.04, 0.246453, , 
11.07, 0.248369, , 
11.10, 0.250377, , 
11.13, 0.251852, , 
11.16, 0.253063, , 
11.19, 0.254081, , 
11.22, 0.255182, , 
11.25, 0.256042, , 
11.28, 0.256765, , 
11.31, 0.257311, , 
11.34, 0.257742, , 
11.37, 0.257996, , 
11.40, 0.258088, , 
11.43, 0.257983, , 
11.46, 0.257536, , 
11.49, 0.256889, , 
11.52, 0.256039, , 
11.55, 0.255033, , 
11.58, 0.253631, , 
11.58, 0.253409, , 
11.61, 0.252223, , 
11.64, 0.250618, , 
11.67, 0.248930, , 
11.70, 0.246922, , 
11.73, 0.245099, , 
11.76, 0.243100, , 
11.79, 0.240908, , 
11.82, 0.238222, , 
11.85, 0.235881, , 
11.88, 0.233464, , 
11.91, 0.230980, , 
11.94, 0.227910, , 
11.97, 0.225160, , 
12.00, 0.222457, , 
12.03, 0.219777, , 
12.06, 0.216577, , 
12.09, 0.213788, , 
12.12, 0.210946, , 
12.15, 0.208155, , 
12.18, 0.205012, , 
12.21, 0.202341, , 
12.24, 0.199610, , 
12.27, 0.196831, , 
12.30, 0.193643, , 
12.33, 0.191023, , 
12.36, 0.188426, , 
12.39, 0.185793, , 
12.42, 0.182754, , 
12.45, 0.180261, , 
12.48, 0.177809, , 
12.51, 0.175351, , 
12.54, 0.172506, , 
12.57, 0.170120, , 
12.60, 0.167818, , 
12.63, 0.165626, , 
12.66, 0.163126, , 
12.69, 0.161014, , 
12.72, 0.158930, , 
12.75, 0.156903, , 
12.78, 0.154651, , 
12.81, 0.152830, , 
12.84, 0.151009, , 
12.87, 0.149116, , 
12.90, 0.146918, , 
12.93, 0.145170, , 
12.96, 0.143543, , 
12.99, 0.141976, , 
13.02, 0.140212, , 
13.05, 0.138782, , 
13.08, 0.137427, , 
13.11, 0.136130, , 
13.14, 0.134626, , 
13.17, 0.133282, , 
13.20, 0.131968, , 
13.23, 0.130760, , 
13.26, 0.129443, , 
13.29, 0.128365, , 
13.32, 0.127334, , 
13.35, 0.126341, , 
13.38, 0.125269, , 
13.41, 0.124410, , 
13.44, 0.123553, , 
13.47, 0.122513, , 
13.50, 0.121663, , 
13.53, 0.120905, , 
13.56, 0.120194, , 
13.59, 0.119341, , 
13.62, 0.118634, , 
13.65, 0.118005, , 
13.68, 0.117454, , 
13.71, 0.116832, , 
13.74, 0.116277, , 
13.77, 0.115709, , 
13.80, 0.115163, , 
13.83, 0.114646, , 
13.86, 0.114336, , 
13.89, 0.114053, , 
13.92, 0.113727, , 
13.95, 0.113359, , 
13.98, 0.113070, , 
14.01, 0.112861, , 
14.04, 0.112658, , 
14.07, 0.112407, , 
14.10, 0.112239, , 
14.13, 0.112125, , 
14.16, 0.112093, , 
14.19, 0.112106, , 
14.22, 0.112103, , 
14.25, 0.112064, , 
14.28, 0.112061, , 
14.31, 0.112182, , 
14.34, 0.112350, , 
14.37, 0.112467, , 
14.40, 0.112591, , 
14.43, 0.112759, , 
14.46, 0.112949, , 
14.49, 0.113251, , 
14.52, 0.113612, , 
14.55, 0.113993, , 
14.58, 0.114247, , 
14.61, 0.114529, , 
14.64, 0.114907, , 
14.67, 0.115376, , 
14.70, 0.115769, , 
14.73, 0.116159, , 
14.76, 0.116565, , 
14.79, 0.117089, , 
14.82, 0.117542, , 
14.85, 0.117964, , 
14.88, 0.118370, , 
14.91, 0.118859, , 
14.94, 0.119360, , 
14.97, 0.119934, , 
15.00, 0.120502, , 
15.03, 0.121066, , 
15.06, 0.121533, , 
15.09, 0.122034, 3, 0.715
15.12, 0.122589, , 
15.15, 0.123255, , 
15.18, 0.123763, , 
15.21, 0.124229, , 
15.24, 0.124714, , 
15.27, 0.125285, , 
15.30, 0.125732, , 
15.33, 0.126173, , 
15.36, 0.126690, , 
15.39, 0.127369, , 
15.42, 0.127934, , 
15.45, 0.128435, , 
15.48, 0.128876, , 
15.51, 0.129361, , 
15.54, 0.129808, , 
15.57, 0.130281, , 
15.60, 0.130734, , 
15.63, 0.131277, , 
15.66, 0.131788, , 
15.69, 0.132336, , 
15.72, 0.132901, , 
15.75, 0.133491, , 
15.78, 0.133938, , 
15.81, 0.134427, , 
15.84, 0.134994, , 
15.87, 0.135676, , 
15.90, 0.136263, , 
15.93, 0.136850, , 
15.96, 0.137389, , 
15.99, 0.138052, , 
16.02, 0.138725, , 
16.05, 0.139454, , 
16.08, 0.140139, , 
16.11, 0.140885, , 
16.14, 0.141544, , 
16.17, 0.142236, , 
16.20, 0.142988, , 
16.23, 0.143904, , 
16.26, 0.144694, , 
16.29, 0.145532, , 
16.32, 0.146410, , 
16.35, 0.147454, , 
16.38, 0.148320, , 
16.41, 0.149179, , 
16.44, 0.150115, , 
16.47, 0.151304, , 
16.50, 0.152389, , 
16.53, 0.153471, , 
16.56, 0.154533, , 
16.59, 0.155837, , 
16.60, 0.156056, , 
16.62, 0.156966, , 
16.65, 0.158352, , 
16.68, 0.159843, , 
16.71, 0.161109, , 
16.74, 0.162409, , 
16.77, 0.163821, , 
16.80, 0.165556, , 
16.83, 0.167072, , 
16.86, 0.168639, , 
16.89, 0.170269, , 
16.92, 0.172265, , 
16.95, 0.174095, , 
16.98, 0.175960, , 
17.01, 0.177793, , 
17.04, 0.179922, , 
17.07, 0.181847, , 
17.10, 0.183871, , 
17.13, 0.185866, , 
17.16, 0.188172, , 
17.19, 0.190189, , 
17.22, 0.192273, , 
17.25, 0.194436, , 
17.28, 0.196983, , 
17.31, 0.199125, , 
17.34, 0.201243, , 
17.37, 0.203353, , 
17.40, 0.205776, , 
17.43, 0.207857, , 
17.46, 0.209900, , 
17.49, 0.211882, , 
17.52, 0.214179, , 
17.55, 0.216139, , 
17.58, 0.218055, , 
17.61, 0.219888, , 
17.64, 0.221921, , 
17.67, 0.223644, , 
17.70, 0.225350, , 
17.73, 0.226949, , 
17.76, 0.228643, , 
17.79, 0.229981, , 
17.82, 0.231266, , 
17.85, 0.232465, , 
17.88, 0.233746, , 
17.91, 0.234720, , 
17.94, 0.235611, , 
17.97, 0.236401, , 
18.00, 0.237200, , 
18.03, 0.237803, , 
18.06, 0.238323, , 
18.09, 0.238723, , 
18.12, 0.239037, , 
18.15, 0.239196, , 
18.18, 0.239303, , 
18.21, 0.239357, , 
18.24, 0.239227, , 
18.27, 0.238961, , 
18.30, 0.238637, , 
18.33, 0.238282, , 
18.36, 0.237752, , 
18.39, 0.237112, , 
18.42, 0.236344, , 
18.45, 0.235532, , 
18.48, 0.234590, , 
18.51, 0.233768, , 
18.54, 0.232880, , 
18.57, 0.231856, , 
18.60, 0.230546, , 
18.63, 0.229385, , 
18.66, 0.228173, , 
18.69, 0.226908, , 
18.72, 0.225372, , 
18.75, 0.224059, , 
18.78, 0.222740, , 
18.81, 0.221341, , 
18.84, 0.219625, , 
18.87, 0.218083, , 
18.90, 0.216554, , 
18.93, 0.215035, , 
18.96, 0.213227, , 
18.99, 0.211663, , 
19.02, 0.210055, , 
19.05, 0.208425, , 
19.08, 0.206506, , 
19.11, 0.204844, , 
19.14, 0.203134, , 
19.17, 0.201377, , 
19.20, 0.199362, , 
19.23, 0.197761, , 
19.26, 0.196194, , 
19.29, 0.194570, , 
19.32, 0.192590, , 
19.35, 0.190931, , 
19.38, 0.189358, , 
19.41, 0.187782, , 
19.44, 0.185936, , 
19.47, 0.184416, , 
19.50, 0.182916, , 
19.53, 0.181435, , 
19.56, 0.179779, , 
19.59, 0.178399, , 
19.62, 0.177032, , 
19.65, 0.175671, , 
19.68, 0.174117, , 
19.71, 0.172842, , 
19.74, 0.171573, , 
19.77, 0.170254, , 
19.80, 0.168683, , 
19.83, 0.167424, , 
19.86, 0.166292, , 
19.89, 0.165185, , 
19.92, 0.163907, , 
19.95, 0.162774, , 
19.98, 0.161686, , 
20.01, 0.160703, , 
20.04, 0.159656, , 
20.07, 0.158749, , 
20.10, 0.157832, 4, 0.718
20.13, 0.156931, , 
20.16, 0.155932, , 
20.19, 0.155104, , 
20.22, 0.154289, , 
20.25, 0.153496, , 
20.28, 0.152646, , 
20.31, 0.151986, , 
20.34, 0.151336, , 
20.37, 0.150714, , 
20.40, 0.150023, , 
20.43, 0.149493, , 
20.46, 0.149024, , 
20.49, 0.148542, , 
20.52, 0.147914, , 
20.55, 0.147336, , 
20.58, 0.146842, , 
20.61, 0.146489, , 
20.64, 0.146134, , 
20.67, 0.145788, , 
20.70, 0.145376, , 
20.73, 0.144951, , 
20.76, 0.144555, , 
20.79, 0.144291, , 
20.82, 0.143990, , 
20.85, 0.143603, , 
20.88, 0.143172, , 
20.91, 0.142867, , 
20.94, 0.142629, , 
20.97, 0.142426, , 
21.00, 0.142109, , 
21.03, 0.141779, , 
21.06, 0.141484, , 
21.09, 0.141259, , 
21.12, 0.141018, , 
21.15, 0.140780, , 
21.18, 0.140520, , 
21.21, 0.140279, , 
21.24, 0.140044, , 
21.27, 0.139873, , 
21.30, 0.139654, , 
21.33, 0.139410, , 
21.36, 0.139121, , 
21.39, 0.138924, , 
21.42, 0.138740, , 
21.45, 0.138550, , 
21.48, 0.138338, , 
21.51, 0.138160, , 
21.54, 0.137992, , 
21.57, 0.137890, , 
21.60, 0.137811, , 
21.63, 0.137757, , 
21.63, 0.137751, , 
21.66, 0.137722, , 
21.69, 0.137662, , 
21.72, 0.137576, , 
21.75, 0.137579, , 
21.78, 0.137599, , 
21.81, 0.137621, , 
21.84, 0.137662, , 
21.87, 0.137722, , 
21.90, 0.137817, , 
21.93, 0.137938, , 
21.96, 0.138112, , 
21.99, 0.138369, , 
22.02, 0.138734, , 
22.05, 0.139131, , 
22.08, 0.139629, , 
22.11, 0.140152, , 
22.14, 0.140828, , 
22.17, 0.141621, , 
22.20, 0.142613, , 
22.23, 0.143460, , 
22.26, 0.144361, , 
22.29, 0.145408, , 
22.32, 0.146864, , 
22.35, 0.148320, , 
22.38, 0.149918, , 
22.41, 0.151660, , 
22.44, 0.153924, , 
22.47, 0.156072, , 
22.50, 0.158464, , 
22.53, 0.161074, , 
22.56, 0.164357, , 
22.59, 0.167418, , 
22.62, 0.170825, , 
22.65, 0.174545, , 
22.68, 0.179205, , 
22.71, 0.183484, , 
22.74, 0.188029, , 
22.77, 0.193783, , 
22.80, 0.199077, , 
22.83, 0.204793, , 
22.86, 0.210883, , 
22.89, 0.218445, , 
22.92, 0.225325, , 
22.95, 0.232661, , 
22.98, 0.240350, , 
23.01, 0.249628, , 
23.04, 0.257900, , 
23.07, 0.266423, , 
23.10, 0.275295, , 
23.13, 0.285997, , 
23.16, 0.295377, , 
23.19, 0.305023, , 
23.22, 0.314802, , 
23.25, 0.326389, , 
23.28, 0.336393, , 
23.31, 0.346413, , 
23.34, 0.356465, , 
23.37, 0.368335, , 
23.40, 0.378516, , 
23.43, 0.388638, , 
23.46, 0.398554, , 
23.49, 0.409843, , 
23.52, 0.419349, , 
23.55, 0.428639, , 
23.58, 0.437756, , 
23.61, 0.447934, , 
23.64, 0.456254, , 
23.67, 0.464298, , 
23.70, 0.472022, , 
23.73, 0.480700, , 
23.76, 0.487777, , 
23.79, 0.494416, , 
23.82, 0.500601, , 
23.85, 0.506926, , 
23.88, 0.512562, , 
23.91, 0.517343, , 
23.94, 0.521663, , 
23.97, 0.526243, , 
24.00, 0.529821, , 
24.03, 0.532990, , 
24.06, 0.535730, , 
24.09, 0.538360, , 
24.12, 0.540171, , 
24.15, 0.541671, , 
24.18, 0.542908, , 
24.21, 0.543987, , 
24.24, 0.544513, , 
24.27, 0.544643, , 
24.30, 0.544466, , 
24.33, 0.543917, , 
24.36, 0.543127, , 
24.39, 0.542033, , 
24.42, 0.540675, , 
24.45, 0.538848, , 
24.48, 0.537189, , 
24.51, 0.534944, , 
24.54, 0.532631, , 
24.57, 0.529716, , 
24.60, 0.527055, , 
24.63, 0.524254, , 
24.66, 0.521285, , 
24.69, 0.517609, , 
24.72, 0.514317, , 
24.75, 0.510818, , 
24.78, 0.507192, , 
24.81, 0.502834, , 
24.84, 0.499018, , 
24.87, 0.495136, , 
24.90, 0.491203, , 
24.93, 0.486537, , 
24.96, 0.482435, , 
24.99, 0.478312, , 
25.02, 0.474147, , 
25.05, 0.469224, , 
25.08, 0.464980, , 
25.11, 0.461082, , 
25.14, 0.456413, 5, 0.719
25.17, 0.451360, , 
25.20, 0.447005, , 
25.23, 0.442643, , 
25.26, 0.438244, , 
25.29, 0.433086, , 
25.32, 0.428750, , 
25.35, 0.424471, , 
25.38, 0.420227, , 
25.41, 0.415365, , 
25.44, 0.411187, , 
25.47, 0.407035, , 
25.50, 0.402925, , 
25.53, 0.398243, , 
25.56, 0.394310, , 
25.59, 0.390373, , 
25.62, 0.386449, , 
25.65, 0.381844, , 
25.68, 0.377933, , 
25.71, 0.374073, , 
25.74, 0.370285, , 
25.77, 0.365867, , 
25.80, 0.362121, , 
25.83, 0.358467, , 
25.86, 0.354939, , 
25.89, 0.350892, , 
25.92, 0.347406, , 
25.95, 0.343999, , 
25.98, 0.340647, , 
26.01, 0.336850, , 
26.04, 0.333586, , 
26.07, 0.330338, , 
26.10, 0.327141, , 
26.13, 0.323468, , 
26.16, 0.320403, , 
26.19, 0.317368, , 
26.22, 0.314326, , 
26.25, 0.310745, , 
26.28, 0.307732, , 
26.31, 0.304820, , 
26.34, 0.301962, , 
26.37, 0.298634, , 
26.40, 0.295758, , 
26.43, 0.292928, , 
26.46, 0.290188, , 
26.49, 0.287092, , 
26.52, 0.284453, , 
26.55, 0.281785, , 
26.58, 0.279149, , 
26.61, 0.276101, , 
26.64, 0.273522, , 
26.67, 0.270966, , 
26.67, 0.270550, , 
26.70, 0.268454, , 
26.73, 0.265516, , 
26.76, 0.263083, , 
26.79, 0.260720, , 
26.82, 0.258373, , 
26.85, 0.255658, , 
26.88, 0.253361, , 
26.91, 0.251074, , 
26.94, 0.248781, , 
26.97, 0.246139, , 
27.00, 0.243871, , 
27.03, 0.241613, , 
27.06, 0.239411, , 
27.09, 0.236915, , 
27.12, 0.234853, , 
27.15, 0.232804, , 
27.18, 0.230714, , 
27.21, 0.228319, , 
27.24, 0.226343, , 
27.27, 0.224392, , 
27.30, 0.222422, , 
27.33, 0.220088, , 
27.36, 0.218147, , 
27.39, 0.216316, , 
27.42, 0.214553, , 
27.45, 0.212507, , 
27.48, 0.210731, , 
27.51, 0.208948, , 
27.54, 0.207229, , 
27.57, 0.205323, , 
27.60, 0.203721, , 
27.63, 0.202113, , 
27.66, 0.200546, , 
27.69, 0.198753, , 
27.72, 0.197269, , 
27.75, 0.195746, , 
27.78, 0.194221, , 
27.81, 0.192514, , 
27.84, 0.191147, , 
27.87, 0.189850, , 
27.90, 0.188549, , 
27.93, 0.187001, , 
27.96, 0.185663, , 
27.99, 0.184359, , 
28.02, 0.183090, , 
28.05, 0.181647, , 
28.08, 0.180448, , 
28.11, 0.179230, , 
28.14, 0.178006, , 
28.17, 0.176591, , 
28.20, 0.175443, , 
28.23, 0.174282, , 
28.26, 0.173124, , 
28.29, 0.171817, , 
28.32, 0.170755, , 
28.35, 0.169689, , 
28.38, 0.168592, , 
28.41, 0.167291, , 
28.44, 0.166181, , 
28.47, 0.165147, , 
28.50, 0.164183, , 
28.53, 0.162974, , 
28.56, 0.161915, , 
28.59, 0.160912, , 
28.62, 0.159983, , 
28.65, 0.158879, , 
28.68, 0.157867, , 
28.71, 0.156839, , 
28.74, 0.155815, , 
28.77, 0.154616, , 
28.80, 0.153629, , 
28.83, 0.152653, , 
28.86, 0.151599, , 
28.89, 0.150350, , 
28.92, 0.149306, , 
28.95, 0.148256, , 
28.98, 0.147016, , 
29.01, 0.145912, , 
29.04, 0.144792, , 
29.07, 0.143705, , 
29.10, 0.142474, , 
29.13, 0.141395, , 
29.16, 0.140292, , 
29.19, 0.139178, , 
29.22, 0.137938, , 
29.25, 0.136961, , 
29.28, 0.135949, , 
29.31, 0.134893, , 
29.34, 0.133602, , 
29.37, 0.132517, , 
29.40, 0.131537, , 
29.43, 0.130611, , 
29.46, 0.129513, , 
29.49, 0.128593, , 
29.52, 0.127712, , 
29.55, 0.126868, , 
29.58, 0.125872, , 
29.61, 0.124990, , 
29.64, 0.124089, , 
29.67, 0.123201, , 
29.70, 0.122221, , 
29.73, 0.121453, , 
29.76, 0.120708, , 
29.79, 0.119940, , 
29.82, 0.119040, , 
29.85, 0.118351, , 
29.88, 0.117672, , 
29.91, 0.116905, , 
