Gradient Profiler Text Data File: 20160617_exp26_26f1.csv
Version: 2.02
Date: 2016-06-17
Time: 18:42:09

User: subramaniam_lab
Experiment name: 
UV Unit: EM-1
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 35000 rpm
Gradient: sucrose 10.0% to 50.0% w/v
Time: 2:30
w2t: 200000 x 10^0
Sample Volume: 400 ml
Number of Tubes: 2
Volume per mm: 0.143 ml/mm
Temperature: 25.0 deg C

Absorbance Units Full Scale (AUFS): 2.00
Event Mark-triggered gradient; (with distance; auto start and stop)
Delay: Event with Delay
UV Wavelength: 254 nm
Samples / sec: 10 Hz
EM1 Speed: 0.30 mm/sec
Distance: 5.03 mm
Number: 16
Dead Volume: 0.217300 ml; Distance due to Dead Volume: 1.52 mm
Length of Tubing: 330 mm
Total Distance: 80.48 mm

Data Columns:
Distance(mm), Absorbance, Fraction Number, Fraction Volume(ml)
29.94, 0.148288, , 
29.97, 0.146997, , 
30.00, 0.145665, , 
30.03, 0.144095, , 
30.06, 0.142788, , 
30.09, 0.141544, , 
30.12, 0.140352, , 
30.15, 0.138959, 6, 0.714
30.18, 0.137719, , 
30.21, 0.136542, , 
30.24, 0.135435, , 
30.27, 0.134160, , 
30.30, 0.133110, , 
30.33, 0.132070, , 
30.36, 0.131010, , 
30.39, 0.129840, , 
30.42, 0.128863, , 
30.45, 0.127826, , 
30.48, 0.126757, , 
30.51, 0.125596, , 
30.54, 0.124689, , 
30.57, 0.123820, , 
30.60, 0.122928, , 
30.63, 0.121869, , 
30.66, 0.120981, , 
30.69, 0.120128, , 
30.72, 0.119300, , 
30.75, 0.118281, , 
30.78, 0.117374, , 
30.81, 0.116499, , 
30.84, 0.115649, , 
30.87, 0.114681, , 
30.90, 0.113901, , 
30.93, 0.113127, , 
30.96, 0.112337, , 
30.99, 0.111424, , 
31.02, 0.110672, , 
31.05, 0.109958, , 
31.08, 0.109197, , 
31.11, 0.108277, , 
31.14, 0.107579, , 
31.17, 0.106894, , 
31.20, 0.106171, , 
31.23, 0.105302, , 
31.26, 0.104566, , 
31.29, 0.103821, , 
31.32, 0.103123, , 
31.35, 0.102323, , 
31.38, 0.101622, , 
31.41, 0.100925, , 
31.44, 0.100255, , 
31.47, 0.099538, , 
31.50, 0.098904, , 
31.53, 0.098248, , 
31.56, 0.097566, , 
31.59, 0.096804, , 
31.62, 0.096259, , 
31.65, 0.095697, , 
31.68, 0.095079, , 
31.68, 0.094971, , 
31.71, 0.094308, , 
31.74, 0.093639, , 
31.77, 0.093055, , 
31.80, 0.092525, , 
31.83, 0.091818, , 
31.86, 0.091203, , 
31.89, 0.090648, , 
31.92, 0.090162, , 
31.95, 0.089563, , 
31.98, 0.088973, , 
32.01, 0.088392, , 
32.04, 0.087866, , 
32.07, 0.087346, , 
32.10, 0.086889, , 
32.13, 0.086324, , 
32.16, 0.085728, , 
32.19, 0.085087, , 
32.22, 0.084621, , 
32.25, 0.084199, , 
32.28, 0.083771, , 
32.31, 0.083219, , 
32.34, 0.082756, , 
32.37, 0.082337, , 
32.40, 0.081934, , 
32.43, 0.081443, , 
32.46, 0.080979, , 
32.49, 0.080510, , 
32.52, 0.080075, , 
32.55, 0.079593, , 
32.58, 0.079168, , 
32.61, 0.078712, , 
32.64, 0.078242, , 
32.67, 0.077722, , 
32.70, 0.077335, , 
32.73, 0.077002, , 
32.76, 0.076685, , 
32.79, 0.076269, , 
32.82, 0.075908, , 
32.85, 0.075546, , 
32.88, 0.075175, , 
32.91, 0.074788, , 
32.94, 0.074487, , 
32.97, 0.074106, , 
33.00, 0.073716, , 
33.03, 0.073421, , 
33.06, 0.073123, , 
33.09, 0.072764, , 
33.12, 0.072320, , 
33.15, 0.071997, , 
33.18, 0.071746, , 
33.21, 0.071451, , 
33.24, 0.071042, , 
33.27, 0.070775, , 
33.30, 0.070522, , 
33.33, 0.070319, , 
33.36, 0.070043, , 
33.39, 0.069716, , 
33.42, 0.069396, , 
33.45, 0.069142, , 
33.48, 0.068904, , 
33.51, 0.068685, , 
33.54, 0.068381, , 
33.57, 0.068044, , 
33.60, 0.067756, , 
33.63, 0.067550, , 
33.66, 0.067347, , 
33.69, 0.067175, , 
33.72, 0.066947, , 
33.75, 0.066772, , 
33.78, 0.066607, , 
33.81, 0.066414, , 
33.84, 0.066144, , 
33.87, 0.065881, , 
33.90, 0.065678, , 
33.93, 0.065494, , 
33.96, 0.065291, , 
33.99, 0.065148, , 
34.02, 0.064955, , 
34.05, 0.064765, , 
34.08, 0.064558, , 
34.11, 0.064371, , 
34.14, 0.064156, , 
34.17, 0.063905, , 
34.20, 0.063705, , 
34.23, 0.063594, , 
34.26, 0.063451, , 
34.29, 0.063261, , 
34.32, 0.062966, , 
34.35, 0.062741, , 
34.38, 0.062547, , 
34.41, 0.062379, , 
34.44, 0.062211, , 
34.47, 0.062027, , 
34.50, 0.061834, , 
34.53, 0.061720, , 
34.56, 0.061669, , 
34.59, 0.061643, , 
34.62, 0.061612, , 
34.65, 0.061574, , 
34.68, 0.061596, , 
34.71, 0.061628, , 
34.74, 0.061624, , 
34.77, 0.061593, , 
34.80, 0.061561, , 
34.83, 0.061637, , 
34.86, 0.061811, , 
34.89, 0.062011, , 
34.92, 0.062195, , 
34.95, 0.062373, , 
34.98, 0.062627, , 
35.01, 0.062985, , 
35.04, 0.063451, , 
35.07, 0.063842, , 
35.10, 0.064251, , 
35.13, 0.064758, , 
35.16, 0.065472, , 
35.19, 0.066132, 7, 0.719
35.22, 0.066817, , 
35.25, 0.067556, , 
35.28, 0.068507, , 
35.31, 0.069434, , 
35.34, 0.070436, , 
35.37, 0.071441, , 
35.40, 0.072679, , 
35.43, 0.073839, , 
35.46, 0.075099, , 
35.49, 0.076409, , 
35.52, 0.078017, , 
35.55, 0.079422, , 
35.58, 0.080868, , 
35.61, 0.082394, , 
35.64, 0.084193, , 
35.67, 0.085756, , 
35.70, 0.087304, , 
35.73, 0.088855, , 
35.76, 0.090721, , 
35.79, 0.092386, , 
35.82, 0.094076, , 
35.85, 0.095739, , 
35.88, 0.097626, , 
35.91, 0.099231, , 
35.94, 0.100814, , 
35.97, 0.102355, , 
36.00, 0.104097, , 
36.03, 0.105533, , 
36.06, 0.106951, , 
36.09, 0.108341, , 
36.12, 0.109908, , 
36.15, 0.111179, , 
36.18, 0.112359, , 
36.21, 0.113511, , 
36.24, 0.114840, , 
36.27, 0.115883, , 
36.30, 0.116826, , 
36.33, 0.117685, , 
36.36, 0.118659, , 
36.39, 0.119449, , 
36.42, 0.120185, , 
36.45, 0.120819, , 
36.48, 0.121418, , 
36.51, 0.121916, , 
36.54, 0.122421, , 
36.57, 0.122909, , 
36.60, 0.123395, , 
36.63, 0.123728, , 
36.66, 0.124007, , 
36.69, 0.124302, , 
36.72, 0.124549, , 
36.72, 0.124571, , 
36.75, 0.124644, , 
36.78, 0.124686, , 
36.81, 0.124800, , 
36.84, 0.125009, , 
36.87, 0.125139, , 
36.90, 0.125199, , 
36.93, 0.125190, , 
36.96, 0.125101, , 
36.99, 0.125006, , 
37.02, 0.124920, , 
37.05, 0.124812, , 
37.08, 0.124597, , 
37.11, 0.124425, , 
37.14, 0.124314, , 
37.17, 0.124165, , 
37.20, 0.123880, , 
37.23, 0.123598, , 
37.26, 0.123306, , 
37.29, 0.123008, , 
37.32, 0.122630, , 
37.35, 0.122250, , 
37.38, 0.121793, , 
37.41, 0.121320, , 
37.44, 0.120775, , 
37.47, 0.120258, , 
37.50, 0.119718, , 
37.53, 0.119160, , 
37.56, 0.118437, , 
37.59, 0.117828, , 
37.62, 0.117228, , 
37.65, 0.116540, , 
37.68, 0.115617, , 
37.71, 0.114770, , 
37.74, 0.113964, , 
37.77, 0.113143, , 
37.80, 0.112429, , 
37.83, 0.111624, , 
37.86, 0.110735, , 
37.89, 0.109600, , 
37.92, 0.108636, , 
37.95, 0.107716, , 
37.98, 0.106793, , 
38.01, 0.105698, , 
38.04, 0.104798, , 
38.07, 0.103944, , 
38.10, 0.103053, , 
38.13, 0.101892, , 
38.16, 0.100864, , 
38.19, 0.099900, , 
38.22, 0.099009, , 
38.25, 0.098010, , 
38.28, 0.097147, , 
38.31, 0.096246, , 
38.34, 0.095336, , 
38.37, 0.094337, , 
38.40, 0.093499, , 
38.43, 0.092652, , 
38.46, 0.091755, , 
38.49, 0.090705, , 
38.52, 0.089851, , 
38.55, 0.089049, , 
38.58, 0.088323, , 
38.61, 0.087428, , 
38.64, 0.086635, , 
38.67, 0.085921, , 
38.70, 0.085243, , 
38.73, 0.084402, , 
38.76, 0.083650, , 
38.79, 0.082924, , 
38.82, 0.082236, , 
38.85, 0.081500, , 
38.88, 0.080875, , 
38.91, 0.080247, , 
38.94, 0.079631, , 
38.97, 0.078921, , 
39.00, 0.078340, , 
39.03, 0.077801, , 
39.06, 0.077221, , 
39.09, 0.076494, , 
39.12, 0.075923, , 
39.15, 0.075451, , 
39.18, 0.075007, , 
39.21, 0.074547, , 
39.24, 0.074011, , 
39.27, 0.073519, , 
39.30, 0.072983, , 
39.33, 0.072355, , 
39.36, 0.071828, , 
39.39, 0.071315, , 
39.42, 0.070829, , 
39.45, 0.070334, , 
39.48, 0.070008, , 
39.51, 0.069710, , 
39.54, 0.069354, , 
39.57, 0.068910, , 
39.60, 0.068526, , 
39.63, 0.068149, , 
39.66, 0.067737, , 
39.69, 0.067194, , 
39.72, 0.066744, , 
39.75, 0.066328, , 
39.78, 0.066005, , 
39.81, 0.065675, , 
39.84, 0.065326, , 
39.87, 0.064920, , 
39.90, 0.064574, , 
39.93, 0.064273, , 
39.96, 0.063991, , 
39.99, 0.063642, , 
40.02, 0.063318, , 
40.05, 0.062995, , 
40.08, 0.062719, , 
40.11, 0.062462, , 
40.14, 0.062186, , 
40.17, 0.061786, , 
40.20, 0.061485, , 
40.23, 0.061250, 8, 0.719
40.26, 0.060984, , 
40.29, 0.060616, , 
40.32, 0.060321, , 
40.35, 0.060067, , 
40.38, 0.059861, , 
40.41, 0.059629, , 
40.44, 0.059414, , 
40.47, 0.059157, , 
40.50, 0.058916, , 
40.53, 0.058681, , 
40.56, 0.058500, , 
40.59, 0.058284, , 
40.62, 0.058034, , 
40.65, 0.057748, , 
40.68, 0.057564, , 
40.71, 0.057393, , 
40.74, 0.057171, , 
40.77, 0.056882, , 
40.80, 0.056632, , 
40.83, 0.056435, , 
40.86, 0.056210, , 
40.89, 0.056010, , 
40.92, 0.055763, , 
40.95, 0.055499, , 
40.98, 0.055255, , 
41.01, 0.055081, , 
41.04, 0.054928, , 
41.07, 0.054757, , 
41.10, 0.054532, , 
41.13, 0.054411, , 
41.16, 0.054284, , 
41.19, 0.054158, , 
41.22, 0.053955, , 
41.25, 0.053786, , 
41.28, 0.053644, , 
41.31, 0.053507, , 
41.34, 0.053380, , 
41.37, 0.053276, , 
41.40, 0.053162, , 
41.43, 0.053025, , 
41.46, 0.052914, , 
41.49, 0.052848, , 
41.52, 0.052768, , 
41.55, 0.052619, , 
41.58, 0.052432, , 
41.61, 0.052343, , 
41.64, 0.052308, , 
41.67, 0.052267, , 
41.70, 0.052147, , 
41.73, 0.052004, , 
41.76, 0.051906, , 
41.76, 0.051893, , 
41.79, 0.051861, , 
41.82, 0.051775, , 
41.85, 0.051699, , 
41.88, 0.051671, , 
41.91, 0.051693, , 
41.94, 0.051741, , 
41.97, 0.051753, , 
42.00, 0.051782, , 
42.03, 0.051880, , 
42.06, 0.052032, , 
42.09, 0.052150, , 
42.12, 0.052229, , 
42.15, 0.052346, , 
42.18, 0.052499, , 
42.21, 0.052702, , 
42.24, 0.052943, , 
42.27, 0.053177, , 
42.30, 0.053482, , 
42.33, 0.053790, , 
42.36, 0.054123, , 
42.39, 0.054459, , 
42.42, 0.054843, , 
42.45, 0.055208, , 
42.48, 0.055677, , 
42.51, 0.056216, , 
42.54, 0.056860, , 
42.57, 0.057393, , 
42.60, 0.057935, , 
42.63, 0.058554, , 
42.66, 0.059331, , 
42.69, 0.060038, , 
42.72, 0.060800, , 
42.75, 0.061520, , 
42.78, 0.062281, , 
42.81, 0.062991, , 
42.84, 0.063791, , 
42.87, 0.064654, , 
42.90, 0.065637, , 
42.93, 0.066465, , 
42.96, 0.067331, , 
42.99, 0.068295, , 
43.02, 0.069481, , 
43.05, 0.070458, , 
43.08, 0.071359, , 
43.11, 0.072241, , 
43.14, 0.073303, , 
43.17, 0.074245, , 
43.20, 0.075241, , 
43.23, 0.076218, , 
43.26, 0.077297, , 
43.29, 0.078226, , 
43.32, 0.079159, , 
43.35, 0.080047, , 
43.38, 0.081046, , 
43.41, 0.081880, , 
43.44, 0.082756, , 
43.47, 0.083606, , 
43.50, 0.084494, , 
43.53, 0.085217, , 
43.56, 0.085937, , 
43.59, 0.086626, , 
43.62, 0.087374, , 
43.65, 0.088009, , 
43.68, 0.088605, , 
43.71, 0.089131, , 
43.74, 0.089725, , 
43.77, 0.090219, , 
43.80, 0.090705, , 
43.83, 0.091139, , 
43.86, 0.091599, , 
43.89, 0.091980, , 
43.92, 0.092326, , 
43.95, 0.092630, , 
43.98, 0.092893, , 
44.01, 0.093096, , 
44.04, 0.093290, , 
44.07, 0.093464, , 
44.10, 0.093588, , 
44.13, 0.093607, , 
44.16, 0.093604, , 
44.19, 0.093601, , 
44.22, 0.093613, , 
44.25, 0.093651, , 
44.28, 0.093648, , 
44.31, 0.093597, , 
44.34, 0.093467, , 
44.37, 0.093347, , 
44.40, 0.093268, , 
44.43, 0.093138, , 
44.46, 0.092843, , 
44.49, 0.092554, , 
44.52, 0.092322, , 
44.55, 0.092078, , 
44.58, 0.091694, , 
44.61, 0.091276, , 
44.64, 0.090832, , 
44.67, 0.090419, , 
44.70, 0.089956, , 
44.73, 0.089537, , 
44.76, 0.089077, , 
44.79, 0.088605, , 
44.82, 0.088110, , 
44.85, 0.087707, , 
44.88, 0.087235, , 
44.91, 0.086667, , 
44.94, 0.085988, , 
44.97, 0.085474, , 
45.00, 0.085008, , 
45.03, 0.084481, , 
45.06, 0.083790, , 
45.09, 0.083206, , 
45.12, 0.082702, , 
45.15, 0.082210, , 
45.18, 0.081557, , 
45.21, 0.080983, , 
45.24, 0.080383, 9, 0.714
45.27, 0.079771, , 
45.30, 0.079114, , 
45.33, 0.078591, , 
45.36, 0.077988, , 
45.39, 0.077357, , 
45.42, 0.076704, , 
45.45, 0.076222, , 
45.48, 0.075711, , 
45.51, 0.075137, , 
45.54, 0.074464, , 
45.57, 0.073938, , 
45.60, 0.073437, , 
45.63, 0.072882, , 
45.66, 0.072228, , 
45.69, 0.071670, , 
45.72, 0.071150, , 
45.75, 0.070709, , 
45.78, 0.070236, , 
45.81, 0.069814, , 
45.84, 0.069361, , 
45.87, 0.068898, , 
45.90, 0.068393, , 
45.93, 0.067984, , 
45.96, 0.067572, , 
45.99, 0.067105, , 
46.02, 0.066554, , 
46.05, 0.066128, , 
46.08, 0.065729, , 
46.11, 0.065323, , 
46.14, 0.064796, , 
46.17, 0.064327, , 
46.20, 0.063889, , 
46.23, 0.063486, , 
46.26, 0.063010, , 
46.29, 0.062617, , 
46.32, 0.062268, , 
46.35, 0.061951, , 
46.38, 0.061583, , 
46.41, 0.061228, , 
46.44, 0.060835, , 
46.47, 0.060467, , 
46.50, 0.060118, , 
46.53, 0.059800, , 
46.56, 0.059474, , 
46.59, 0.059138, , 
46.62, 0.058757, , 
46.65, 0.058430, , 
46.68, 0.058142, , 
46.71, 0.057910, , 
46.74, 0.057621, , 
46.77, 0.057364, , 
46.77, 0.057320, , 
46.80, 0.057114, , 
46.83, 0.056901, , 
46.86, 0.056651, , 
46.89, 0.056365, , 
46.92, 0.056061, , 
46.95, 0.055766, , 
46.98, 0.055512, , 
47.01, 0.055366, , 
47.04, 0.055233, , 
47.07, 0.055005, , 
47.10, 0.054833, , 
47.13, 0.054716, , 
47.16, 0.054592, , 
47.19, 0.054434, , 
47.22, 0.054284, , 
47.25, 0.054170, , 
47.28, 0.054072, , 
47.31, 0.053958, , 
47.34, 0.053853, , 
47.37, 0.053761, , 
47.40, 0.053682, , 
47.43, 0.053650, , 
47.46, 0.053685, , 
47.49, 0.053704, , 
47.52, 0.053701, , 
47.55, 0.053774, , 
47.58, 0.053913, , 
47.61, 0.054037, , 
47.64, 0.054126, , 
47.67, 0.054231, , 
47.70, 0.054351, , 
47.73, 0.054516, , 
47.76, 0.054744, , 
47.79, 0.055024, , 
47.82, 0.055277, , 
47.85, 0.055534, , 
47.88, 0.055782, , 
47.91, 0.056118, , 
47.94, 0.056470, , 
47.97, 0.056851, , 
48.00, 0.057228, , 
48.03, 0.057625, , 
48.06, 0.058135, , 
48.09, 0.058611, , 
48.12, 0.059046, , 
48.15, 0.059499, , 
48.18, 0.059905, , 
48.21, 0.060365, , 
48.24, 0.060831, , 
48.27, 0.061333, , 
48.30, 0.061735, , 
48.33, 0.062224, , 
48.36, 0.062798, , 
48.39, 0.063486, , 
48.42, 0.064000, , 
48.45, 0.064441, , 
48.48, 0.064860, , 
48.51, 0.065367, , 
48.54, 0.065843, , 
48.57, 0.066309, , 
48.60, 0.066722, , 
48.63, 0.067191, , 
48.66, 0.067622, , 
48.69, 0.068089, , 
48.72, 0.068552, , 
48.75, 0.069021, , 
48.78, 0.069415, , 
48.81, 0.069792, , 
48.84, 0.070131, , 
48.87, 0.070528, , 
48.90, 0.070871, , 
48.93, 0.071191, , 
48.96, 0.071480, , 
48.99, 0.071835, , 
49.02, 0.072117, , 
49.05, 0.072336, , 
49.08, 0.072526, , 
49.11, 0.072761, , 
49.14, 0.073018, , 
49.17, 0.073272, , 
49.20, 0.073494, , 
49.23, 0.073671, , 
49.26, 0.073779, , 
49.29, 0.073960, , 
49.32, 0.074169, , 
49.35, 0.074303, , 
49.38, 0.074318, , 
49.41, 0.074318, , 
49.44, 0.074341, , 
49.47, 0.074398, , 
49.50, 0.074410, , 
49.53, 0.074382, , 
49.56, 0.074347, , 
49.59, 0.074360, , 
49.62, 0.074398, , 
49.65, 0.074426, , 
49.68, 0.074388, , 
49.71, 0.074334, , 
49.74, 0.074274, , 
49.77, 0.074157, , 
49.80, 0.074065, , 
49.83, 0.073887, , 
49.86, 0.073700, , 
49.89, 0.073560, , 
49.92, 0.073459, , 
49.95, 0.073313, , 
49.98, 0.073119, , 
50.01, 0.072863, , 
50.04, 0.072653, , 
50.07, 0.072415, , 
50.10, 0.072238, , 
50.13, 0.072009, , 
50.16, 0.071686, , 
50.19, 0.071337, , 
50.22, 0.071121, , 
50.25, 0.070890, , 
50.28, 0.070655, 10, 0.719
50.31, 0.070312, , 
50.34, 0.069973, , 
50.37, 0.069633, , 
50.40, 0.069358, , 
50.43, 0.069040, , 
50.46, 0.068704, , 
50.49, 0.068371, , 
50.52, 0.068124, , 
50.55, 0.067810, , 
50.58, 0.067578, , 
50.61, 0.067045, , 
50.64, 0.066620, , 
50.67, 0.066262, , 
50.70, 0.066002, , 
50.73, 0.065742, , 
50.76, 0.065288, , 
50.79, 0.064882, , 
50.82, 0.064600, , 
50.85, 0.064308, , 
50.88, 0.063959, , 
50.91, 0.063531, , 
50.94, 0.063213, , 
50.97, 0.062915, , 
51.00, 0.062595, , 
51.03, 0.062167, , 
51.06, 0.061773, , 
51.09, 0.061418, , 
51.12, 0.061114, , 
51.15, 0.060777, , 
51.18, 0.060530, , 
51.21, 0.060352, , 
51.24, 0.059931, , 
51.27, 0.059544, , 
51.30, 0.059306, , 
51.33, 0.059046, , 
51.36, 0.058725, , 
51.39, 0.058459, , 
51.42, 0.058104, , 
51.45, 0.057907, , 
51.48, 0.057707, , 
51.51, 0.057450, , 
51.54, 0.057285, , 
51.57, 0.056968, , 
51.60, 0.056749, , 
51.63, 0.056530, , 
51.66, 0.056368, , 
51.69, 0.056194, , 
51.72, 0.055997, , 
51.75, 0.055839, , 
51.78, 0.055772, , 
51.81, 0.055725, , 
51.81, 0.055712, , 
51.84, 0.055658, , 
51.87, 0.055503, , 
51.90, 0.055357, , 
51.93, 0.055274, , 
51.96, 0.055233, , 
51.99, 0.055233, , 
52.02, 0.055296, , 
52.05, 0.055455, , 
52.08, 0.055563, , 
52.11, 0.055626, , 
52.14, 0.055623, , 
52.17, 0.055614, , 
52.20, 0.055696, , 
52.23, 0.055915, , 
52.26, 0.056042, , 
52.29, 0.056150, , 
52.32, 0.056292, , 
52.35, 0.056492, , 
52.38, 0.056730, , 
52.41, 0.056946, , 
52.44, 0.057063, , 
52.47, 0.057206, , 
52.50, 0.057352, , 
52.53, 0.057615, , 
52.56, 0.057850, , 
52.59, 0.058081, , 
52.62, 0.058259, , 
52.65, 0.058471, , 
52.68, 0.058716, , 
52.71, 0.059001, , 
52.74, 0.059207, , 
52.77, 0.059382, , 
52.80, 0.059613, , 
52.83, 0.059924, , 
52.86, 0.060286, , 
52.89, 0.060543, , 
52.92, 0.060736, , 
52.95, 0.060892, , 
52.98, 0.060993, , 
53.01, 0.061253, , 
53.04, 0.061469, , 
53.07, 0.061672, , 
53.10, 0.061843, , 
53.13, 0.062072, , 
53.16, 0.062294, , 
53.19, 0.062471, , 
53.22, 0.062595, , 
53.25, 0.062725, , 
53.28, 0.062893, , 
53.31, 0.063004, , 
53.34, 0.063242, , 
53.37, 0.063369, , 
53.40, 0.063416, , 
53.43, 0.063458, , 
53.46, 0.063521, , 
53.49, 0.063686, , 
53.52, 0.063829, , 
53.55, 0.063883, , 
53.58, 0.063921, , 
53.61, 0.063987, , 
53.64, 0.064016, , 
53.67, 0.064035, , 
53.70, 0.063997, , 
53.73, 0.063981, , 
53.76, 0.064006, , 
53.79, 0.064041, , 
53.82, 0.064032, , 
53.85, 0.063994, , 
53.88, 0.063965, , 
53.91, 0.063975, , 
53.94, 0.063908, , 
53.97, 0.063775, , 
54.00, 0.063626, , 
54.03, 0.063547, , 
54.06, 0.063531, , 
54.09, 0.063550, , 
54.12, 0.063518, , 
54.15, 0.063347, , 
54.18, 0.063160, , 
54.21, 0.063109, , 
54.24, 0.063071, , 
54.27, 0.062953, , 
54.30, 0.062757, , 
54.33, 0.062624, , 
54.36, 0.062570, , 
54.39, 0.062503, , 
54.42, 0.062338, , 
54.45, 0.062246, , 
54.48, 0.062046, , 
54.51, 0.061875, , 
54.54, 0.061742, , 
54.57, 0.061650, , 
54.60, 0.061472, , 
54.63, 0.061266, , 
54.66, 0.061136, , 
54.69, 0.061031, , 
54.72, 0.060873, , 
54.75, 0.060663, , 
54.78, 0.060460, , 
54.81, 0.060226, , 
54.84, 0.060115, , 
54.87, 0.059988, , 
54.90, 0.059756, , 
54.93, 0.059528, , 
54.96, 0.059306, , 
54.99, 0.059112, , 
55.02, 0.058916, , 
55.05, 0.058766, , 
55.08, 0.058646, , 
55.11, 0.058392, , 
55.14, 0.058180, , 
55.17, 0.058008, , 
55.20, 0.057840, , 
55.23, 0.057669, , 
55.26, 0.057453, , 
55.29, 0.057291, , 
55.32, 0.057120, 11, 0.718
55.35, 0.056943, , 
55.38, 0.056740, , 
55.41, 0.056644, , 
55.44, 0.056552, , 
55.47, 0.056448, , 
55.50, 0.056302, , 
55.53, 0.056194, , 
55.56, 0.056121, , 
55.59, 0.056077, , 
55.62, 0.055985, , 
55.65, 0.055864, , 
55.68, 0.055744, , 
55.71, 0.055642, , 
55.74, 0.055623, , 
55.77, 0.055652, , 
55.80, 0.055667, , 
55.83, 0.055645, , 
55.86, 0.055594, , 
55.89, 0.055591, , 
55.92, 0.055623, , 
55.95, 0.055693, , 
55.98, 0.055807, , 
56.01, 0.055912, , 
56.04, 0.055978, , 
56.07, 0.056061, , 
56.10, 0.056115, , 
56.13, 0.056118, , 
56.16, 0.056105, , 
56.19, 0.056156, , 
56.22, 0.056283, , 
56.25, 0.056492, , 
56.28, 0.056556, , 
56.31, 0.056590, , 
56.34, 0.056740, , 
56.37, 0.056917, , 
56.40, 0.057044, , 
56.43, 0.057101, , 
56.46, 0.057193, , 
56.49, 0.057320, , 
56.52, 0.057453, , 
56.55, 0.057558, , 
56.58, 0.057672, , 
56.61, 0.057793, , 
56.64, 0.057888, , 
56.67, 0.057983, , 
56.70, 0.058072, , 
56.73, 0.058240, , 
56.76, 0.058373, , 
56.79, 0.058459, , 
56.82, 0.058551, , 
56.85, 0.058687, , 
56.85, 0.058716, , 
56.88, 0.058862, , 
56.91, 0.058954, , 
56.94, 0.058973, , 
56.97, 0.059017, , 
57.00, 0.059080, , 
57.03, 0.059138, , 
57.06, 0.059252, , 
57.09, 0.059347, , 
57.12, 0.059442, , 
57.15, 0.059544, , 
57.18, 0.059585, , 
57.21, 0.059597, , 
57.24, 0.059578, , 
57.27, 0.059613, , 
57.30, 0.059788, , 
57.33, 0.059892, , 
57.36, 0.060026, , 
57.39, 0.060032, , 
57.42, 0.060029, , 
57.45, 0.060070, , 
57.48, 0.060095, , 
57.51, 0.060105, , 
57.54, 0.060076, , 
57.57, 0.060051, , 
57.60, 0.060076, , 
57.63, 0.060105, , 
57.66, 0.060099, , 
57.69, 0.060029, , 
57.72, 0.059877, , 
57.75, 0.059753, , 
57.78, 0.059689, , 
57.81, 0.059667, , 
57.84, 0.059617, , 
57.87, 0.059582, , 
57.90, 0.059591, , 
57.93, 0.059607, , 
57.96, 0.059572, , 
57.99, 0.059407, , 
58.02, 0.059211, , 
58.05, 0.059147, , 
58.08, 0.059138, , 
58.11, 0.059141, , 
58.14, 0.059122, , 
58.17, 0.059049, , 
58.20, 0.058957, , 
58.23, 0.058855, , 
58.26, 0.058747, , 
58.29, 0.058697, , 
58.32, 0.058611, , 
58.35, 0.058586, , 
58.38, 0.058605, , 
58.41, 0.058595, , 
58.44, 0.058462, , 
58.47, 0.058284, , 
58.50, 0.058151, , 
58.53, 0.058138, , 
58.56, 0.058148, , 
58.59, 0.058119, , 
58.62, 0.058094, , 
58.65, 0.058078, , 
58.68, 0.058084, , 
58.71, 0.058113, , 
58.74, 0.058110, , 
58.77, 0.058094, , 
58.80, 0.058078, , 
58.83, 0.058088, , 
58.86, 0.058116, , 
58.89, 0.058113, , 
58.92, 0.058084, , 
58.95, 0.058078, , 
58.98, 0.058091, , 
59.01, 0.058199, , 
59.04, 0.058351, , 
59.07, 0.058443, , 
59.10, 0.058500, , 
59.13, 0.058567, , 
59.16, 0.058601, , 
59.19, 0.058611, , 
59.22, 0.058611, , 
59.25, 0.058687, , 
59.28, 0.058836, , 
59.31, 0.058995, , 
59.34, 0.059084, , 
59.37, 0.059090, , 
59.40, 0.059071, , 
59.43, 0.059093, , 
59.46, 0.059280, , 
59.49, 0.059448, , 
59.52, 0.059521, , 
59.55, 0.059534, , 
59.58, 0.059553, , 
59.61, 0.059585, , 
59.64, 0.059601, , 
59.67, 0.059601, , 
59.70, 0.059636, , 
59.73, 0.059772, , 
59.76, 0.059915, , 
59.79, 0.060042, , 
59.82, 0.060064, , 
59.85, 0.060042, , 
59.88, 0.060029, , 
59.91, 0.060073, , 
59.94, 0.060229, , 
59.97, 0.060371, , 
60.00, 0.060438, , 
60.03, 0.060479, , 
60.06, 0.060533, , 
60.09, 0.060587, , 
60.12, 0.060603, , 
60.15, 0.060565, , 
60.18, 0.060549, , 
60.21, 0.060555, , 
60.24, 0.060597, , 
60.27, 0.060609, , 
60.30, 0.060578, , 
60.33, 0.060549, 12, 0.715
60.36, 0.060555, , 
60.39, 0.060590, , 
60.42, 0.060616, , 
60.45, 0.060590, , 
60.48, 0.060559, , 
60.51, 0.060562, , 
60.54, 0.060593, , 
60.57, 0.060616, , 
60.60, 0.060597, , 
60.63, 0.060559, , 
60.66, 0.060559, , 
60.69, 0.060597, , 
60.72, 0.060616, , 
60.75, 0.060590, , 
60.78, 0.060555, , 
60.81, 0.060555, , 
60.84, 0.060590, , 
60.87, 0.060609, , 
