Gradient Profiler Text Data File: 20160617_exp26_26f4.csv
Version: 2.02
Date: 2016-06-17
Time: 19:17:58

User: subramaniam_lab
Experiment name: 
UV Unit: EM-1
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 35000 rpm
Gradient: sucrose 10.0% to 50.0% w/v
Time: 2:30
w2t: 200000 x 10^0
Sample Volume: 400 ml
Number of Tubes: 2
Volume per mm: 0.143 ml/mm
Temperature: 25.0 deg C

Absorbance Units Full Scale (AUFS): 2.00
Event Mark-triggered gradient; (with distance; auto start and stop)
Delay: Event with Delay
UV Wavelength: 254 nm
Samples / sec: 10 Hz
EM1 Speed: 0.30 mm/sec
Distance: 5.03 mm
Number: 16
Dead Volume: 0.217300 ml; Distance due to Dead Volume: 1.52 mm
Length of Tubing: 330 mm
Total Distance: 80.48 mm

Data Columns:
Distance(mm), Absorbance, Fraction Number, Fraction Volume(ml)
6.93, 0.374697, , 
6.96, 0.371821, , 
6.99, 0.368921, , 
7.02, 0.366079, , 
7.05, 0.362885, , 
7.08, 0.360189, , 
7.11, 0.357493, , 
7.14, 0.354781, , 
7.17, 0.351590, , 
7.20, 0.348891, , 
7.23, 0.346220, , 
7.26, 0.343593, , 
7.29, 0.340615, , 
7.32, 0.338125, , 
7.35, 0.335651, , 
7.38, 0.333199, , 
7.41, 0.330322, , 
7.44, 0.327873, , 
7.47, 0.325475, , 
7.50, 0.323106, , 
7.53, 0.320331, , 
7.56, 0.317920, , 
7.59, 0.315484, , 
7.62, 0.313099, , 
7.65, 0.310406, , 
7.68, 0.308147, , 
7.71, 0.305905, , 
7.74, 0.303662, , 
7.77, 0.301124, , 
7.80, 0.299047, , 
7.83, 0.297014, , 
7.86, 0.294930, , 
7.89, 0.292360, , 
7.92, 0.290140, , 
7.95, 0.288031, , 
7.98, 0.285969, , 
8.01, 0.283596, , 
8.04, 0.281569, , 
8.07, 0.279587, , 
8.10, 0.277630, , 
8.13, 0.275400, , 
8.16, 0.273535, , 
8.19, 0.271689, , 
8.22, 0.269875, , 
8.25, 0.267740, , 
8.28, 0.265891, , 
8.31, 0.264032, , 
8.34, 0.262186, , 
8.37, 0.260108, , 
8.40, 0.258373, , 
8.43, 0.256654, , 
8.46, 0.254922, , 
8.49, 0.252857, , 
8.52, 0.251084, , 
8.55, 0.249352, , 
8.58, 0.247719, , 
8.61, 0.245860, , 
8.64, 0.244217, , 
8.67, 0.242520, , 
8.70, 0.240870, , 
8.73, 0.239072, , 
8.76, 0.237597, , 
8.79, 0.236074, , 
8.82, 0.234530, , 
8.85, 0.232741, , 
8.88, 0.231180, , 
8.91, 0.229651, , 
8.94, 0.228211, , 
8.97, 0.226600, , 
9.00, 0.225207, , 
9.03, 0.223862, , 
9.06, 0.222533, , 
9.09, 0.220963, , 
9.12, 0.219606, , 
9.15, 0.218296, , 
9.18, 0.217090, , 
9.21, 0.215749, , 
9.24, 0.214527, , 
9.27, 0.213189, , 
9.30, 0.211834, , 
9.33, 0.210379, , 
9.36, 0.209164, , 
9.39, 0.207943, , 
9.42, 0.206744, , 
9.45, 0.205345, , 
9.48, 0.204143, , 
9.51, 0.202925, , 
9.54, 0.201748, , 
9.57, 0.200381, , 
9.60, 0.199245, , 
9.63, 0.198157, , 
9.66, 0.197028, , 
9.69, 0.195680, , 
9.72, 0.194513, , 
9.75, 0.193371, , 
9.78, 0.192283, , 
9.81, 0.191039, , 
9.84, 0.189964, , 
9.87, 0.188857, , 
9.90, 0.187760, , 
9.93, 0.186576, , 
9.96, 0.185587, , 
9.99, 0.184556, , 
10.02, 0.183487, , 
10.05, 0.182196, 2, 0.720
10.08, 0.181168, , 
10.11, 0.180239, , 
10.14, 0.179300, , 
10.17, 0.178107, , 
10.20, 0.177070, , 
10.23, 0.176096, , 
10.26, 0.175195, , 
10.29, 0.174165, , 
10.32, 0.173184, , 
10.35, 0.172135, , 
10.38, 0.171132, , 
10.41, 0.170051, , 
10.44, 0.169118, , 
10.47, 0.168103, , 
10.50, 0.167069, , 
10.53, 0.165943, , 
10.56, 0.165042, , 
10.59, 0.164183, , 
10.62, 0.163301, , 
10.65, 0.162251, , 
10.68, 0.161363, , 
10.71, 0.160509, , 
10.74, 0.159675, , 
10.77, 0.158657, , 
10.80, 0.157747, , 
10.83, 0.156897, , 
10.86, 0.156145, , 
10.89, 0.155320, , 
10.92, 0.154549, , 
10.95, 0.153693, , 
10.98, 0.152833, , 
11.01, 0.151942, , 
11.04, 0.151244, , 
11.07, 0.150505, , 
11.10, 0.149744, , 
11.13, 0.148878, , 
11.16, 0.148155, , 
11.19, 0.147451, , 
11.22, 0.146759, , 
11.25, 0.145938, , 
11.28, 0.145240, , 
11.31, 0.144548, , 
11.34, 0.143841, , 
11.37, 0.143035, , 
11.40, 0.142328, , 
11.43, 0.141611, , 
11.46, 0.140907, , 
11.49, 0.140349, , 
11.52, 0.139765, , 
11.55, 0.139140, , 
11.58, 0.138338, , 
11.58, 0.138230, , 
11.61, 0.137719, , 
11.64, 0.137164, , 
11.67, 0.136587, , 
11.70, 0.135876, , 
11.73, 0.135289, , 
11.76, 0.134687, , 
11.79, 0.134106, , 
11.82, 0.133504, , 
11.85, 0.132996, , 
11.88, 0.132489, , 
11.91, 0.132010, , 
11.94, 0.131502, , 
11.97, 0.131099, , 
12.00, 0.130662, , 
12.03, 0.130198, , 
12.06, 0.129659, , 
12.09, 0.129218, , 
12.12, 0.128739, , 
12.15, 0.128181, , 
12.18, 0.127512, , 
12.21, 0.126976, , 
12.24, 0.126509, , 
12.27, 0.126103, , 
12.30, 0.125605, , 
12.33, 0.125133, , 
12.36, 0.124667, , 
12.39, 0.124232, , 
12.42, 0.123753, , 
12.45, 0.123341, , 
12.48, 0.122890, , 
12.51, 0.122424, , 
12.54, 0.121910, , 
12.57, 0.121495, , 
12.60, 0.121136, , 
12.63, 0.120816, , 
12.66, 0.120407, , 
12.69, 0.120051, , 
12.72, 0.119699, , 
12.75, 0.119306, , 
12.78, 0.118811, , 
12.81, 0.118342, , 
12.84, 0.117894, , 
12.87, 0.117492, , 
12.90, 0.117029, , 
12.93, 0.116584, , 
12.96, 0.116121, , 
12.99, 0.115671, , 
13.02, 0.115198, , 
13.05, 0.114824, , 
13.08, 0.114358, , 
13.11, 0.113882, , 
13.14, 0.113362, , 
13.17, 0.113035, , 
13.20, 0.112769, , 
13.23, 0.112445, , 
13.26, 0.111988, , 
13.29, 0.111563, , 
13.32, 0.111151, , 
13.35, 0.110754, , 
13.38, 0.110256, , 
13.41, 0.109800, , 
13.44, 0.109340, , 
13.47, 0.108918, , 
13.50, 0.108448, , 
13.53, 0.108030, , 
13.56, 0.107576, , 
13.59, 0.107177, , 
13.62, 0.106821, , 
13.65, 0.106529, , 
13.68, 0.106215, , 
13.71, 0.105784, , 
13.74, 0.105248, , 
13.77, 0.104845, , 
13.80, 0.104556, , 
13.83, 0.104293, , 
13.86, 0.103881, , 
13.89, 0.103472, , 
13.92, 0.103053, , 
13.95, 0.102650, , 
13.98, 0.102250, , 
14.01, 0.101940, , 
14.04, 0.101594, , 
14.07, 0.101239, , 
14.10, 0.100814, , 
14.13, 0.100449, , 
14.16, 0.100125, , 
14.19, 0.099802, , 
14.22, 0.099405, , 
14.25, 0.099037, , 
14.28, 0.098666, , 
14.31, 0.098305, , 
14.34, 0.097927, , 
14.37, 0.097600, , 
14.40, 0.097305, , 
14.43, 0.097071, , 
14.46, 0.096738, , 
14.49, 0.096395, , 
14.52, 0.096084, , 
14.55, 0.095770, , 
14.58, 0.095482, , 
14.61, 0.095139, , 
14.64, 0.094781, , 
14.67, 0.094406, , 
14.70, 0.094159, , 
14.73, 0.093959, , 
14.76, 0.093737, , 
14.79, 0.093458, , 
14.82, 0.093176, , 
14.85, 0.092871, , 
14.88, 0.092649, , 
14.91, 0.092503, , 
14.94, 0.092272, , 
14.97, 0.092069, , 
15.00, 0.091935, , 
15.03, 0.091812, , 
15.06, 0.091656, , 
15.09, 0.091513, 3, 0.715
15.12, 0.091387, , 
15.15, 0.091323, , 
15.18, 0.091323, , 
15.21, 0.091336, , 
15.24, 0.091345, , 
15.27, 0.091425, , 
15.30, 0.091548, , 
15.33, 0.091751, , 
15.36, 0.091989, , 
15.39, 0.092221, , 
15.42, 0.092465, , 
15.45, 0.092738, , 
15.48, 0.093014, , 
15.51, 0.093388, , 
15.54, 0.093731, , 
15.57, 0.094076, , 
15.60, 0.094460, , 
15.63, 0.094977, , 
15.66, 0.095466, , 
15.69, 0.095986, , 
15.72, 0.096519, , 
15.75, 0.097125, , 
15.78, 0.097692, , 
15.81, 0.098324, , 
15.84, 0.098904, , 
15.87, 0.099516, , 
15.90, 0.100090, , 
15.93, 0.100712, , 
15.96, 0.101369, , 
15.99, 0.102130, , 
16.02, 0.102764, , 
16.05, 0.103367, , 
16.08, 0.103944, , 
16.11, 0.104655, , 
16.14, 0.105289, , 
16.17, 0.105844, , 
16.20, 0.106371, , 
16.23, 0.107053, , 
16.26, 0.107674, , 
16.29, 0.108226, , 
16.32, 0.108705, , 
16.35, 0.109200, , 
16.38, 0.109641, , 
16.41, 0.110117, , 
16.44, 0.110523, , 
16.47, 0.110862, , 
16.50, 0.111078, , 
16.53, 0.111294, , 
16.56, 0.111557, , 
16.59, 0.111842, , 
16.60, 0.111884, , 
16.62, 0.112064, , 
16.65, 0.112214, , 
16.68, 0.112321, , 
16.71, 0.112401, , 
16.74, 0.112382, , 
16.77, 0.112277, , 
16.80, 0.112144, , 
16.83, 0.112033, , 
16.86, 0.111963, , 
16.89, 0.111861, , 
16.92, 0.111706, , 
16.95, 0.111436, , 
16.98, 0.111211, , 
17.01, 0.110980, , 
17.04, 0.110716, , 
17.07, 0.110317, , 
17.10, 0.109974, , 
17.13, 0.109654, , 
17.16, 0.109343, , 
17.19, 0.108953, , 
17.22, 0.108626, , 
17.25, 0.108322, , 
17.28, 0.108020, , 
17.31, 0.107763, , 
17.34, 0.107535, , 
17.37, 0.107249, , 
17.40, 0.106958, , 
17.43, 0.106599, , 
17.46, 0.106295, , 
17.49, 0.106022, , 
17.52, 0.105787, , 
17.55, 0.105419, , 
17.58, 0.105023, , 
17.61, 0.104614, , 
17.64, 0.104230, , 
17.67, 0.103776, , 
17.70, 0.103342, , 
17.73, 0.102879, , 
17.76, 0.102425, , 
17.79, 0.101933, , 
17.82, 0.101445, , 
17.85, 0.100874, , 
17.88, 0.100293, , 
17.91, 0.099627, , 
17.94, 0.099047, , 
17.97, 0.098466, , 
18.00, 0.097826, , 
18.03, 0.097080, , 
18.06, 0.096516, , 
18.09, 0.096040, , 
18.12, 0.095608, , 
18.15, 0.095091, , 
18.18, 0.094628, , 
18.21, 0.094159, , 
18.24, 0.093737, , 
18.27, 0.093271, , 
18.30, 0.092843, , 
18.33, 0.092383, , 
18.36, 0.091919, , 
18.39, 0.091415, , 
18.42, 0.091047, , 
18.45, 0.090730, , 
18.48, 0.090413, , 
18.51, 0.089988, , 
18.54, 0.089617, , 
18.57, 0.089246, , 
18.60, 0.088843, , 
18.63, 0.088326, , 
18.66, 0.087859, , 
18.69, 0.087425, , 
18.72, 0.087022, , 
18.75, 0.086540, , 
18.78, 0.086089, , 
18.81, 0.085620, , 
18.84, 0.085192, , 
18.87, 0.084824, , 
18.90, 0.084564, , 
18.93, 0.084234, , 
18.96, 0.083822, , 
18.99, 0.083403, , 
19.02, 0.083143, , 
19.05, 0.082876, , 
19.08, 0.082559, , 
19.11, 0.082198, , 
19.14, 0.081906, , 
19.17, 0.081700, , 
19.20, 0.081506, , 
19.23, 0.081262, , 
19.26, 0.081002, , 
19.29, 0.080748, , 
19.32, 0.080554, , 
19.35, 0.080339, , 
19.38, 0.080180, , 
19.41, 0.079996, , 
19.44, 0.079803, , 
19.47, 0.079606, , 
19.50, 0.079438, , 
19.53, 0.079260, , 
19.56, 0.079083, , 
19.59, 0.078889, , 
19.62, 0.078715, , 
19.65, 0.078537, , 
19.68, 0.078350, , 
19.71, 0.078134, , 
19.74, 0.077963, , 
19.77, 0.077792, , 
19.80, 0.077643, , 
19.83, 0.077430, , 
19.86, 0.077199, , 
19.89, 0.076929, , 
19.92, 0.076640, , 
19.95, 0.076345, , 
19.98, 0.076126, , 
20.01, 0.075873, , 
20.04, 0.075613, , 
20.07, 0.075340, , 
20.10, 0.075191, 4, 0.718
20.13, 0.075111, , 
20.16, 0.075023, , 
20.19, 0.074842, , 
20.22, 0.074696, , 
20.25, 0.074601, , 
20.28, 0.074563, , 
20.31, 0.074436, , 
20.34, 0.074252, , 
20.37, 0.074103, , 
20.40, 0.074052, , 
20.43, 0.073979, , 
20.46, 0.073846, , 
20.49, 0.073687, , 
20.52, 0.073560, , 
20.55, 0.073529, , 
20.58, 0.073516, , 
20.61, 0.073424, , 
20.64, 0.073246, , 
20.67, 0.072977, , 
20.70, 0.072723, , 
20.73, 0.072472, , 
20.76, 0.072193, , 
20.79, 0.071917, , 
20.82, 0.071660, , 
20.85, 0.071435, , 
20.88, 0.071261, , 
20.91, 0.071035, , 
20.94, 0.070782, , 
20.97, 0.070509, , 
21.00, 0.070170, , 
21.03, 0.069916, , 
21.06, 0.069684, , 
21.09, 0.069434, , 
21.12, 0.069145, , 
21.15, 0.068913, , 
21.18, 0.068771, , 
21.21, 0.068669, , 
21.24, 0.068450, , 
21.27, 0.068238, , 
21.30, 0.068028, , 
21.33, 0.067851, , 
21.36, 0.067724, , 
21.39, 0.067569, , 
21.42, 0.067350, , 
21.45, 0.067197, , 
21.48, 0.067150, , 
21.51, 0.067080, , 
21.54, 0.066934, , 
21.57, 0.066763, , 
21.60, 0.066655, , 
21.63, 0.066595, , 
21.63, 0.066582, , 
21.66, 0.066512, , 
21.69, 0.066347, , 
21.72, 0.066157, , 
21.75, 0.066078, , 
21.78, 0.066075, , 
21.81, 0.066100, , 
21.84, 0.066109, , 
21.87, 0.066068, , 
21.90, 0.066030, , 
21.93, 0.066043, , 
21.96, 0.066116, , 
21.99, 0.066224, , 
22.02, 0.066344, , 
22.05, 0.066411, , 
22.08, 0.066496, , 
22.11, 0.066636, , 
22.14, 0.066807, , 
22.17, 0.066963, , 
22.20, 0.067166, , 
22.23, 0.067366, , 
22.26, 0.067661, , 
22.29, 0.068003, , 
22.32, 0.068409, , 
22.35, 0.068783, , 
22.38, 0.069199, , 
22.41, 0.069640, , 
22.44, 0.070176, , 
22.47, 0.070614, , 
22.50, 0.071070, , 
22.53, 0.071629, , 
22.56, 0.072368, , 
22.59, 0.073069, , 
22.62, 0.073792, , 
22.65, 0.074455, , 
22.68, 0.075260, , 
22.71, 0.076047, , 
22.74, 0.076894, , 
22.77, 0.077731, , 
22.80, 0.078693, , 
22.83, 0.079536, , 
22.86, 0.080431, , 
22.89, 0.081335, , 
22.92, 0.082353, , 
22.95, 0.083178, , 
22.98, 0.084018, , 
23.01, 0.084903, , 
23.04, 0.085947, , 
23.07, 0.086816, , 
23.10, 0.087644, , 
23.13, 0.088475, , 
23.16, 0.089525, , 
23.19, 0.090426, , 
23.22, 0.091298, , 
23.25, 0.092078, , 
23.28, 0.092909, , 
23.31, 0.093623, , 
23.34, 0.094330, , 
23.37, 0.095015, , 
23.40, 0.095729, , 
23.43, 0.096256, , 
23.46, 0.096754, , 
23.49, 0.097248, , 
23.52, 0.097702, , 
23.55, 0.097991, , 
23.58, 0.098276, , 
23.61, 0.098587, , 
23.64, 0.098882, , 
23.67, 0.099044, , 
23.70, 0.099110, , 
23.73, 0.099107, , 
23.76, 0.099107, , 
23.79, 0.099155, , 
23.82, 0.099183, , 
23.85, 0.099174, , 
23.88, 0.099044, , 
23.91, 0.098879, , 
23.94, 0.098730, , 
23.97, 0.098568, , 
24.00, 0.098324, , 
24.03, 0.098029, , 
24.06, 0.097683, , 
24.09, 0.097359, , 
24.12, 0.097042, , 
24.15, 0.096754, , 
24.18, 0.096401, , 
24.21, 0.095999, , 
24.24, 0.095542, , 
24.27, 0.095155, , 
24.30, 0.094739, , 
24.33, 0.094276, , 
24.36, 0.093683, , 
24.39, 0.093144, , 
24.42, 0.092617, , 
24.45, 0.092113, , 
24.48, 0.091517, , 
24.51, 0.091038, , 
24.54, 0.090600, , 
24.57, 0.090197, , 
24.60, 0.089709, , 
24.63, 0.089242, , 
24.66, 0.088773, , 
24.69, 0.088326, , 
24.72, 0.087866, , 
24.75, 0.087453, , 
24.78, 0.086997, , 
24.81, 0.086524, , 
24.84, 0.086013, , 
24.87, 0.085626, , 
24.90, 0.085220, , 
24.93, 0.084779, , 
24.96, 0.084234, , 
24.99, 0.083790, , 
25.02, 0.083447, , 
25.05, 0.083174, , 
25.08, 0.082794, , 
25.11, 0.082407, , 
25.14, 0.082026, 5, 0.719
25.17, 0.081741, , 
25.20, 0.081443, , 
25.23, 0.081106, , 
25.26, 0.080707, , 
25.29, 0.080348, , 
25.32, 0.080028, , 
25.35, 0.079755, , 
25.38, 0.079447, , 
25.41, 0.079143, , 
25.44, 0.078775, , 
25.47, 0.078477, , 
25.50, 0.078229, , 
25.53, 0.077979, , 
25.56, 0.077674, , 
25.59, 0.077414, , 
25.62, 0.077138, , 
25.65, 0.076894, , 
25.68, 0.076596, , 
25.71, 0.076317, , 
25.74, 0.076057, , 
25.77, 0.075838, , 
25.80, 0.075673, , 
25.83, 0.075552, , 
25.86, 0.075372, , 
25.89, 0.075162, , 
25.92, 0.074921, , 
25.95, 0.074750, , 
25.98, 0.074553, , 
26.01, 0.074322, , 
26.04, 0.074103, , 
26.07, 0.073938, , 
26.10, 0.073801, , 
26.13, 0.073700, , 
26.16, 0.073532, , 
26.19, 0.073335, , 
26.22, 0.073173, , 
26.25, 0.073078, , 
26.28, 0.072929, , 
26.31, 0.072755, , 
26.34, 0.072599, , 
26.37, 0.072504, , 
26.40, 0.072409, , 
26.43, 0.072301, , 
26.46, 0.072184, , 
26.49, 0.072028, , 
26.52, 0.071819, , 
26.55, 0.071702, , 
26.58, 0.071603, , 
26.61, 0.071435, , 
26.64, 0.071219, , 
26.67, 0.071077, , 
26.67, 0.071058, , 
26.70, 0.070947, , 
26.73, 0.070807, , 
26.76, 0.070661, , 
26.79, 0.070544, , 
26.82, 0.070430, , 
26.85, 0.070306, , 
26.88, 0.070195, , 
26.91, 0.070122, , 
26.94, 0.070046, , 
26.97, 0.069979, , 
27.00, 0.069856, , 
27.03, 0.069764, , 
27.06, 0.069684, , 
27.09, 0.069576, , 
27.12, 0.069516, , 
27.15, 0.069497, , 
27.18, 0.069481, , 
27.21, 0.069361, , 
27.24, 0.069215, , 
27.27, 0.069088, , 
27.30, 0.069024, , 
27.33, 0.069037, , 
27.36, 0.069056, , 
27.39, 0.069040, , 
27.42, 0.069082, , 
27.45, 0.069234, , 
27.48, 0.069364, , 
27.51, 0.069478, , 
27.54, 0.069545, , 
27.57, 0.069675, , 
27.60, 0.069811, , 
27.63, 0.070046, , 
27.66, 0.070290, , 
27.69, 0.070534, , 
27.72, 0.070718, , 
27.75, 0.070912, , 
27.78, 0.071219, , 
27.81, 0.071610, , 
27.84, 0.072146, , 
27.87, 0.072660, , 
27.90, 0.073227, , 
27.93, 0.073989, , 
27.96, 0.074667, , 
27.99, 0.075349, , 
28.02, 0.076085, , 
28.05, 0.077119, , 
28.08, 0.078223, , 
28.11, 0.079451, , 
28.14, 0.080719, , 
28.17, 0.082264, , 
28.20, 0.083717, , 
28.23, 0.085319, , 
28.26, 0.087054, , 
28.29, 0.089252, , 
28.32, 0.091266, , 
28.35, 0.093448, , 
28.38, 0.095850, , 
28.41, 0.098936, , 
28.44, 0.101860, , 
28.47, 0.104962, , 
28.50, 0.108220, , 
28.53, 0.112229, , 
28.56, 0.115918, , 
28.59, 0.119861, , 
28.62, 0.123931, , 
28.65, 0.128882, , 
28.68, 0.133405, , 
28.71, 0.138154, , 
28.74, 0.143057, , 
28.77, 0.148995, , 
28.80, 0.154191, , 
28.83, 0.159571, , 
28.86, 0.165134, , 
28.89, 0.171802, , 
28.92, 0.177628, , 
28.95, 0.183446, , 
28.98, 0.189273, , 
29.01, 0.196156, , 
29.04, 0.202141, , 
29.07, 0.208126, , 
29.10, 0.213991, , 
29.13, 0.220836, , 
29.16, 0.226679, , 
29.19, 0.232468, , 
29.22, 0.238111, , 
29.25, 0.244398, , 
29.28, 0.249581, , 
29.31, 0.254700, , 
29.34, 0.259680, , 
29.37, 0.265234, , 
29.40, 0.269773, , 
29.43, 0.274049, , 
29.46, 0.278109, , 
29.49, 0.282588, , 
29.52, 0.286239, , 
29.55, 0.289633, , 
29.58, 0.292712, , 
29.61, 0.296014, , 
29.64, 0.298622, , 
29.67, 0.301010, , 
29.70, 0.303148, , 
29.73, 0.305238, , 
29.76, 0.307081, , 
29.79, 0.308645, , 
29.82, 0.309993, , 
29.85, 0.311218, , 
29.88, 0.312055, , 
29.91, 0.312737, , 
