index	5primepreterm	bkgdpreterm	initiationrate	mutant	proteins_mutant	proteins_yfp0	selpreterm	simulation_time	stallstrengthindex	ps_ratio	stallstrength
63	0.0	0	0.3	ctc10	646	10000	0.0	35001.26	0.0	0.0646	0.02
64	0.0	0	0.3	ctt18	5557	10000	1.0	34861.21	4.0	0.5557	1.25
65	0.0	0	0.3	ctt10	8214	10000	1.0	34960.13	19.0	0.8214	5.0
66	0.0	0	0.3	ctc10	8782	10000	1.0	34773.5	15.0	0.8782	8.0
67	0.0	0	0.3	ctc10	7812	10000	0.0	34580.25	13.0	0.7812	0.28
68	1.0	0	0.3	cta8	583	10000	0.0	35255.25	0.0	0.0583	0.02
69	0.0	0	0.3	ctc8	8700	10000	1.0	34922.67	11.0	0.87	6.0
70	0.0	0	0.3	ctc12	9147	10000	1.0	35292.92	15.0	0.9147	8.0
71	1.0	0	0.3	ctc18	8441	10000	0.0	35007.69	18.0	0.8441	0.95
72	1.0	0	0.3	cta18	4731	10000	0.0	35238.13	11.0	0.4731	0.24
73	1.0	0	0.3	ctc11	3501	10000	0.0	35321.11	2.0	0.3501	0.15
74	0.0	0	0.3	cta8	3816	10000	0.0	35035.4	11.0	0.3816	0.12
75	0.0	0	0.3	ctt18	7773	10000	1.0	34806.52	14.0	0.7773	3.75
76	0.0	0	0.3	cta6	4414	10000	0.0	34739.77	13.0	0.4414	0.14
77	0.0	0	0.3	ctt2	7329	10000	0.0	35125.4	17.0	0.7329	0.36
78	0.0	0	0.3	ctc11	2495	10000	0.0	34748.45	3.0	0.2495	0.08
79	0.0	0	0.3	cta9	2292	10000	0.0	34962.9	6.0	0.2292	0.07
80	0.0	0	0.3	ctt6	7482	10000	1.0	35005.4	11.0	0.7482	3.0
81	0.0	0	0.3	ctt6	4380	10000	0.0	34736.73	6.0	0.438	0.14
82	0.0	0	0.3	ctc18	6573	10000	1.0	34786.08	3.0	0.6573	2.0
83	1.0	0	0.3	cta6	5707	10000	0.0	34583.55	16.0	0.5707	0.34
84	0.0	0	0.3	ctc9	6679	10000	0.0	34988.9	10.0	0.6679	0.22
85	0.0	0	0.3	ctc8	9155	10000	0.0	34751.29	19.0	0.9155	0.4
86	0.0	0	0.3	cta9	4134	10000	0.0	35004.8	12.0	0.4134	0.13
87	0.0	0	0.3	ctc10	8619	10000	0.0	34821.9	15.0	0.8619	0.32
88	0.0	0	0.3	cta12	5192	10000	0.0	34514.68	16.0	0.5192	0.17
89	0.0	0	0.3	ctt2	8370	10000	1.0	34897.92	19.0	0.837	5.0
90	0.0	0	0.3	cta9	2876	10000	1.0	35135.41	7.0	0.2876	0.4
91	1.0	0	0.3	ctc18	4769	10000	0.0	34590.29	4.0	0.4769	0.25
92	0.0	0	0.3	ctc6	5953	10000	1.0	34778.12	2.0	0.5953	1.5
93	0.0	0	0.3	ctt2	7581	10000	1.0	34707.55	12.0	0.7581	3.25
94	0.0	0	0.3	ctc6	8584	10000	1.0	34782.52	10.0	0.8584	5.5
95	0.0	0	0.3	cta10	2296	10000	0.0	35144.98	6.0	0.2296	0.07
96	0.0	0	0.3	ctc11	8924	10000	1.0	35085.87	16.0	0.8924	8.5
97	0.0	0	0.3	ctc9	8657	10000	1.0	35498.51	10.0	0.8657	5.5
98	0.0	0	0.3	ctt2	1308	10000	0.0	34420.87	1.0	0.1308	0.04
99	0.0	0	0.3	cta8	1670	10000	1.0	34904.25	3.0	0.167	0.2
100	0.0	0	0.3	cta2	1400	10000	0.0	34433.53	3.0	0.14	0.04
101	1.0	0	0.3	cta10	4421	10000	0.0	34742.28	10.0	0.4421	0.22
102	0.0	0	0.3	cta6	2892	10000	1.0	35335.63	7.0	0.2892	0.4
103	1.0	0	0.3	cta11	6308	10000	0.0	35330.43	19.0	0.6308	0.4
104	0.0	0	0.3	ctt2	5274	10000	0.0	35028.85	9.0	0.5274	0.2
105	1.0	0	0.3	cta18	4155	10000	0.0	34619.89	9.0	0.4155	0.2
106	1.0	0	0.3	ctc2	6532	10000	0.0	35113.24	8.0	0.6532	0.45
107	0.0	0	0.3	cta12	2044	10000	0.0	34740.14	5.0	0.2044	0.06
108	0.0	0	0.3	cta11	3252	10000	0.0	35145.04	9.0	0.3252	0.1
109	0.0	0	0.3	cta14	4396	10000	1.0	35026.81	15.0	0.4396	0.8
110	0.0	0	0.3	ctc18	7998	10000	0.0	34512.82	13.0	0.7998	0.28
111	1.0	0	0.3	cta11	575	10000	0.0	34965.41	0.0	0.0575	0.02
112	1.0	0	0.3	cta8	4201	10000	0.0	34776.93	9.0	0.4201	0.2
113	1.0	0	0.3	ctc11	2529	10000	0.0	35360.04	1.0	0.2529	0.1
114	0.0	0	0.3	ctc2	7464	10000	0.0	34986.3	19.0	0.7464	0.4
115	1.0	0	0.3	ctt18	1414	10000	0.0	35050.25	0.0	0.1414	0.05
116	0.0	0	0.3	ctc9	1985	10000	0.0	34544.84	2.0	0.1985	0.06
117	1.0	0	0.3	ctc12	7350	10000	0.0	35036.23	11.0	0.735	0.6
118	0.0	0	0.3	ctc14	9212	10000	1.0	35016.78	19.0	0.9212	10.0
119	0.0	0	0.3	ctt2	7409	10000	0.0	34648.82	19.0	0.7409	0.4
120	0.0	0	0.3	ctc14	3870	10000	0.0	34601.63	5.0	0.387	0.12
121	0.0	0	0.3	ctc6	1370	10000	0.0	34705.41	1.0	0.137	0.04
122	1.0	0	0.3	ctc8	5366	10000	0.0	34604.34	5.0	0.5366	0.3
123	0.0	0	0.3	ctt18	6690	10000	0.0	34903.32	10.0	0.669	0.22
124	0.0	0	0.3	cta18	3541	10000	0.0	34657.36	10.0	0.3541	0.11
125	1.0	0	0.3	ctc10	8125	10000	0.0	35459.55	14.0	0.8125	0.75
126	0.0	0	0.3	cta12	850	10000	1.0	34595.33	1.0	0.085	0.1
127	0.0	0	0.3	ctt18	7180	10000	1.0	34669.19	9.0	0.718	2.5
128	0.0	0	0.3	ctc14	6798	10000	0.0	34845.68	10.0	0.6798	0.22
129	0.0	0	0.3	cta18	2476	10000	1.0	34580.76	6.0	0.2476	0.35
130	1.0	0	0.3	cta12	6130	10000	0.0	35088.08	18.0	0.613	0.38
131	1.0	0	0.3	cta12	3207	10000	0.0	35090.66	6.0	0.3207	0.14
132	1.0	0	0.3	ctc6	3399	10000	0.0	34625.45	2.0	0.3399	0.15
133	0.0	0	0.3	ctt2	4097	10000	1.0	35026.39	2.0	0.4097	0.75
134	0.0	0	0.3	ctc18	3837	10000	0.0	34869.09	5.0	0.3837	0.12
135	1.0	0	0.3	ctc14	8021	10000	0.0	35061.45	14.0	0.8021	0.75
136	0.0	0	0.3	ctc14	8119	10000	1.0	34683.98	7.0	0.8119	4.0
137	1.0	0	0.3	ctt10	8015	10000	0.0	35209.39	14.0	0.8015	0.75
138	0.0	0	0.3	ctc10	1368	10000	0.0	34948.24	1.0	0.1368	0.04
139	0.0	0	0.3	cta18	4663	10000	1.0	35079.67	17.0	0.4663	0.9
140	0.0	0	0.3	ctc9	5878	10000	1.0	34235.63	2.0	0.5878	1.5
141	0.0	0	0.3	ctc13	9152	10000	1.0	35489.54	18.0	0.9152	9.5
142	0.0	0	0.3	ctt6	6997	10000	1.0	34875.29	8.0	0.6997	2.25
143	1.0	0	0.3	ctt6	8177	10000	0.0	34558.75	17.0	0.8177	0.9
144	0.0	0	0.3	ctc18	695	10000	0.0	34537.26	0.0	0.0695	0.02
145	0.0	0	0.3	ctc13	8979	10000	1.0	35107.68	14.0	0.8979	7.5
146	1.0	0	0.3	ctc8	6612	10000	0.0	35027.74	8.0	0.6612	0.45
147	1.0	0	0.3	cta12	5934	10000	0.0	34861.49	17.0	0.5934	0.36
148	1.0	0	0.3	ctt2	5815	10000	0.0	35238.78	6.0	0.5815	0.35
149	0.0	0	0.3	ctt18	7941	10000	1.0	34663.11	15.0	0.7941	4.0
150	1.0	0	0.3	ctc10	5874	10000	0.0	34887.51	6.0	0.5874	0.35
151	0.0	0	0.3	ctt2	5988	10000	0.0	34717.67	12.0	0.5988	0.26
152	0.0	0	0.3	ctt10	5092	10000	0.0	35282.43	7.0	0.5092	0.16
153	0.0	0	0.3	ctc8	8893	10000	1.0	34971.42	12.0	0.8893	6.5
154	0.0	0	0.3	cta6	4797	10000	0.0	35626.38	14.0	0.4797	0.15
155	0.0	0	0.3	cta9	4619	10000	1.0	34602.82	17.0	0.4619	0.9
156	1.0	0	0.3	cta6	5899	10000	0.0	34847.71	17.0	0.5899	0.36
157	0.0	0	0.3	cta8	2418	10000	0.0	34155.91	6.0	0.2418	0.07
158	0.0	0	0.3	ctt18	6925	10000	1.0	34666.62	8.0	0.6925	2.25
159	0.0	0	0.3	ctt6	6973	10000	0.0	35103.0	11.0	0.6973	0.24
160	0.0	0	0.3	ctc14	9625	10000	0.0	34938.79	18.0	0.9625	0.38
161	0.0	0	0.3	ctt10	8349	10000	1.0	35413.17	18.0	0.8349	4.75
162	0.0	0	0.3	cta8	5312	10000	0.0	35070.29	16.0	0.5312	0.17
163	0.0	0	0.3	ctc8	8762	10000	1.0	35014.79	14.0	0.8762	7.5
164	0.0	0	0.3	cta18	2362	10000	1.0	34498.21	5.0	0.2362	0.3
165	0.0	0	0.3	cta6	4736	10000	1.0	34491.7	17.0	0.4736	0.9
166	0.0	0	0.3	ctc18	5617	10000	0.0	35062.75	8.0	0.5617	0.18
167	1.0	0	0.3	cta6	4207	10000	0.0	35075.98	9.0	0.4207	0.2
168	0.0	0	0.3	ctc2	5315	10000	0.0	34885.19	9.0	0.5315	0.2
169	0.0	0	0.3	ctc12	2674	10000	0.0	34771.43	3.0	0.2674	0.08
170	0.0	0	0.3	ctt18	5881	10000	1.0	34930.41	5.0	0.5881	1.5
171	0.0	0	0.3	ctt18	9984	10000	0.0	35197.69	19.0	0.9984	0.4
172	1.0	0	0.3	ctc11	7377	10000	0.0	34825.44	11.0	0.7377	0.6
173	1.0	0	0.3	cta6	4586	10000	0.0	34447.82	11.0	0.4586	0.24
174	0.0	0	0.3	ctc9	7551	10000	1.0	35136.39	5.0	0.7551	3.0
175	1.0	0	0.3	cta13	6112	10000	0.0	34813.29	18.0	0.6112	0.38
176	0.0	0	0.3	cta10	2523	10000	1.0	34698.71	6.0	0.2523	0.35
177	0.0	0	0.3	cta12	1337	10000	0.0	34763.95	3.0	0.1337	0.04
178	1.0	0	0.3	ctc9	7612	10000	0.0	35005.65	12.0	0.7612	0.65
179	0.0	0	0.3	ctc8	7775	10000	0.0	34583.67	13.0	0.7775	0.28
180	1.0	0	0.3	ctc8	8249	10000	0.0	35308.09	15.0	0.8249	0.8
181	0.0	0	0.3	ctt6	8127	10000	1.0	35159.71	15.0	0.8127	4.0
182	0.0	0	0.3	cta11	5810	10000	0.0	34819.56	18.0	0.581	0.19
183	0.0	0	0.3	cta14	3303	10000	1.0	34606.44	9.0	0.3303	0.5
184	0.0	0	0.3	ctc8	8738	10000	1.0	34682.89	13.0	0.8738	7.0
185	0.0	0	0.3	ctc11	8535	10000	1.0	34683.93	11.0	0.8535	6.0
186	1.0	0	0.3	cta11	2529	10000	0.0	35360.04	4.0	0.2529	0.1
187	1.0	0	0.3	cta8	2825	10000	0.0	35125.3	5.0	0.2825	0.12
188	0.0	0	0.3	cta10	1699	10000	1.0	34699.81	3.0	0.1699	0.2
189	0.0	0	0.3	cta8	4493	10000	0.0	34888.58	13.0	0.4493	0.14
190	0.0	0	0.3	ctc6	9014	10000	1.0	35212.83	15.0	0.9014	8.0
191	1.0	0	0.3	ctc13	2552	10000	0.0	35053.03	1.0	0.2552	0.1
192	0.0	0	0.3	cta8	3647	10000	0.0	34731.11	10.0	0.3647	0.11
193	0.0	0	0.3	ctc13	7130	10000	1.0	34973.78	4.0	0.713	2.5
194	0.0	0	0.3	cta6	4121	10000	1.0	35157.13	13.0	0.4121	0.7
195	1.0	0	0.3	cta11	2876	10000	0.0	34918.81	5.0	0.2876	0.12
196	1.0	0	0.3	cta10	5484	10000	0.0	35180.09	14.0	0.5484	0.3
197	1.0	0	0.3	ctt2	4719	10000	0.0	35005.46	4.0	0.4719	0.25
198	0.0	0	0.3	ctc13	8108	10000	0.0	34416.28	13.0	0.8108	0.28
199	1.0	0	0.3	ctc12	8669	10000	0.0	34703.54	19.0	0.8669	1.0
200	0.0	0	0.3	ctc12	8688	10000	1.0	34463.67	14.0	0.8688	7.5
201	0.0	0	0.3	ctc2	8682	10000	1.0	34734.37	13.0	0.8682	7.0
202	0.0	0	0.3	cta11	4914	10000	1.0	34420.96	18.0	0.4914	0.95
203	0.0	0	0.3	ctt18	9006	10000	0.0	34948.31	15.0	0.9006	0.32
204	0.0	0	0.3	cta18	4537	10000	0.0	35102.84	13.0	0.4537	0.14
205	0.0	0	0.3	cta13	4807	10000	1.0	34560.83	18.0	0.4807	0.95
206	1.0	0	0.3	ctc6	5743	10000	0.0	34185.66	6.0	0.5743	0.35
207	0.0	0	0.3	cta9	3296	10000	0.0	35107.6	9.0	0.3296	0.1
208	0.0	0	0.3	ctc14	6018	10000	1.0	34967.24	2.0	0.6018	1.5
209	1.0	0	0.3	ctt10	7713	10000	0.0	34892.6	13.0	0.7713	0.7
210	0.0	0	0.3	ctc12	7162	10000	1.0	35020.93	4.0	0.7162	2.5
211	0.0	0	0.3	cta10	3552	10000	0.0	35437.12	10.0	0.3552	0.11
212	1.0	0	0.3	ctc11	8073	10000	0.0	34872.3	15.0	0.8073	0.8
213	0.0	0	0.3	cta13	1017	10000	0.0	34557.99	2.0	0.1017	0.03
214	1.0	0	0.3	cta11	2004	10000	0.0	34478.21	3.0	0.2004	0.08
215	0.0	0	0.3	ctt2	4110	10000	0.0	35288.09	6.0	0.411	0.14
216	0.0	0	0.3	ctc2	7726	10000	1.0	35010.7	6.0	0.7726	3.5
217	0.0	0	0.3	cta11	3956	10000	1.0	34930.07	12.0	0.3956	0.65
218	1.0	0	0.3	cta2	1598	10000	0.0	34456.64	2.0	0.1598	0.06
219	0.0	0	0.3	ctc11	705	10000	0.0	35270.42	0.0	0.0705	0.02
220	0.0	0	0.3	ctc6	8772	10000	0.0	34929.81	18.0	0.8772	0.38
221	1.0	0	0.3	cta10	6314	10000	0.0	35037.54	19.0	0.6314	0.4
222	0.0	0	0.3	ctc13	3264	10000	1.0	34938.79	0.0	0.3264	0.5
223	1.0	0	0.3	ctt6	7331	10000	0.0	34744.7	11.0	0.7331	0.6
224	0.0	0	0.3	cta18	925	10000	1.0	34905.56	1.0	0.0925	0.1
225	1.0	0	0.3	ctc11	6602	10000	0.0	34545.39	8.0	0.6602	0.45
226	0.0	0	0.3	cta9	4415	10000	1.0	34694.8	15.0	0.4415	0.8
227	0.0	0	0.3	ctt18	3269	10000	0.0	34801.38	4.0	0.3269	0.1
228	0.0	0	0.3	ctc18	6641	10000	0.0	34888.67	10.0	0.6641	0.22
229	1.0	0	0.3	ctt14	7264	10000	0.0	35118.09	10.0	0.7264	0.55
230	1.0	0	0.3	ctt2	1380	10000	0.0	34703.82	0.0	0.138	0.05
231	0.0	0	0.3	ctt18	7465	10000	1.0	34786.15	11.0	0.7465	3.0
232	0.0	0	0.3	ctc12	8684	10000	1.0	34199.01	13.0	0.8684	7.0
233	0.0	0	0.3	ctc9	7160	10000	0.0	35137.22	11.0	0.716	0.24
234	0.0	0	0.3	ctt14	4371	10000	1.0	35119.78	2.0	0.4371	0.75
235	0.0	0	0.3	cta18	1372	10000	0.0	34655.61	3.0	0.1372	0.04
236	1.0	0	0.3	ctt14	6238	10000	0.0	35273.35	7.0	0.6238	0.4
237	1.0	0	0.3	ctc14	1327	10000	0.0	34457.64	0.0	0.1327	0.05
238	1.0	0	0.3	ctc10	7476	10000	0.0	35115.88	11.0	0.7476	0.6
239	0.0	0	0.3	ctc18	8670	10000	1.0	35071.57	12.0	0.867	6.5
240	0.0	0	0.3	cta6	3060	10000	1.0	34298.68	8.0	0.306	0.45
241	0.0	0	0.3	cta14	3421	10000	1.0	35297.03	10.0	0.3421	0.55
242	0.0	0	0.3	cta14	4166	10000	1.0	34925.45	13.0	0.4166	0.7
243	1.0	0	0.3	ctt2	7918	10000	0.0	34334.15	15.0	0.7918	0.8
244	0.0	0	0.3	ctc6	7261	10000	0.0	35002.21	12.0	0.7261	0.26
245	1.0	0	0.3	ctt6	7681	10000	0.0	35245.9	12.0	0.7681	0.65
246	1.0	0	0.3	cta12	1545	10000	0.0	35053.82	2.0	0.1545	0.06
247	0.0	0	0.3	ctc6	8779	10000	1.0	34493.6	14.0	0.8779	7.5
248	1.0	0	0.3	cta2	2464	10000	0.0	34297.58	4.0	0.2464	0.1
249	0.0	0	0.3	cta13	4581	10000	0.0	35008.62	13.0	0.4581	0.14
250	0.0	0	0.3	cta11	1449	10000	0.0	34940.63	3.0	0.1449	0.04
251	1.0	0	0.3	cta8	2549	10000	0.0	34741.1	4.0	0.2549	0.1
252	1.0	0	0.3	ctc12	7664	10000	0.0	35076.8	12.0	0.7664	0.65
253	1.0	0	0.3	ctt18	8009	10000	0.0	34679.62	15.0	0.8009	0.8
254	1.0	0	0.3	cta2	3265	10000	0.0	34719.97	6.0	0.3265	0.14
255	1.0	0	0.3	cta12	5664	10000	0.0	34458.0	16.0	0.5664	0.34
256	0.0	0	0.3	cta8	2328	10000	1.0	34342.95	5.0	0.2328	0.3
257	1.0	0	0.3	ctc14	7172	10000	0.0	34722.92	10.0	0.7172	0.55
258	1.0	0	0.3	ctc10	2477	10000	0.0	34833.73	1.0	0.2477	0.1
259	1.0	0	0.3	ctc10	6947	10000	0.0	35164.79	9.0	0.6947	0.5
260	0.0	0	0.3	ctt14	3446	10000	1.0	34670.15	1.0	0.3446	0.5
261	0.0	0	0.3	cta6	5054	10000	0.0	34872.73	15.0	0.5054	0.16
262	0.0	0	0.3	cta2	2530	10000	1.0	34964.44	6.0	0.253	0.35
263	0.0	0	0.3	ctt10	2615	10000	0.0	34550.68	3.0	0.2615	0.08
264	1.0	0	0.3	cta12	5005	10000	0.0	34812.36	12.0	0.5005	0.26
265	0.0	0	0.3	ctc2	8853	10000	1.0	34991.0	17.0	0.8853	9.0
266	1.0	0	0.3	ctc11	5414	10000	0.0	34689.38	5.0	0.5414	0.3
267	0.0	0	0.3	ctt10	4334	10000	0.0	34525.27	6.0	0.4334	0.14
268	0.0	0	0.3	ctc6	7766	10000	1.0	34364.02	7.0	0.7766	4.0
269	0.0	0	0.3	ctt14	7819	10000	1.0	34956.32	14.0	0.7819	3.75
270	1.0	0	0.3	cta14	6016	10000	0.0	35163.03	17.0	0.6016	0.36
271	1.0	0	0.3	ctc9	7212	10000	0.0	35057.53	10.0	0.7212	0.55
272	1.0	0	0.3	ctc2	7159	10000	0.0	34376.16	11.0	0.7159	0.6
273	0.0	0	0.3	cta18	3429	10000	1.0	34766.63	9.0	0.3429	0.5
274	0.0	0	0.3	ctc9	8735	10000	1.0	34229.99	18.0	0.8735	9.5
275	0.0	0	0.3	ctc13	8369	10000	1.0	34611.87	11.0	0.8369	6.0
276	0.0	0	0.3	cta11	3425	10000	1.0	34848.41	10.0	0.3425	0.55
277	1.0	0	0.3	ctt18	7478	10000	0.0	35107.55	11.0	0.7478	0.6
278	1.0	0	0.3	ctc10	4166	10000	0.0	34890.37	3.0	0.4166	0.2
279	1.0	0	0.3	cta6	3884	10000	0.0	34663.16	8.0	0.3884	0.18
280	0.0	0	0.3	cta9	2226	10000	1.0	34709.22	5.0	0.2226	0.3
281	1.0	0	0.3	cta11	4669	10000	0.0	35850.76	10.0	0.4669	0.22
282	0.0	0	0.3	cta8	1662	10000	0.0	34707.97	4.0	0.1662	0.05
283	1.0	0	0.3	ctt6	5414	10000	0.0	35182.99	5.0	0.5414	0.3
284	0.0	0	0.3	ctc8	8679	10000	0.0	34960.51	16.0	0.8679	0.34
285	0.0	0	0.3	ctc9	8718	10000	1.0	35361.25	12.0	0.8718	6.5
286	0.0	0	0.3	ctc6	8294	10000	1.0	34792.68	9.0	0.8294	5.0
287	1.0	0	0.3	ctc13	1418	10000	0.0	34653.23	0.0	0.1418	0.05
288	1.0	0	0.3	ctc2	8111	10000	0.0	35003.25	15.0	0.8111	0.8
289	0.0	0	0.3	ctt18	8144	10000	1.0	34664.13	16.0	0.8144	4.25
290	0.0	0	0.3	cta12	3315	10000	1.0	34825.04	9.0	0.3315	0.5
291	1.0	0	0.3	cta6	2845	10000	0.0	34684.86	5.0	0.2845	0.12
292	1.0	0	0.3	ctc2	6826	10000	0.0	34769.82	9.0	0.6826	0.5
293	1.0	0	0.3	ctc11	8621	10000	0.0	34745.6	19.0	0.8621	1.0
294	1.0	0	0.3	cta12	2883	10000	0.0	34845.79	5.0	0.2883	0.12
295	0.0	0	0.3	cta2	3594	10000	1.0	34857.12	11.0	0.3594	0.6
296	0.0	0	0.3	cta13	3090	10000	1.0	34828.57	8.0	0.309	0.45
297	0.0	0	0.3	ctc13	1303	10000	0.0	34803.72	1.0	0.1303	0.04
298	1.0	0	0.3	cta8	2072	10000	0.0	34974.84	3.0	0.2072	0.08
299	0.0	0	0.3	ctt18	8346	10000	1.0	35559.02	17.0	0.8346	4.5
300	0.0	0	0.3	cta9	4500	10000	0.0	34798.82	13.0	0.45	0.14
301	1.0	0	0.3	ctt18	7855	10000	0.0	34825.16	14.0	0.7855	0.75
302	1.0	0	0.3	ctt10	7099	10000	0.0	34938.77	10.0	0.7099	0.55
303	0.0	0	0.3	ctt10	8799	10000	0.0	34745.27	16.0	0.8799	0.34
304	0.0	0	0.3	ctc10	7854	10000	1.0	35190.73	6.0	0.7854	3.5
305	1.0	0	0.3	cta18	5470	10000	0.0	34488.76	15.0	0.547	0.32
306	0.0	0	0.3	ctc12	8215	10000	1.0	35267.93	8.0	0.8215	4.5
307	1.0	0	0.3	ctc8	8686	10000	0.0	35482.13	19.0	0.8686	1.0
308	0.0	0	0.3	cta8	481	10000	1.0	34677.87	0.0	0.0481	0.05
309	1.0	0	0.3	cta18	5945	10000	0.0	35192.86	17.0	0.5945	0.36
310	1.0	0	0.3	ctt14	4814	10000	0.0	34606.6	4.0	0.4814	0.25
