index	5primepreterm	bkgdpreterm	initiationrate	mutant	proteins_mutant	proteins_yfp0	selpreterm	simulation_time	stallstrengthindex	ps_ratio	stallstrength
311	1.0	0	0.3	ctt6	5844	10000	0.0	34853.17	6.0	0.5844	0.35
312	1.0	0	0.3	cta2	4835	10000	0.0	34703.07	12.0	0.4835	0.26
313	0.0	0	0.3	ctc11	6570	10000	0.0	34725.49	10.0	0.657	0.22
314	0.0	0	0.3	ctc2	8367	10000	1.0	34760.19	10.0	0.8367	5.5
315	0.0	0	0.3	ctt14	2681	10000	0.0	34519.12	3.0	0.2681	0.08
316	1.0	0	0.3	ctc9	7803	10000	0.0	35279.83	13.0	0.7803	0.7
317	1.0	0	0.3	ctc6	7462	10000	0.0	35330.71	11.0	0.7462	0.6
318	0.0	0	0.3	cta10	4603	10000	1.0	34945.13	16.0	0.4603	0.85
319	0.0	0	0.3	cta12	683	10000	0.0	35169.48	1.0	0.0683	0.02
320	1.0	0	0.3	cta10	4166	10000	0.0	34890.37	9.0	0.4166	0.2
321	0.0	0	0.3	ctc2	4181	10000	0.0	35426.36	6.0	0.4181	0.14
322	0.0	0	0.3	cta9	900	10000	1.0	34529.03	1.0	0.09	0.1
323	1.0	0	0.3	cta11	6042	10000	0.0	35163.54	17.0	0.6042	0.36
324	0.0	0	0.3	cta6	5665	10000	0.0	34620.99	18.0	0.5665	0.19
325	0.0	0	0.3	cta12	1220	10000	1.0	34802.72	2.0	0.122	0.15
326	1.0	0	0.3	cta12	4470	10000	0.0	34824.96	10.0	0.447	0.22
327	0.0	0	0.3	cta11	346	10000	0.0	35110.15	0.0	0.0346	0.01
328	0.0	0	0.3	cta12	339	10000	0.0	35013.72	0.0	0.0339	0.01
329	1.0	0	0.3	ctt6	6576	10000	0.0	34885.85	8.0	0.6576	0.45
330	0.0	0	0.3	cta8	915	10000	1.0	35267.62	1.0	0.0915	0.1
331	0.0	0	0.3	ctc13	680	10000	0.0	34945.98	0.0	0.068	0.02
332	0.0	0	0.3	ctc13	8827	10000	1.0	34905.0	16.0	0.8827	8.5
333	0.0	0	0.3	ctt10	8839	10000	0.0	34295.29	17.0	0.8839	0.36
334	0.0	0	0.3	ctt18	3936	10000	0.0	35452.91	5.0	0.3936	0.12
335	0.0	0	0.3	ctt6	5034	10000	1.0	35240.49	3.0	0.5034	1.0
336	0.0	0	0.3	ctt18	6191	10000	0.0	35204.95	9.0	0.6191	0.2
337	0.0	0	0.3	ctt14	7803	10000	1.0	35494.68	12.0	0.7803	3.25
338	1.0	0	0.3	ctc2	4772	10000	0.0	34680.0	4.0	0.4772	0.25
339	0.0	0	0.3	ctc18	8628	10000	0.0	34724.77	14.0	0.8628	0.3
340	1.0	0	0.3	cta8	4708	10000	0.0	34788.72	11.0	0.4708	0.24
341	0.0	0	0.3	cta2	4292	10000	0.0	34659.4	15.0	0.4292	0.16
342	0.0	0	0.3	cta11	4230	10000	1.0	34726.44	14.0	0.423	0.75
343	0.0	0	0.3	ctt6	8391	10000	1.0	34861.44	19.0	0.8391	5.0
344	0.0	0	0.3	cta10	5102	10000	0.0	33821.47	16.0	0.5102	0.17
345	0.0	0	0.3	ctt10	2053	10000	0.0	34958.96	2.0	0.2053	0.06
346	0.0	0	0.3	ctc10	8440	10000	1.0	35430.83	9.0	0.844	5.0
347	0.0	0	0.3	ctc10	8448	10000	1.0	34986.97	11.0	0.8448	6.0
348	0.0	0	0.3	cta9	1304	10000	0.0	34747.03	3.0	0.1304	0.04
349	1.0	0	0.3	ctc14	7996	10000	0.0	34866.32	15.0	0.7996	0.8
350	0.0	0	0.3	ctt14	4452	10000	0.0	34894.03	6.0	0.4452	0.14
351	0.0	0	0.3	ctc11	3252	10000	0.0	35145.04	4.0	0.3252	0.1
352	0.0	0	0.3	cta13	3908	10000	1.0	34775.57	12.0	0.3908	0.65
353	0.0	0	0.3	cta11	5097	10000	0.0	34748.29	15.0	0.5097	0.16
354	0.0	0	0.3	cta2	4671	10000	1.0	34925.86	17.0	0.4671	0.9
355	1.0	0	0.3	cta13	1588	10000	0.0	35124.6	2.0	0.1588	0.06
356	1.0	0	0.3	ctc18	8144	10000	0.0	35430.16	14.0	0.8144	0.75
357	1.0	0	0.3	cta14	2072	10000	0.0	34578.67	3.0	0.2072	0.08
358	0.0	0	0.3	ctt14	8028	10000	1.0	35044.39	16.0	0.8028	4.25
359	0.0	0	0.3	cta14	5861	10000	0.0	34453.7	18.0	0.5861	0.19
360	0.0	0	0.3	cta12	2865	10000	1.0	34441.48	7.0	0.2865	0.4
361	0.0	0	0.3	cta13	3477	10000	0.0	34657.65	10.0	0.3477	0.11
362	0.0	0	0.3	cta12	4906	10000	1.0	34885.2	18.0	0.4906	0.95
363	0.0	0	0.3	cta14	2937	10000	1.0	34969.39	7.0	0.2937	0.4
364	1.0	0	0.3	cta12	5557	10000	0.0	34727.38	15.0	0.5557	0.32
365	0.0	0	0.3	ctc9	677	10000	0.0	34541.19	0.0	0.0677	0.02
366	1.0	0	0.3	cta14	3605	10000	0.0	34769.96	7.0	0.3605	0.16
367	0.0	0	0.3	ctc18	2612	10000	0.0	34995.63	3.0	0.2612	0.08
368	0.0	0	0.3	cta11	3474	10000	1.0	35122.18	9.0	0.3474	0.5
369	1.0	0	0.3	cta13	4896	10000	0.0	34906.26	12.0	0.4896	0.26
370	0.0	0	0.3	cta18	3444	10000	1.0	34746.23	10.0	0.3444	0.55
371	0.0	0	0.3	cta11	1648	10000	0.0	34132.11	4.0	0.1648	0.05
372	1.0	0	0.3	cta10	4898	10000	0.0	34638.39	12.0	0.4898	0.26
373	1.0	0	0.3	ctc6	5486	10000	0.0	35099.16	5.0	0.5486	0.3
374	0.0	0	0.3	cta11	3860	10000	0.0	34894.01	11.0	0.386	0.12
375	0.0	0	0.3	cta13	680	10000	0.0	34945.98	1.0	0.068	0.02
376	0.0	0	0.3	cta18	2364	10000	0.0	35422.05	6.0	0.2364	0.07
377	0.0	0	0.3	cta18	1088	10000	0.0	34693.16	2.0	0.1088	0.03
378	0.0	0	0.3	ctc6	7142	10000	1.0	35220.48	4.0	0.7142	2.5
379	1.0	0	0.3	cta8	5823	10000	0.0	34287.12	17.0	0.5823	0.36
380	1.0	0	0.3	ctt6	6154	10000	0.0	34485.05	7.0	0.6154	0.4
381	1.0	0	0.3	ctt10	2459	10000	0.0	34702.05	1.0	0.2459	0.1
382	0.0	0	0.3	ctt10	7704	10000	1.0	34727.47	14.0	0.7704	3.75
383	1.0	0	0.3	cta14	4138	10000	0.0	34987.51	9.0	0.4138	0.2
384	1.0	0	0.3	ctc18	8574	10000	0.0	35139.03	19.0	0.8574	1.0
385	1.0	0	0.3	ctc6	8529	10000	0.0	35111.53	17.0	0.8529	0.9
386	0.0	0	0.3	ctc13	9129	10000	0.0	34979.67	15.0	0.9129	0.32
387	0.0	0	0.3	ctc8	2558	10000	0.0	34733.19	3.0	0.2558	0.08
388	0.0	0	0.3	cta13	4643	10000	1.0	35486.47	16.0	0.4643	0.85
389	0.0	0	0.3	ctc14	9182	10000	0.0	34600.41	16.0	0.9182	0.34
390	0.0	0	0.3	ctc2	2590	10000	0.0	34727.96	3.0	0.259	0.08
391	0.0	0	0.3	ctt2	2490	10000	0.0	34985.91	3.0	0.249	0.08
392	0.0	0	0.3	cta8	3352	10000	0.0	35100.43	9.0	0.3352	0.1
393	1.0	0	0.3	ctt18	3391	10000	0.0	34764.72	2.0	0.3391	0.15
394	0.0	0	0.3	cta9	3535	10000	0.0	34854.29	10.0	0.3535	0.11
395	1.0	0	0.3	ctc13	7456	10000	0.0	35121.38	11.0	0.7456	0.6
396	0.0	0	0.3	ctt18	705	10000	0.0	34214.0	0.0	0.0705	0.02
397	1.0	0	0.3	ctc11	7401	10000	0.0	35357.65	10.0	0.7401	0.55
398	1.0	0	0.3	cta10	6098	10000	0.0	34859.23	18.0	0.6098	0.38
399	0.0	0	0.3	ctc18	7806	10000	0.0	35424.82	12.0	0.7806	0.26
400	0.0	0	0.3	ctc14	7503	10000	1.0	35281.15	5.0	0.7503	3.0
401	1.0	0	0.3	cta10	2477	10000	0.0	34833.73	4.0	0.2477	0.1
402	0.0	0	0.3	ctt10	3867	10000	0.0	35112.78	5.0	0.3867	0.12
403	0.0	0	0.3	cta18	4212	10000	1.0	34335.15	14.0	0.4212	0.75
404	0.0	0	0.3	ctt6	5692	10000	1.0	35178.37	4.0	0.5692	1.25
405	0.0	0	0.3	ctt6	7763	10000	0.0	34419.94	14.0	0.7763	0.3
406	1.0	0	0.3	cta2	4160	10000	0.0	34801.1	9.0	0.416	0.2
407	1.0	0	0.3	ctt14	4205	10000	0.0	34910.69	3.0	0.4205	0.2
408	1.0	0	0.3	cta9	632	10000	0.0	34950.79	0.0	0.0632	0.02
409	0.0	0	0.3	cta10	4246	10000	0.0	34974.59	12.0	0.4246	0.13
410	1.0	0	0.3	cta14	5333	10000	0.0	34607.03	14.0	0.5333	0.3
411	1.0	0	0.3	ctc18	1348	10000	0.0	34551.06	0.0	0.1348	0.05
412	0.0	0	0.3	ctc6	3259	10000	1.0	34172.51	0.0	0.3259	0.5
413	1.0	0	0.3	ctt10	8221	10000	0.0	34737.9	16.0	0.8221	0.85
414	0.0	0	0.3	cta2	1791	10000	1.0	34563.28	4.0	0.1791	0.25
415	0.0	0	0.3	ctc9	2637	10000	0.0	35572.44	3.0	0.2637	0.08
416	1.0	0	0.3	cta13	6310	10000	0.0	34834.83	19.0	0.631	0.4
417	0.0	0	0.3	cta10	4917	10000	1.0	35039.11	18.0	0.4917	0.95
418	0.0	0	0.3	ctc11	7430	10000	1.0	35737.88	4.0	0.743	2.5
419	0.0	0	0.3	ctt6	8872	10000	0.0	34427.79	19.0	0.8872	0.4
420	0.0	0	0.3	cta13	2907	10000	1.0	34563.11	7.0	0.2907	0.4
421	0.0	0	0.3	cta11	3547	10000	0.0	34769.12	10.0	0.3547	0.11
422	1.0	0	0.3	cta18	1602	10000	0.0	35377.09	2.0	0.1602	0.06
423	1.0	0	0.3	cta11	4231	10000	0.0	34956.58	9.0	0.4231	0.2
424	0.0	0	0.3	ctc8	7300	10000	1.0	34917.67	4.0	0.73	2.5
425	0.0	0	0.3	cta12	4227	10000	1.0	34601.37	14.0	0.4227	0.75
426	0.0	0	0.3	ctt18	1988	10000	0.0	34807.41	2.0	0.1988	0.06
427	0.0	0	0.3	cta6	1276	10000	1.0	35112.95	2.0	0.1276	0.15
428	1.0	0	0.3	ctc11	5855	10000	0.0	35530.79	6.0	0.5855	0.35
429	1.0	0	0.3	cta11	3986	10000	0.0	35340.65	8.0	0.3986	0.18
430	0.0	0	0.3	ctc11	8469	10000	1.0	34868.4	10.0	0.8469	5.5
431	0.0	0	0.3	ctc13	4062	10000	0.0	35443.32	5.0	0.4062	0.12
432	1.0	0	0.3	ctc18	4155	10000	0.0	34619.89	3.0	0.4155	0.2
433	0.0	0	0.3	cta12	5058	10000	0.0	35096.07	15.0	0.5058	0.16
434	0.0	0	0.3	ctc14	8647	10000	1.0	34792.25	13.0	0.8647	7.0
435	0.0	0	0.3	ctc10	8949	10000	1.0	34581.52	18.0	0.8949	9.5
436	0.0	0	0.3	cta6	4873	10000	1.0	34587.01	18.0	0.4873	0.95
437	0.0	0	0.3	cta10	6170	10000	0.0	34700.47	19.0	0.617	0.2
438	0.0	0	0.3	cta13	3264	10000	1.0	34938.79	9.0	0.3264	0.5
439	0.0	0	0.3	cta18	1707	10000	0.0	34841.3	4.0	0.1707	0.05
440	0.0	0	0.3	ctt2	5522	10000	1.0	34544.02	4.0	0.5522	1.25
441	0.0	0	0.3	ctt14	8585	10000	0.0	34809.29	14.0	0.8585	0.3
442	1.0	0	0.3	ctt2	6811	10000	0.0	34841.98	9.0	0.6811	0.5
443	0.0	0	0.3	ctc10	8990	10000	1.0	34848.58	19.0	0.899	10.0
444	0.0	0	0.3	ctc9	8980	10000	1.0	35208.85	14.0	0.898	7.5
445	1.0	0	0.3	ctt18	4778	10000	0.0	34680.35	4.0	0.4778	0.25
446	0.0	0	0.3	ctt18	3471	10000	1.0	34860.76	1.0	0.3471	0.5
447	1.0	0	0.3	ctt2	7956	10000	0.0	34283.0	16.0	0.7956	0.85
448	0.0	0	0.3	ctc8	6782	10000	0.0	35372.9	10.0	0.6782	0.22
449	0.0	0	0.3	ctt14	9886	10000	0.0	35572.5	18.0	0.9886	0.38
450	0.0	0	0.3	ctc13	7611	10000	1.0	34414.44	6.0	0.7611	3.5
451	1.0	0	0.3	ctt14	8131	10000	0.0	35176.8	14.0	0.8131	0.75
452	0.0	0	0.3	ctt14	7613	10000	0.0	34729.67	12.0	0.7613	0.26
453	0.0	0	0.3	ctt14	7562	10000	1.0	35019.28	11.0	0.7562	3.0
454	0.0	0	0.3	cta11	6211	10000	0.0	34755.92	19.0	0.6211	0.2
455	0.0	0	0.3	ctt6	7100	10000	1.0	35128.14	9.0	0.71	2.5
456	0.0	0	0.3	ctt10	8357	10000	1.0	35273.3	17.0	0.8357	4.5
457	0.0	0	0.3	ctc2	8036	10000	1.0	34903.08	9.0	0.8036	5.0
458	1.0	0	0.3	ctc10	6743	10000	0.0	35010.46	8.0	0.6743	0.45
459	0.0	0	0.3	ctc14	8292	10000	1.0	35100.99	9.0	0.8292	5.0
460	0.0	0	0.3	cta6	4072	10000	0.0	34839.98	12.0	0.4072	0.13
461	1.0	0	0.3	cta10	4635	10000	0.0	34770.32	11.0	0.4635	0.24
462	1.0	0	0.3	ctt18	6599	10000	0.0	35243.38	8.0	0.6599	0.45
463	1.0	0	0.3	ctc2	2464	10000	0.0	34297.58	1.0	0.2464	0.1
464	0.0	0	0.3	ctc6	2016	10000	0.0	34367.32	2.0	0.2016	0.06
465	0.0	0	0.3	ctt18	5087	10000	0.0	34950.88	7.0	0.5087	0.16
466	0.0	0	0.3	ctc13	9076	10000	1.0	35190.94	17.0	0.9076	9.0
467	1.0	0	0.3	cta6	1127	10000	0.0	34969.93	1.0	0.1127	0.04
468	1.0	0	0.3	ctc13	4836	10000	0.0	34499.79	4.0	0.4836	0.25
469	0.0	0	0.3	ctc13	3356	10000	0.0	34633.39	4.0	0.3356	0.1
470	1.0	0	0.3	ctc6	8028	10000	0.0	34513.95	15.0	0.8028	0.8
471	0.0	0	0.3	ctt2	697	10000	0.0	35124.75	0.0	0.0697	0.02
472	0.0	0	0.3	cta9	2944	10000	0.0	34519.38	8.0	0.2944	0.09
473	0.0	0	0.3	ctc14	2629	10000	0.0	34935.13	3.0	0.2629	0.08
474	0.0	0	0.3	cta14	5339	10000	0.0	34856.71	16.0	0.5339	0.17
475	1.0	0	0.3	cta2	3527	10000	0.0	34751.47	7.0	0.3527	0.16
476	1.0	0	0.3	cta9	6241	10000	0.0	34764.01	19.0	0.6241	0.4
477	0.0	0	0.3	cta18	3118	10000	1.0	34641.84	8.0	0.3118	0.45
478	0.0	0	0.3	cta2	3460	10000	1.0	34974.41	10.0	0.346	0.55
479	0.0	0	0.3	ctc11	4944	10000	1.0	34478.59	1.0	0.4944	1.0
480	1.0	0	0.3	ctt18	7596	10000	0.0	34668.12	12.0	0.7596	0.65
481	1.0	0	0.3	ctc9	7355	10000	0.0	34854.51	11.0	0.7355	0.6
482	0.0	0	0.3	ctc6	8832	10000	1.0	34505.17	16.0	0.8832	8.5
483	0.0	0	0.3	ctt14	1389	10000	0.0	34619.45	1.0	0.1389	0.04
484	0.0	0	0.3	ctc2	5797	10000	1.0	35012.09	2.0	0.5797	1.5
485	0.0	0	0.3	ctc14	688	10000	0.0	34879.95	0.0	0.0688	0.02
486	1.0	0	0.3	cta18	2020	10000	0.0	35264.82	3.0	0.202	0.08
487	1.0	0	0.3	cta13	5598	10000	0.0	35188.29	15.0	0.5598	0.32
488	0.0	0	0.3	ctt6	7645	10000	0.0	34713.93	13.0	0.7645	0.28
489	1.0	0	0.3	ctc11	8499	10000	0.0	35010.57	18.0	0.8499	0.95
490	1.0	0	0.3	cta13	2043	10000	0.0	34603.74	3.0	0.2043	0.08
491	1.0	0	0.3	ctc6	4820	10000	0.0	35116.98	4.0	0.482	0.25
492	0.0	0	0.3	cta8	2032	10000	1.0	34750.03	4.0	0.2032	0.25
493	0.0	0	0.3	ctt14	9452	10000	0.0	34829.38	17.0	0.9452	0.36
494	1.0	0	0.3	ctc18	5932	10000	0.0	34850.6	6.0	0.5932	0.35
495	0.0	0	0.3	ctc12	9645	10000	0.0	34787.81	19.0	0.9645	0.4
496	0.0	0	0.3	cta18	3968	10000	1.0	34578.49	12.0	0.3968	0.65
497	0.0	0	0.3	ctt2	1901	10000	0.0	34939.26	2.0	0.1901	0.06
498	0.0	0	0.3	cta6	875	10000	1.0	34531.59	1.0	0.0875	0.1
499	1.0	0	0.3	cta18	5952	10000	0.0	34248.32	18.0	0.5952	0.38
500	0.0	0	0.3	ctc11	8592	10000	1.0	34926.57	12.0	0.8592	6.5
501	1.0	0	0.3	ctc8	7009	10000	0.0	35271.77	9.0	0.7009	0.5
502	1.0	0	0.3	ctc12	6859	10000	0.0	34818.62	9.0	0.6859	0.5
503	1.0	0	0.3	cta8	4927	10000	0.0	34832.98	12.0	0.4927	0.26
504	1.0	0	0.3	ctt10	4126	10000	0.0	34676.81	3.0	0.4126	0.2
505	0.0	0	0.3	ctc12	5064	10000	1.0	35100.52	1.0	0.5064	1.0
506	1.0	0	0.3	ctt14	8472	10000	0.0	34415.02	19.0	0.8472	1.0
507	0.0	0	0.3	cta12	1958	10000	1.0	34591.72	4.0	0.1958	0.25
508	1.0	0	0.3	ctc13	8521	10000	0.0	34963.98	18.0	0.8521	0.95
509	0.0	0	0.3	ctc14	7440	10000	0.0	35632.92	11.0	0.744	0.24
510	0.0	0	0.3	ctc9	7096	10000	1.0	34699.77	4.0	0.7096	2.5
511	0.0	0	0.3	cta14	5702	10000	0.0	35296.45	17.0	0.5702	0.18
512	1.0	0	0.3	ctc10	8340	10000	0.0	34580.09	18.0	0.834	0.95
513	0.0	0	0.3	cta9	496	10000	1.0	34564.94	0.0	0.0496	0.05
514	0.0	0	0.3	ctc18	9513	10000	0.0	34604.17	17.0	0.9513	0.36
515	1.0	0	0.3	ctt14	7647	10000	0.0	35369.71	11.0	0.7647	0.6
516	0.0	0	0.3	cta10	2890	10000	1.0	34661.78	7.0	0.289	0.4
517	0.0	0	0.3	ctc11	8197	10000	1.0	34789.35	8.0	0.8197	4.5
518	0.0	0	0.3	ctc13	8650	10000	0.0	34723.1	14.0	0.865	0.3
519	0.0	0	0.3	cta6	3928	10000	1.0	34447.02	12.0	0.3928	0.65
520	0.0	0	0.3	ctc6	3326	10000	0.0	34854.25	4.0	0.3326	0.1
521	0.0	0	0.3	cta10	3220	10000	0.0	34924.25	9.0	0.322	0.1
522	1.0	0	0.3	cta12	4254	10000	0.0	35240.54	9.0	0.4254	0.2
523	1.0	0	0.3	ctt10	3498	10000	0.0	35160.49	2.0	0.3498	0.15
524	0.0	0	0.3	ctc8	8763	10000	0.0	35006.49	17.0	0.8763	0.36
525	1.0	0	0.3	ctt6	8460	10000	0.0	34705.14	18.0	0.846	0.95
526	0.0	0	0.3	ctc10	6979	10000	0.0	34989.51	11.0	0.6979	0.24
527	0.0	0	0.3	ctc8	9111	10000	0.0	35150.31	18.0	0.9111	0.38
528	0.0	0	0.3	cta12	2371	10000	0.0	34782.91	6.0	0.2371	0.07
529	0.0	0	0.3	cta11	858	10000	1.0	34758.12	1.0	0.0858	0.1
530	1.0	0	0.3	ctc6	6343	10000	0.0	35414.54	7.0	0.6343	0.4
531	0.0	0	0.3	ctc13	8930	10000	1.0	35319.62	15.0	0.893	8.0
532	1.0	0	0.3	ctt6	6948	10000	0.0	35239.45	9.0	0.6948	0.5
533	1.0	0	0.3	ctc9	5450	10000	0.0	35232.55	5.0	0.545	0.3
534	0.0	0	0.3	ctc6	8130	10000	1.0	34984.08	8.0	0.813	4.5
535	0.0	0	0.3	ctt10	3375	10000	0.0	34731.22	4.0	0.3375	0.1
536	1.0	0	0.3	cta10	5584	10000	0.0	34070.31	16.0	0.5584	0.34
537	0.0	0	0.3	ctt2	7336	10000	1.0	34488.54	11.0	0.7336	3.0
538	1.0	0	0.3	ctc12	7704	10000	0.0	34509.44	13.0	0.7704	0.7
539	0.0	0	0.3	ctc8	7026	10000	0.0	34768.64	11.0	0.7026	0.24
540	0.0	0	0.3	ctc10	9049	10000	1.0	35203.08	16.0	0.9049	8.5
541	1.0	0	0.3	ctc6	7725	10000	0.0	34590.32	13.0	0.7725	0.7
542	0.0	0	0.3	cta2	4685	10000	1.0	34440.43	18.0	0.4685	0.95
543	1.0	0	0.3	cta18	4370	10000	0.0	34669.07	10.0	0.437	0.22
544	0.0	0	0.3	cta11	1965	10000	1.0	35484.14	4.0	0.1965	0.25
545	0.0	0	0.3	cta9	1259	10000	1.0	34745.3	2.0	0.1259	0.15
546	0.0	0	0.3	ctt10	1347	10000	0.0	34732.25	1.0	0.1347	0.04
547	0.0	0	0.3	ctt6	8637	10000	0.0	35175.35	17.0	0.8637	0.36
548	0.0	0	0.3	ctt18	4520	10000	0.0	34831.44	6.0	0.452	0.14
549	0.0	0	0.3	cta10	3833	10000	1.0	35193.42	11.0	0.3833	0.6
550	0.0	0	0.3	cta13	5355	10000	0.0	35246.15	16.0	0.5355	0.17
551	0.0	0	0.3	cta18	4207	10000	1.0	34722.22	13.0	0.4207	0.7
552	0.0	0	0.3	ctc13	9787	10000	0.0	34854.6	19.0	0.9787	0.4
553	0.0	0	0.3	ctc9	8125	10000	1.0	34542.19	8.0	0.8125	4.5
554	0.0	0	0.3	ctt14	8361	10000	1.0	35440.25	18.0	0.8361	4.75
555	1.0	0	0.3	ctc18	6538	10000	0.0	34846.76	8.0	0.6538	0.45
556	0.0	0	0.3	cta2	1024	10000	0.0	35056.73	2.0	0.1024	0.03
557	0.0	0	0.3	cta13	918	10000	1.0	34604.66	1.0	0.0918	0.1
558	0.0	0	0.3	cta12	5857	10000	0.0	34915.91	18.0	0.5857	0.19
559	0.0	0	0.3	cta2	4862	10000	0.0	35121.71	17.0	0.4862	0.18
560	0.0	0	0.3	ctt2	6120	10000	0.0	34474.42	13.0	0.612	0.28
561	1.0	0	0.3	ctt14	8198	10000	0.0	34552.45	17.0	0.8198	0.9
562	1.0	0	0.3	cta10	3164	10000	0.0	34746.27	6.0	0.3164	0.14
563	0.0	0	0.3	ctc6	7845	10000	1.0	35055.15	6.0	0.7845	3.5
564	0.0	0	0.3	ctc18	6036	10000	1.0	34967.6	2.0	0.6036	1.5
565	0.0	0	0.3	cta2	3937	10000	1.0	34858.95	13.0	0.3937	0.7
566	1.0	0	0.3	ctc6	6814	10000	0.0	34657.47	9.0	0.6814	0.5
567	0.0	0	0.3	ctt2	6947	10000	0.0	34635.29	16.0	0.6947	0.34
568	0.0	0	0.3	cta11	471	10000	1.0	34743.22	0.0	0.0471	0.05
569	1.0	0	0.3	ctc14	5333	10000	0.0	34607.03	5.0	0.5333	0.3
570	0.0	0	0.3	ctc10	8545	10000	1.0	34977.59	10.0	0.8545	5.5
571	1.0	0	0.3	cta9	6078	10000	0.0	34841.8	18.0	0.6078	0.38
572	0.0	0	0.3	ctc6	9048	10000	0.0	34998.35	19.0	0.9048	0.4
573	0.0	0	0.3	ctc13	6031	10000	1.0	34891.88	2.0	0.6031	1.5
574	0.0	0	0.3	ctc10	8568	10000	1.0	34435.49	13.0	0.8568	7.0
575	0.0	0	0.3	ctc8	6699	10000	1.0	34794.94	3.0	0.6699	2.0
576	1.0	0	0.3	ctc12	8659	10000	0.0	35434.57	18.0	0.8659	0.95
577	1.0	0	0.3	ctc9	6580	10000	0.0	34557.8	8.0	0.658	0.45
578	0.0	0	0.3	cta14	2050	10000	1.0	34858.62	4.0	0.205	0.25
579	0.0	0	0.3	ctc12	683	10000	0.0	35169.48	0.0	0.0683	0.02
580	0.0	0	0.3	ctc6	5054	10000	0.0	34872.73	7.0	0.5054	0.16
581	1.0	0	0.3	ctc12	4818	10000	0.0	34937.45	4.0	0.4818	0.25
582	0.0	0	0.3	ctt14	1976	10000	0.0	35143.9	2.0	0.1976	0.06
583	0.0	0	0.3	ctc11	7921	10000	1.0	34818.77	7.0	0.7921	4.0
584	0.0	0	0.3	ctc12	8185	10000	0.0	34779.91	13.0	0.8185	0.28
585	0.0	0	0.3	cta6	705	10000	0.0	34756.73	1.0	0.0705	0.02
586	1.0	0	0.3	cta11	1123	10000	0.0	35420.13	1.0	0.1123	0.04
587	0.0	0	0.3	ctt10	9352	10000	0.0	35364.71	18.0	0.9352	0.38
588	0.0	0	0.3	ctc8	8913	10000	1.0	34458.12	16.0	0.8913	8.5
589	0.0	0	0.3	cta6	2016	10000	0.0	34367.32	5.0	0.2016	0.06
590	1.0	0	0.3	cta8	3322	10000	0.0	35320.3	6.0	0.3322	0.14
591	0.0	0	0.3	ctc12	3822	10000	0.0	34563.77	5.0	0.3822	0.12
592	1.0	0	0.3	cta11	4765	10000	0.0	35404.19	11.0	0.4765	0.24
593	1.0	0	0.3	cta18	4951	10000	0.0	35122.16	12.0	0.4951	0.26
594	0.0	0	0.3	ctc9	1304	10000	0.0	34747.03	1.0	0.1304	0.04
595	1.0	0	0.3	ctt10	4843	10000	0.0	34913.76	4.0	0.4843	0.25
596	0.0	0	0.3	cta10	2356	10000	1.0	34437.97	5.0	0.2356	0.3
597	0.0	0	0.3	ctt2	7060	10000	1.0	34973.34	9.0	0.706	2.5
598	1.0	0	0.3	cta6	3566	10000	0.0	34866.04	7.0	0.3566	0.16
599	0.0	0	0.3	ctc12	7865	10000	0.0	35491.73	12.0	0.7865	0.26
600	0.0	0	0.3	cta13	4204	10000	1.0	35310.54	13.0	0.4204	0.7
601	0.0	0	0.3	ctc18	7655	10000	1.0	34724.3	6.0	0.7655	3.5
602	0.0	0	0.3	cta8	5019	10000	1.0	34930.05	19.0	0.5019	1.0
603	1.0	0	0.3	ctc14	8585	10000	0.0	35055.31	19.0	0.8585	1.0
604	0.0	0	0.3	cta8	4527	10000	1.0	34868.97	16.0	0.4527	0.85
605	0.0	0	0.3	cta2	1230	10000	1.0	34684.45	2.0	0.123	0.15
606	1.0	0	0.3	ctc18	8022	10000	0.0	34673.73	15.0	0.8022	0.8
607	0.0	0	0.3	ctc2	4854	10000	1.0	34495.83	1.0	0.4854	1.0
608	0.0	0	0.3	ctt2	8180	10000	1.0	34861.13	17.0	0.818	4.5
609	0.0	0	0.3	cta10	4743	10000	1.0	34665.19	17.0	0.4743	0.9
610	0.0	0	0.3	ctc9	5100	10000	0.0	35108.52	7.0	0.51	0.16
611	1.0	0	0.3	ctc13	4144	10000	0.0	35203.69	3.0	0.4144	0.2
612	0.0	0	0.3	ctc8	8998	10000	1.0	34848.46	18.0	0.8998	9.5
613	0.0	0	0.3	ctc12	3176	10000	0.0	34273.56	4.0	0.3176	0.1
614	0.0	0	0.3	ctt10	8527	10000	0.0	34965.17	15.0	0.8527	0.32
615	0.0	0	0.3	ctc10	9023	10000	1.0	35202.71	17.0	0.9023	9.0
616	1.0	0	0.3	ctt6	8257	10000	0.0	35030.6	15.0	0.8257	0.8
617	1.0	0	0.3	ctt14	7924	10000	0.0	35450.49	13.0	0.7924	0.7
618	0.0	0	0.3	cta6	1995	10000	1.0	34896.26	4.0	0.1995	0.25
619	1.0	0	0.3	cta11	3516	10000	0.0	34922.42	7.0	0.3516	0.16
620	1.0	0	0.3	cta8	5514	10000	0.0	34613.2	15.0	0.5514	0.32
621	1.0	0	0.3	ctc8	8448	10000	0.0	35122.88	17.0	0.8448	0.9
622	0.0	0	0.3	ctc10	7419	10000	1.0	34609.94	5.0	0.7419	3.0
623	1.0	0	0.3	ctc14	6545	10000	0.0	34332.55	8.0	0.6545	0.45
