index	5primepreterm	bkgdpreterm	initiationrate	mutant	proteins_mutant	proteins_yfp0	selpreterm	simulation_time	stallstrengthindex	ps_ratio	stallstrength
33	0.0	0	0.3	tcg3	7084	10000	0.0	35089.23	13.0	0.7084	0.28
34	0.0	0	0.3	tcg2	7040	10000	0.0	34422.41	14.0	0.704	0.3
35	0.0	0	0.3	tcg2	5991	10000	1.0	35252.62	2.0	0.5991	1.5
36	1.0	0	0.3	tcg5	5981	10000	0.0	35287.21	6.0	0.5981	0.35
37	0.0	0	0.3	tcg5	8448	10000	0.0	34576.02	14.0	0.8448	0.3
38	0.0	0	0.3	tcg7	5945	10000	1.0	34470.93	2.0	0.5945	1.5
39	0.0	0	0.3	tcg6	4926	10000	1.0	34883.09	1.0	0.4926	1.0
40	1.0	0	0.3	tcg2	5794	10000	0.0	34421.31	6.0	0.5794	0.35
41	0.0	0	0.3	tcg3	7045	10000	1.0	34839.24	4.0	0.7045	2.5
42	0.0	0	0.3	tcg7	7678	10000	0.0	34638.27	12.0	0.7678	0.26
43	0.0	0	0.3	tcg4	8352	10000	1.0	35282.06	9.0	0.8352	5.0
44	1.0	0	0.3	tcg5	2426	10000	0.0	34517.56	1.0	0.2426	0.1
45	0.0	0	0.3	tcg2	8232	10000	0.0	35015.87	19.0	0.8232	0.4
46	0.0	0	0.3	tcg4	1981	10000	0.0	34562.78	2.0	0.1981	0.06
47	1.0	0	0.3	tcg7	8324	10000	0.0	34752.24	16.0	0.8324	0.85
48	0.0	0	0.3	tcg5	8368	10000	1.0	34524.87	10.0	0.8368	5.5
49	1.0	0	0.3	tcg3	6269	10000	0.0	34980.79	7.0	0.6269	0.4
50	1.0	0	0.3	tcg6	6712	10000	0.0	35266.28	8.0	0.6712	0.45
51	0.0	0	0.3	tcg2	6346	10000	0.0	34721.98	11.0	0.6346	0.24
52	0.0	0	0.3	tcg3	5949	10000	1.0	35277.55	2.0	0.5949	1.5
53	0.0	0	0.3	tcg5	3216	10000	1.0	34425.05	0.0	0.3216	0.5
54	0.0	0	0.3	tcg2	3707	10000	0.0	34425.68	5.0	0.3707	0.12
55	1.0	0	0.3	tcg2	4924	10000	0.0	35178.75	4.0	0.4924	0.25
56	0.0	0	0.3	tcg6	8278	10000	1.0	34531.84	9.0	0.8278	5.0
57	0.0	0	0.3	tcg6	3228	10000	1.0	34363.47	0.0	0.3228	0.5
58	0.0	0	0.3	tcg3	8792	10000	1.0	34523.4	12.0	0.8792	6.5
59	0.0	0	0.3	tcg7	5787	10000	0.0	34989.4	8.0	0.5787	0.18
60	0.0	0	0.3	tcg4	5030	10000	1.0	34961.78	1.0	0.503	1.0
61	0.0	0	0.3	tcg3	7633	10000	1.0	34899.65	5.0	0.7633	3.0
62	0.0	0	0.3	tcg4	8573	10000	1.0	34960.26	13.0	0.8573	7.0
63	0.0	0	0.3	tcg4	8403	10000	0.0	35087.79	14.0	0.8403	0.3
64	0.0	0	0.3	tcg4	8969	10000	1.0	34758.79	16.0	0.8969	8.5
65	0.0	0	0.3	tcg3	9042	10000	1.0	34604.12	17.0	0.9042	9.0
66	0.0	0	0.3	tcg5	8572	10000	1.0	34481.85	12.0	0.8572	6.5
67	1.0	0	0.3	tcg5	6923	10000	0.0	34787.87	9.0	0.6923	0.5
68	1.0	0	0.3	tcg3	7837	10000	0.0	34891.87	14.0	0.7837	0.75
69	1.0	0	0.3	tcg7	7790	10000	0.0	35045.21	13.0	0.779	0.7
70	1.0	0	0.3	tcg5	4912	10000	0.0	35238.11	4.0	0.4912	0.25
71	1.0	0	0.3	tcg6	8083	10000	0.0	34704.93	15.0	0.8083	0.8
72	0.0	0	0.3	tcg3	8989	10000	1.0	34913.73	15.0	0.8989	8.0
73	1.0	0	0.3	tcg6	8441	10000	0.0	34928.33	18.0	0.8441	0.95
74	0.0	0	0.3	tcg6	4501	10000	0.0	35067.85	6.0	0.4501	0.14
75	0.0	0	0.3	tcg3	8796	10000	1.0	34573.01	14.0	0.8796	7.5
76	0.0	0	0.3	tcg5	5110	10000	0.0	34638.2	7.0	0.511	0.16
77	0.0	0	0.3	tcg2	8153	10000	1.0	34769.83	8.0	0.8153	4.5
78	1.0	0	0.3	tcg3	5802	10000	0.0	34914.53	6.0	0.5802	0.35
79	1.0	0	0.3	tcg5	8587	10000	0.0	34886.62	18.0	0.8587	0.95
80	0.0	0	0.3	tcg7	8220	10000	0.0	34773.61	13.0	0.822	0.28
81	1.0	0	0.3	tcg6	5437	10000	0.0	35169.4	5.0	0.5437	0.3
82	1.0	0	0.3	tcg5	7243	10000	0.0	35005.42	10.0	0.7243	0.55
83	0.0	0	0.3	tcg4	3368	10000	1.0	35413.57	0.0	0.3368	0.5
84	0.0	0	0.3	tcg5	1413	10000	0.0	34943.72	1.0	0.1413	0.04
85	1.0	0	0.3	tcg3	6470	10000	0.0	34545.1	8.0	0.647	0.45
86	0.0	0	0.3	tcg4	3901	10000	0.0	34571.81	5.0	0.3901	0.12
87	0.0	0	0.3	tcg5	9075	10000	0.0	34795.3	15.0	0.9075	0.32
88	1.0	0	0.3	tcg3	3436	10000	0.0	35060.43	2.0	0.3436	0.15
89	1.0	0	0.3	tcg7	6727	10000	0.0	35199.06	8.0	0.6727	0.45
90	1.0	0	0.3	tcg4	7916	10000	0.0	34937.73	14.0	0.7916	0.75
91	0.0	0	0.3	tcg7	9564	10000	0.0	34914.74	16.0	0.9564	0.34
92	1.0	0	0.3	tcg5	4183	10000	0.0	34718.19	3.0	0.4183	0.2
93	1.0	0	0.3	tcg3	8213	10000	0.0	34747.27	15.0	0.8213	0.8
94	0.0	0	0.3	tcg4	9510	10000	0.0	34503.93	19.0	0.951	0.4
95	0.0	0	0.3	tcg6	5749	10000	0.0	34963.95	8.0	0.5749	0.18
96	0.0	0	0.3	tcg5	5932	10000	1.0	34793.46	2.0	0.5932	1.5
97	1.0	0	0.3	tcg2	3416	10000	0.0	34498.55	2.0	0.3416	0.15
98	0.0	0	0.3	tcg7	1339	10000	0.0	34550.25	1.0	0.1339	0.04
99	0.0	0	0.3	tcg7	8423	10000	1.0	35080.81	9.0	0.8423	5.0
100	1.0	0	0.3	tcg4	7836	10000	0.0	35377.3	12.0	0.7836	0.65
101	1.0	0	0.3	tcg6	6743	10000	0.0	34671.44	9.0	0.6743	0.5
102	1.0	0	0.3	tcg7	8585	10000	0.0	34682.53	19.0	0.8585	1.0
103	0.0	0	0.3	tcg6	9024	10000	1.0	34969.11	16.0	0.9024	8.5
104	0.0	0	0.3	tcg6	5844	10000	1.0	34370.02	2.0	0.5844	1.5
105	1.0	0	0.3	tcg4	7168	10000	0.0	35225.05	10.0	0.7168	0.55
106	0.0	0	0.3	tcg7	8108	10000	1.0	34889.48	7.0	0.8108	4.0
107	1.0	0	0.3	tcg3	4880	10000	0.0	34606.24	4.0	0.488	0.25
108	0.0	0	0.3	tcg7	5152	10000	0.0	35068.56	7.0	0.5152	0.16
109	0.0	0	0.3	tcg6	3214	10000	0.0	34798.55	4.0	0.3214	0.1
110	0.0	0	0.3	tcg6	8459	10000	1.0	35048.67	10.0	0.8459	5.5
111	0.0	0	0.3	tcg5	9686	10000	0.0	35313.96	17.0	0.9686	0.36
112	1.0	0	0.3	tcg2	7823	10000	0.0	35076.15	13.0	0.7823	0.7
113	1.0	0	0.3	tcg2	6113	10000	0.0	34469.21	7.0	0.6113	0.4
114	1.0	0	0.3	tcg6	4235	10000	0.0	34538.15	3.0	0.4235	0.2
115	1.0	0	0.3	tcg2	8338	10000	0.0	34337.09	18.0	0.8338	0.95
116	0.0	0	0.3	tcg6	661	10000	0.0	35082.02	0.0	0.0661	0.02
117	0.0	0	0.3	tcg2	9079	10000	1.0	34841.25	19.0	0.9079	10.0
118	0.0	0	0.3	tcg2	6560	10000	1.0	34239.8	3.0	0.656	2.0
119	1.0	0	0.3	tcg3	8286	10000	0.0	34855.39	16.0	0.8286	0.85
120	0.0	0	0.3	tcg3	1451	10000	0.0	34829.96	1.0	0.1451	0.04
121	0.0	0	0.3	tcg6	8858	10000	1.0	34862.21	13.0	0.8858	7.0
122	1.0	0	0.3	tcg5	1375	10000	0.0	34383.85	0.0	0.1375	0.05
123	1.0	0	0.3	tcg7	6217	10000	0.0	34624.88	7.0	0.6217	0.4
124	0.0	0	0.3	tcg4	9252	10000	0.0	35052.23	17.0	0.9252	0.36
125	0.0	0	0.3	tcg3	6758	10000	1.0	35146.51	3.0	0.6758	2.0
126	0.0	0	0.3	tcg7	7738	10000	1.0	34569.34	6.0	0.7738	3.5
127	0.0	0	0.3	tcg3	6400	10000	0.0	34461.44	11.0	0.64	0.24
128	1.0	0	0.3	tcg3	7212	10000	0.0	34749.57	10.0	0.7212	0.55
129	0.0	0	0.3	tcg7	9129	10000	1.0	34796.39	19.0	0.9129	10.0
130	1.0	0	0.3	tcg4	8383	10000	0.0	34773.77	18.0	0.8383	0.95
131	1.0	0	0.3	tcg4	8003	10000	0.0	35310.89	13.0	0.8003	0.7
132	0.0	0	0.3	tcg7	3354	10000	1.0	34356.51	0.0	0.3354	0.5
133	0.0	0	0.3	tcg3	3160	10000	0.0	34882.89	4.0	0.316	0.1
134	0.0	0	0.3	tcg4	7414	10000	1.0	34614.54	5.0	0.7414	3.0
135	0.0	0	0.3	tcg3	7956	10000	0.0	35204.11	17.0	0.7956	0.36
136	1.0	0	0.3	tcg4	6811	10000	0.0	34673.36	9.0	0.6811	0.5
137	0.0	0	0.3	tcg3	4970	10000	1.0	35122.02	1.0	0.497	1.0
138	0.0	0	0.3	tcg7	6147	10000	0.0	34332.51	9.0	0.6147	0.2
139	0.0	0	0.3	tcg5	8792	10000	1.0	35009.66	15.0	0.8792	8.0
140	1.0	0	0.3	tcg4	2495	10000	0.0	34739.06	1.0	0.2495	0.1
141	0.0	0	0.3	tcg5	8520	10000	1.0	34018.5	13.0	0.852	7.0
142	1.0	0	0.3	tcg6	5914	10000	0.0	34641.68	6.0	0.5914	0.35
143	0.0	0	0.3	tcg4	8378	10000	1.0	35065.77	8.0	0.8378	4.5
144	1.0	0	0.3	tcg7	7486	10000	0.0	34799.04	11.0	0.7486	0.6
145	0.0	0	0.3	tcg3	5581	10000	0.0	34803.4	9.0	0.5581	0.2
146	1.0	0	0.3	tcg7	4003	10000	0.0	34210.37	3.0	0.4003	0.2
147	0.0	0	0.3	tcg3	5893	10000	0.0	34632.46	10.0	0.5893	0.22
148	1.0	0	0.3	tcg7	3322	10000	0.0	34434.3	2.0	0.3322	0.15
149	0.0	0	0.3	tcg6	8806	10000	1.0	34489.29	15.0	0.8806	8.0
150	0.0	0	0.3	tcg2	1963	10000	0.0	34026.96	2.0	0.1963	0.06
151	0.0	0	0.3	tcg7	9046	10000	1.0	34280.5	18.0	0.9046	9.5
152	1.0	0	0.3	tcg6	8577	10000	0.0	34718.19	19.0	0.8577	1.0
153	0.0	0	0.3	tcg5	8750	10000	1.0	34875.43	14.0	0.875	7.5
154	0.0	0	0.3	tcg7	9797	10000	0.0	34869.29	17.0	0.9797	0.36
155	1.0	0	0.3	tcg4	8754	10000	0.0	35664.77	19.0	0.8754	1.0
156	0.0	0	0.3	tcg4	6731	10000	1.0	34737.76	3.0	0.6731	2.0
157	1.0	0	0.3	tcg4	4844	10000	0.0	34482.1	4.0	0.4844	0.25
158	0.0	0	0.3	tcg4	8523	10000	1.0	34906.82	10.0	0.8523	5.5
159	0.0	0	0.3	tcg5	8457	10000	1.0	34400.98	11.0	0.8457	6.0
160	1.0	0	0.3	tcg2	8023	10000	0.0	34910.22	14.0	0.8023	0.75
161	0.0	0	0.3	tcg4	5003	10000	0.0	34714.39	7.0	0.5003	0.16
162	0.0	0	0.3	tcg7	6661	10000	0.0	34818.24	10.0	0.6661	0.22
163	1.0	0	0.3	tcg6	8217	10000	0.0	34580.42	17.0	0.8217	0.9
164	0.0	0	0.3	tcg3	3234	10000	1.0	34123.16	0.0	0.3234	0.5
165	0.0	0	0.3	tcg2	8865	10000	1.0	34765.08	14.0	0.8865	7.5
166	1.0	0	0.3	tcg7	5753	10000	0.0	34320.28	6.0	0.5753	0.35
167	1.0	0	0.3	tcg5	7852	10000	0.0	34938.28	13.0	0.7852	0.7
168	0.0	0	0.3	tcg2	1384	10000	0.0	34912.37	1.0	0.1384	0.04
169	0.0	0	0.3	tcg6	1351	10000	0.0	35358.49	1.0	0.1351	0.04
170	0.0	0	0.3	tcg3	5268	10000	0.0	35137.51	8.0	0.5268	0.18
171	1.0	0	0.3	tcg6	7152	10000	0.0	34671.99	10.0	0.7152	0.55
172	1.0	0	0.3	tcg7	6988	10000	0.0	34840.08	9.0	0.6988	0.5
173	1.0	0	0.3	tcg5	8690	10000	0.0	35353.23	19.0	0.869	1.0
174	0.0	0	0.3	tcg3	4767	10000	0.0	34718.69	7.0	0.4767	0.16
175	0.0	0	0.3	tcg7	2586	10000	0.0	34873.84	3.0	0.2586	0.08
176	0.0	0	0.3	tcg4	8390	10000	1.0	34606.96	11.0	0.839	6.0
177	0.0	0	0.3	tcg3	7304	10000	0.0	34602.53	14.0	0.7304	0.3
178	0.0	0	0.3	tcg7	3262	10000	0.0	34230.21	4.0	0.3262	0.1
179	1.0	0	0.3	tcg6	6320	10000	0.0	34794.09	7.0	0.632	0.4
180	0.0	0	0.3	tcg2	3317	10000	1.0	34833.13	0.0	0.3317	0.5
181	0.0	0	0.3	tcg5	2676	10000	0.0	35539.38	3.0	0.2676	0.08
182	1.0	0	0.3	tcg6	7933	10000	0.0	35389.53	13.0	0.7933	0.7
183	0.0	0	0.3	tcg5	8995	10000	1.0	34968.92	16.0	0.8995	8.5
184	0.0	0	0.3	tcg3	8237	10000	1.0	35493.74	7.0	0.8237	4.0
185	0.0	0	0.3	tcg3	7899	10000	1.0	35057.4	6.0	0.7899	3.5
186	0.0	0	0.3	tcg2	6944	10000	0.0	34397.37	13.0	0.6944	0.28
187	0.0	0	0.3	tcg6	6123	10000	0.0	34646.63	9.0	0.6123	0.2
188	0.0	0	0.3	tcg2	672	10000	0.0	34797.99	0.0	0.0672	0.02
189	0.0	0	0.3	tcg4	8574	10000	1.0	34300.98	12.0	0.8574	6.5
190	0.0	0	0.3	tcg2	8534	10000	1.0	34689.97	11.0	0.8534	6.0
191	0.0	0	0.3	tcg5	9353	10000	0.0	34791.91	16.0	0.9353	0.34
192	0.0	0	0.3	tcg3	3683	10000	0.0	34019.69	5.0	0.3683	0.12
193	0.0	0	0.3	tcg7	9815	10000	0.0	34736.13	18.0	0.9815	0.38
194	1.0	0	0.3	tcg4	5854	10000	0.0	34721.89	6.0	0.5854	0.35
195	0.0	0	0.3	tcg7	8835	10000	1.0	34667.13	15.0	0.8835	8.0
196	0.0	0	0.3	tcg7	5161	10000	1.0	35131.15	1.0	0.5161	1.0
197	1.0	0	0.3	tcg4	6262	10000	0.0	34673.14	7.0	0.6262	0.4
198	0.0	0	0.3	tcg3	2667	10000	0.0	34616.57	3.0	0.2667	0.08
199	0.0	0	0.3	tcg6	8127	10000	1.0	34947.38	7.0	0.8127	4.0
200	1.0	0	0.3	tcg4	4128	10000	0.0	34938.93	3.0	0.4128	0.2
201	0.0	0	0.3	tcg5	6003	10000	0.0	34372.45	9.0	0.6003	0.2
202	1.0	0	0.3	tcg5	8354	10000	0.0	35153.06	16.0	0.8354	0.85
203	0.0	0	0.3	tcg6	7570	10000	1.0	34941.8	5.0	0.757	3.0
204	1.0	0	0.3	tcg3	7597	10000	0.0	34685.85	12.0	0.7597	0.65
205	0.0	0	0.3	tcg3	2067	10000	0.0	34666.92	2.0	0.2067	0.06
206	0.0	0	0.3	tcg5	4529	10000	0.0	34959.99	6.0	0.4529	0.14
207	1.0	0	0.3	tcg2	2574	10000	0.0	34649.02	1.0	0.2574	0.1
208	0.0	0	0.3	tcg7	8671	10000	1.0	34935.63	12.0	0.8671	6.5
209	0.0	0	0.3	tcg7	8413	10000	1.0	34563.57	11.0	0.8413	6.0
210	0.0	0	0.3	tcg4	5650	10000	0.0	34878.27	8.0	0.565	0.18
211	1.0	0	0.3	tcg2	7153	10000	0.0	34819.68	10.0	0.7153	0.55
212	1.0	0	0.3	tcg2	7467	10000	0.0	34689.21	11.0	0.7467	0.6
213	0.0	0	0.3	tcg7	8040	10000	1.0	34578.35	8.0	0.804	4.5
214	0.0	0	0.3	tcg2	9040	10000	1.0	34843.26	16.0	0.904	8.5
215	0.0	0	0.3	tcg2	4250	10000	0.0	34581.54	6.0	0.425	0.14
216	0.0	0	0.3	tcg2	9094	10000	1.0	35103.73	17.0	0.9094	9.0
217	1.0	0	0.3	tcg5	8046	10000	0.0	35323.99	14.0	0.8046	0.75
218	0.0	0	0.3	tcg7	9860	10000	0.0	34574.09	19.0	0.986	0.4
219	1.0	0	0.3	tcg3	7401	10000	0.0	34714.54	11.0	0.7401	0.6
220	0.0	0	0.3	tcg7	8391	10000	1.0	34878.95	10.0	0.8391	5.5
221	1.0	0	0.3	tcg7	4794	10000	0.0	34258.58	4.0	0.4794	0.25
222	1.0	0	0.3	tcg5	8174	10000	0.0	34824.82	15.0	0.8174	0.8
223	0.0	0	0.3	tcg7	8942	10000	1.0	35401.29	13.0	0.8942	7.0
224	0.0	0	0.3	tcg6	8217	10000	0.0	34845.12	13.0	0.8217	0.28
225	0.0	0	0.3	tcg4	8862	10000	0.0	34937.57	15.0	0.8862	0.32
226	0.0	0	0.3	tcg4	7193	10000	1.0	34653.4	4.0	0.7193	2.5
227	0.0	0	0.3	tcg6	9087	10000	0.0	34505.29	15.0	0.9087	0.32
228	1.0	0	0.3	tcg3	8364	10000	0.0	35005.27	17.0	0.8364	0.9
229	1.0	0	0.3	tcg3	5381	10000	0.0	34646.27	5.0	0.5381	0.3
230	0.0	0	0.3	tcg7	8999	10000	1.0	35086.12	16.0	0.8999	8.5
231	1.0	0	0.3	tcg4	7493	10000	0.0	34790.14	11.0	0.7493	0.6
232	0.0	0	0.3	tcg6	2016	10000	0.0	34785.02	2.0	0.2016	0.06
233	0.0	0	0.3	tcg5	3835	10000	0.0	34366.31	5.0	0.3835	0.12
234	0.0	0	0.3	tcg4	8976	10000	1.0	35127.55	15.0	0.8976	8.0
235	1.0	0	0.3	tcg2	8229	10000	0.0	34861.23	16.0	0.8229	0.85
236	0.0	0	0.3	tcg2	7611	10000	1.0	35037.89	5.0	0.7611	3.0
237	0.0	0	0.3	tcg2	8635	10000	1.0	34119.3	15.0	0.8635	8.0
238	0.0	0	0.3	tcg4	9046	10000	0.0	34876.82	16.0	0.9046	0.34
239	1.0	0	0.3	tcg6	7715	10000	0.0	35207.2	12.0	0.7715	0.65
240	0.0	0	0.3	tcg3	8492	10000	1.0	34882.85	10.0	0.8492	5.5
241	0.0	0	0.3	tcg5	7387	10000	1.0	34300.43	5.0	0.7387	3.0
242	0.0	0	0.3	tcg4	3268	10000	0.0	34605.32	4.0	0.3268	0.1
243	0.0	0	0.3	tcg5	9673	10000	0.0	34491.97	18.0	0.9673	0.38
244	1.0	0	0.3	tcg5	6328	10000	0.0	34848.46	7.0	0.6328	0.4
245	0.0	0	0.3	tcg2	9000	10000	1.0	35084.88	18.0	0.9	9.5
246	0.0	0	0.3	tcg2	8306	10000	1.0	34442.59	9.0	0.8306	5.0
247	0.0	0	0.3	tcg7	4520	10000	0.0	35043.56	6.0	0.452	0.14
248	0.0	0	0.3	tcg7	7239	10000	0.0	34906.79	11.0	0.7239	0.24
249	1.0	0	0.3	tcg4	5312	10000	0.0	34526.28	5.0	0.5312	0.3
250	0.0	0	0.3	tcg4	6994	10000	0.0	34327.57	11.0	0.6994	0.24
251	1.0	0	0.3	tcg7	8589	10000	0.0	35135.02	18.0	0.8589	0.95
252	0.0	0	0.3	tcg5	8994	10000	1.0	34534.23	17.0	0.8994	9.0
253	1.0	0	0.3	tcg6	1339	10000	0.0	34522.82	0.0	0.1339	0.05
254	1.0	0	0.3	tcg2	8402	10000	0.0	34426.65	19.0	0.8402	1.0
255	0.0	0	0.3	tcg4	9020	10000	1.0	34587.64	19.0	0.902	10.0
256	1.0	0	0.3	tcg2	8286	10000	0.0	34644.9	17.0	0.8286	0.9
257	0.0	0	0.3	tcg4	6085	10000	0.0	35064.15	9.0	0.6085	0.2
258	1.0	0	0.3	tcg3	8484	10000	0.0	34753.16	19.0	0.8484	1.0
259	1.0	0	0.3	tcg6	8210	10000	0.0	34557.07	16.0	0.821	0.85
260	0.0	0	0.3	tcg5	4983	10000	1.0	34356.84	1.0	0.4983	1.0
261	1.0	0	0.3	tcg5	7756	10000	0.0	34967.59	12.0	0.7756	0.65
262	0.0	0	0.3	tcg4	9445	10000	0.0	34965.35	18.0	0.9445	0.38
263	1.0	0	0.3	tcg6	7399	10000	0.0	35109.35	11.0	0.7399	0.6
264	0.0	0	0.3	tcg6	9853	10000	0.0	34129.94	19.0	0.9853	0.4
265	0.0	0	0.3	tcg4	7861	10000	0.0	34044.89	13.0	0.7861	0.28
266	0.0	0	0.3	tcg6	9050	10000	1.0	34471.66	19.0	0.905	10.0
267	0.0	0	0.3	tcg4	4361	10000	0.0	34415.39	6.0	0.4361	0.14
268	0.0	0	0.3	tcg2	6742	10000	0.0	34763.76	12.0	0.6742	0.26
269	0.0	0	0.3	tcg2	6006	10000	0.0	34461.59	10.0	0.6006	0.22
270	0.0	0	0.3	tcg4	7676	10000	1.0	34290.36	6.0	0.7676	3.5
271	0.0	0	0.3	tcg3	8199	10000	1.0	34837.59	8.0	0.8199	4.5
272	1.0	0	0.3	tcg2	7440	10000	0.0	34749.31	12.0	0.744	0.65
273	0.0	0	0.3	tcg2	4639	10000	0.0	34398.78	7.0	0.4639	0.16
274	0.0	0	0.3	tcg6	7169	10000	0.0	34319.28	11.0	0.7169	0.24
275	1.0	0	0.3	tcg3	7761	10000	0.0	34867.43	13.0	0.7761	0.7
276	1.0	0	0.3	tcg6	4843	10000	0.0	34852.22	4.0	0.4843	0.25
277	0.0	0	0.3	tcg3	9101	10000	1.0	34767.4	16.0	0.9101	8.5
278	1.0	0	0.3	tcg3	6744	10000	0.0	34070.79	9.0	0.6744	0.5
279	0.0	0	0.3	tcg2	8827	10000	1.0	35058.19	12.0	0.8827	6.5
280	0.0	0	0.3	tcg6	8979	10000	1.0	34347.7	18.0	0.8979	9.5
281	1.0	0	0.3	tcg7	8375	10000	0.0	34630.43	17.0	0.8375	0.9
282	1.0	0	0.3	tcg2	6537	10000	0.0	34905.31	8.0	0.6537	0.45
283	0.0	0	0.3	tcg7	7577	10000	1.0	34520.67	5.0	0.7577	3.0
284	0.0	0	0.3	tcg6	9591	10000	0.0	34866.64	17.0	0.9591	0.36
285	1.0	0	0.3	tcg5	5408	10000	0.0	34863.56	5.0	0.5408	0.3
286	0.0	0	0.3	tcg3	9049	10000	1.0	34772.45	18.0	0.9049	9.5
287	0.0	0	0.3	tcg3	7455	10000	0.0	34666.42	15.0	0.7455	0.32
288	0.0	0	0.3	tcg5	8237	10000	0.0	34770.53	13.0	0.8237	0.28
289	1.0	0	0.3	tcg7	7895	10000	0.0	34574.63	14.0	0.7895	0.75
290	0.0	0	0.3	tcg3	8440	10000	1.0	34588.09	11.0	0.844	6.0
291	0.0	0	0.3	tcg4	8017	10000	1.0	35111.65	7.0	0.8017	4.0
292	0.0	0	0.3	tcg4	8858	10000	1.0	34710.67	18.0	0.8858	9.5
293	1.0	0	0.3	tcg4	3431	10000	0.0	35396.45	2.0	0.3431	0.15
294	0.0	0	0.3	tcg6	8786	10000	1.0	34906.82	12.0	0.8786	6.5
295	0.0	0	0.3	tcg3	9012	10000	1.0	34441.29	19.0	0.9012	10.0
296	0.0	0	0.3	tcg6	8680	10000	0.0	34442.8	14.0	0.868	0.3
297	0.0	0	0.3	tcg6	9055	10000	1.0	35064.86	17.0	0.9055	9.0
298	1.0	0	0.3	tcg3	8392	10000	0.0	34889.64	18.0	0.8392	0.95
299	0.0	0	0.3	tcg7	1906	10000	0.0	34354.42	2.0	0.1906	0.06
300	0.0	0	0.3	tcg5	6581	10000	0.0	34743.31	10.0	0.6581	0.22
301	1.0	0	0.3	tcg5	7418	10000	0.0	34520.51	11.0	0.7418	0.6
302	0.0	0	0.3	tcg2	5797	10000	0.0	34943.5	9.0	0.5797	0.2
303	0.0	0	0.3	tcg2	7455	10000	0.0	34901.57	15.0	0.7455	0.32
304	0.0	0	0.3	tcg5	9640	10000	0.0	34449.62	19.0	0.964	0.4
305	1.0	0	0.3	tcg2	8073	10000	0.0	34941.72	15.0	0.8073	0.8
306	1.0	0	0.3	tcg3	2507	10000	0.0	35218.35	1.0	0.2507	0.1
307	0.0	0	0.3	tcg5	7825	10000	1.0	35053.09	6.0	0.7825	3.5
