index	5primepreterm	bkgdpreterm	initiationrate	mutant	proteins_mutant	proteins_yfp0	selpreterm	simulation_time	stallstrengthindex	ps_ratio	stallstrength
308	0.0	0	0.3	tcg3	6731	10000	0.0	35093.21	12.0	0.6731	0.26
309	1.0	0	0.3	tcg7	7158	10000	0.0	34334.47	10.0	0.7158	0.55
310	1.0	0	0.3	tcg7	7656	10000	0.0	34936.96	12.0	0.7656	0.65
311	1.0	0	0.3	tcg2	6845	10000	0.0	34587.35	9.0	0.6845	0.5
312	0.0	0	0.3	tcg6	2618	10000	0.0	34270.14	3.0	0.2618	0.08
313	0.0	0	0.3	tcg4	6657	10000	0.0	34537.58	10.0	0.6657	0.22
314	0.0	0	0.3	tcg5	6624	10000	1.0	34768.36	3.0	0.6624	2.0
315	0.0	0	0.3	tcg5	679	10000	0.0	34701.81	0.0	0.0679	0.02
316	1.0	0	0.3	tcg2	5254	10000	0.0	34396.89	5.0	0.5254	0.3
317	1.0	0	0.3	tcg2	1396	10000	0.0	34815.7	0.0	0.1396	0.05
318	0.0	0	0.3	tcg3	7736	10000	0.0	34703.7	16.0	0.7736	0.34
319	1.0	0	0.3	tcg7	8273	10000	0.0	35129.73	15.0	0.8273	0.8
320	0.0	0	0.3	tcg2	7745	10000	0.0	34482.5	17.0	0.7745	0.36
321	1.0	0	0.3	tcg3	4141	10000	0.0	34861.68	3.0	0.4141	0.2
322	0.0	0	0.3	tcg3	8083	10000	0.0	34465.46	19.0	0.8083	0.4
323	0.0	0	0.3	tcg2	7095	10000	1.0	34279.7	4.0	0.7095	2.5
324	0.0	0	0.3	tcg6	8926	10000	1.0	34653.73	14.0	0.8926	7.5
325	0.0	0	0.3	tcg6	8617	10000	1.0	34923.86	11.0	0.8617	6.0
326	1.0	0	0.3	tcg4	8281	10000	0.0	34854.51	17.0	0.8281	0.9
327	0.0	0	0.3	tcg5	7976	10000	1.0	34687.97	7.0	0.7976	4.0
328	0.0	0	0.3	tcg2	5316	10000	0.0	34898.19	8.0	0.5316	0.18
329	0.0	0	0.3	tcg3	8168	10000	0.0	35021.81	18.0	0.8168	0.38
330	1.0	0	0.3	tcg2	4191	10000	0.0	34800.13	3.0	0.4191	0.2
331	1.0	0	0.3	tcg3	1324	10000	0.0	34730.72	0.0	0.1324	0.05
332	0.0	0	0.3	tcg5	7166	10000	1.0	35165.14	4.0	0.7166	2.5
333	0.0	0	0.3	tcg5	9201	10000	1.0	35250.47	19.0	0.9201	10.0
334	0.0	0	0.3	tcg6	5226	10000	0.0	35362.62	7.0	0.5226	0.16
335	0.0	0	0.3	tcg6	7571	10000	0.0	34399.48	12.0	0.7571	0.26
336	0.0	0	0.3	tcg6	9765	10000	0.0	34758.76	18.0	0.9765	0.38
337	0.0	0	0.3	tcg2	8090	10000	0.0	35219.9	18.0	0.809	0.38
338	0.0	0	0.3	tcg4	680	10000	0.0	34965.26	0.0	0.068	0.02
339	0.0	0	0.3	tcg2	3261	10000	0.0	34983.46	4.0	0.3261	0.1
340	0.0	0	0.3	tcg7	8916	10000	1.0	34236.47	17.0	0.8916	9.0
341	1.0	0	0.3	tcg6	2521	10000	0.0	34450.64	1.0	0.2521	0.1
342	0.0	0	0.3	tcg5	7802	10000	0.0	34415.0	12.0	0.7802	0.26
343	0.0	0	0.3	tcg7	8884	10000	0.0	34133.14	15.0	0.8884	0.32
344	0.0	0	0.3	tcg4	6015	10000	1.0	35048.35	2.0	0.6015	1.5
345	0.0	0	0.3	tcg2	8600	10000	1.0	34275.54	13.0	0.86	7.0
346	0.0	0	0.3	tcg3	4380	10000	0.0	34776.5	6.0	0.438	0.14
347	0.0	0	0.3	tcg5	8040	10000	1.0	34697.52	8.0	0.804	4.5
348	0.0	0	0.3	tcg5	5457	10000	0.0	34369.94	8.0	0.5457	0.18
349	0.0	0	0.3	tcg7	6594	10000	1.0	34751.86	3.0	0.6594	2.0
350	1.0	0	0.3	tcg4	6521	10000	0.0	34385.14	8.0	0.6521	0.45
351	1.0	0	0.3	tcg5	3341	10000	0.0	34663.69	2.0	0.3341	0.15
352	1.0	0	0.3	tcg4	8450	10000	0.0	35374.89	16.0	0.845	0.85
353	0.0	0	0.3	tcg6	6639	10000	0.0	34819.25	10.0	0.6639	0.22
354	0.0	0	0.3	tcg5	7086	10000	0.0	34734.27	11.0	0.7086	0.24
355	0.0	0	0.3	tcg4	9114	10000	1.0	35226.62	17.0	0.9114	9.0
356	1.0	0	0.3	tcg5	8229	10000	0.0	34329.59	17.0	0.8229	0.9
357	0.0	0	0.3	tcg2	4942	10000	1.0	34505.45	1.0	0.4942	1.0
358	0.0	0	0.3	tcg4	1287	10000	0.0	34398.45	1.0	0.1287	0.04
359	0.0	0	0.3	tcg5	8335	10000	1.0	34567.18	9.0	0.8335	5.0
